rank,album,artist,apple,audiomark,deezer,boom,RT
34,OXYGENE,EP - Oxlade,79,64,168,520,441.0
35,A Good Time,Davido,61,48,338,56,461.0
36,Yabasi,Basketmouth,46,132,156,520,464.0
37,Simisola (Deluxe),Simi,152,26,281,38,468.5
38,I LOVE GIRLS WITH TROBUL,Sarz & WurlD,154,96,91,520,471.0
39,King Of Love,Kizz Daniel,180,41,249,28,477.0
40,The Golden Boy,KiDi,88,61,340,67,505.75
41,Light,MohBad,146,23,220,520,519.0
42,PANDEMIC,EP - Ruger,7,510,2,4,520.0
43,The Voice of the Heroes,Lil Baby & Lil Durk,6,510,5,33,529.25
44,Hall of Fame,Polo G,9,510,4,52,536.0
45,Justice,Justin Bieber,15,510,9,27,540.75
46,Culture III,Migos,8,510,8,60,541.0
47,Hot Pink,Doja Cat,256,50,112,520,548.0
48,Welcome to O'Block,King Von,261,29,130,520,550.0
49,CITIZEN OF THE WORLD,King Perryy,135,116,170,520,551.0
50,SoundGod Fest Reloaded,Runtown,142,71,214,520,557.0
51,So Much Fun,Young Thug,156,95,176,520,557.0
52,KHALED KHALED,DJ Khaled,23,510,20,80,573.0
53,SATISFIED,Mercy Chinwo,49,70,450,18,573.5
54,African Giant,Burna Boy,26,510,36,26,578.5
55,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,25,510,39,65,590.25
56,T R A P S O U L (Deluxe),Bryson Tiller,222,137,107,520,596.0
57,Masta Groove,Masterkraft,204,192,78,520,604.0
58,Legends Never Die,Juice WRLD,52,510,37,51,611.75
59,Too Late Too Lit,KDDO,54,111,450,62,630.5
60,Death Race For Love,Juice WRLD,82,510,19,87,632.75
61,Before the Chaos,P - Erigga,67,510,53,14,633.5
62,In The Dark,Mizzle,199,195,127,520,651.0
63,Planet Her,Doja Cat,5,510,6,520,651.0
64,CALL ME IF YOU GET LOST,"Tyler, The Creator",12,510,1,520,653.0
65,Gratitude,Timaya,171,24,450,69,662.25
66,Old Church Basement,Elevation Worship & Maverick City Music,16,510,27,520,683.0
67,Haitian Boy Kodak,Kodak Black,45,59,450,520,684.0
68,Back of My Mind,H.E.R.,28,510,22,520,690.0
69,Heaven Or Hell,Don Toliver,153,183,231,520,697.0
70,High Off Life,Future,92,25,450,520,697.0
71,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",43,76,450,520,699.0
72,Big Conspiracy,J Hus,32,510,32,520,704.0
73,The Gospel of the Kingdom,Dunsin Oyekan,31,510,158,23,704.75
74,Jubilee: Juneteenth Edition,Maverick City Music,40,510,26,520,706.0
75,SOUR,Olivia Rodrigo,36,510,31,520,707.0
76,The Message,Minister GUC,68,66,450,520,714.0
77,JORDI (Deluxe),Maroon 5,55,510,24,520,719.0
78,Meet The Woo 2 (Deluxe),Pop Smoke,51,510,135,94,719.5
79,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,56,510,152,20,723.0
80,The Cross: My Gaze,Mercy Chinwo,210,54,450,59,728.75
81,Hollywood's Bleeding,Post Malone,62,510,28,520,730.0
82,Rema Compilation,Rema,500,8,93,520,731.0
83,My Turn (Deluxe),Lil Baby,42,510,56,520,738.0
84,Happy Birthday Kodak,EP - Kodak Black,96,63,450,520,739.0
85,Goodbye & Good Riddance (Anniversary Edition),Juice WRLD,71,510,41,520,752.0
86,Three,Patoranking,500,45,202,22,752.5
87,I'll Say It For You,Dax,500,30,96,520,756.0
88,SAVAGE MODE II,21 Savage & Metro Boomin,110,68,450,520,758.0
89,Zulu Man With Some Power,Nasty C,93,510,25,520,758.0
90,The Voice (Deluxe),Lil Durk,34,510,85,520,759.0
91,Top,YoungBoy Never Broke Again,87,93,450,520,760.0
92,Product of My Environment,Abra Cadabra,63,510,59,520,762.0
93,Something Else,Mr Eazi,500,90,164,63,769.75
94,Beautiful Thugger Girls,Young Thug,83,510,49,520,772.0
95,Ghetto Lenny's Love Songs,SAINt JHN,74,510,60,520,774.0
96,Life of Betrayal 2x,Yungeen Ace,216,191,238,520,775.0
97,After Hours,The Weeknd,33,510,108,520,781.0
98,The Human Condition,Jon Bellion,124,510,21,520,785.0
99,When The Lights Go Off,EP - Layzee Ella,73,510,74,520,787.0
100,Scam,EP - G4 Boyz,117,510,33,520,790.0
101,WUNNA,Gunna,69,142,450,520,791.0
102,Mixed Emotions,EP - Abra Cadabra,240,139,284,520,793.0
103,Destined 2 Win,Lil Tjay,90,510,71,520,801.0
104,Free Spirit,Khalid,119,510,44,520,803.0
105,Love or the Word (EP),Jaywillz,72,510,217,32,807.0
106,Strings And Bling,Nasty C,122,510,46,520,808.0
107,East Atlanta Love Letter,6LACK,70,510,100,520,810.0
108,The Erigma II,Erigga,223,510,65,48,810.0
109,Space and Time,Justine Skye,162,69,450,520,811.0
110,Beam Me Up Scotty,Nicki Minaj,75,510,99,520,814.0
111,While The World Was Burning,SAINt JHN,78,510,103,520,821.0
112,Shiesty Season,Spring Deluxe - Pooh Shiesty,193,55,450,520,828.0
113,American Teen,Khalid,137,510,52,520,829.0
114,DAMN.,Kendrick Lamar,133,510,57,520,830.0
115,beerbongs & bentleys,Post Malone,125,510,66,520,831.0
116,PSYCHODRAMA,Dave,112,510,81,520,833.0
117,Signed To The Streets 3,Lil Durk,145,110,450,520,835.0
118,Same Earth Different Worlds,Omar Sterling,113,510,84,520,837.0
119,THE ANGEL YOU DON'T KNOW,Amaarae,60,203,450,520,843.0
120,The Search,NF,167,510,38,520,845.0
121,Hopeless Romantic,EP - Tomi Thomas,158,510,48,520,846.0
122,NEW ERA,Kizz Daniel,230,37,450,520,847.0
123,Collection One,SAINt JHN,138,510,72,520,850.0
124,SoundMan Vol. 1,StarBoy,38,510,174,520,852.0
125,Herstory in the Making,Young M.A,208,67,450,520,855.0
126,Pray 4 Love,Rod Wave,220,58,450,520,858.0
127,YS Collection Vol. 1,Logic,217,510,7,520,864.0
128,All My Demons Greeting Me As A Friend (Deluxe),AURORA,103,510,121,520,864.0
129,Sin City The Mixtape,Ski Mask the Slump God,176,510,50,520,866.0
130,The Greatest Showman (Original Motion Picture Soundtrack),"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",192,510,35,520,867.0
131,Ayo,Wizkid,64,510,293,54,880.5
132,Omo Charlie Champagne Vol1,Simi,500,103,270,45,884.25
133,Sounds From The Other Side,Wizkid,86,510,159,520,885.0
134,Die A Legend,Polo G,94,510,155,520,889.0
135,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,164,510,86,520,890.0
136,NOT ALL HEROES WEAR CAPES,Metro Boomin,123,510,131,520,894.0
137,Bad Commando,Rema,500,46,223,520,899.0
138,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,129,510,132,520,901.0
139,RESTLESS II,Simi,500,124,148,520,902.0
140,Yes And Amen,Tope Alabi,128,510,259,24,903.0
141,ASTROWORLD,Travis Scott,44,510,221,520,905.0
142,Love Songs 4 The Streets 2,Lil Durk,500,57,218,520,905.0
143,Common Sense,J Hus,106,510,165,520,911.0
144,The Life Of Pablo,Kanye West,201,510,73,520,914.0
145,Heavy Is The Head,Stormzy,206,510,70,520,916.0
146,25,G Herbo,198,510,83,520,921.0
147,God's Favourite Baby,"Limoblaze, Marizu, CalledOut Music, Sam Rivera, Asha Elia, CASS & Ada Ehi",207,510,77,520,924.0
148,When It's All Said And Done... Take Time,GIVĒON,66,510,226,520,932.0
149,Send Them To Coventry,Pa Salieu,214,510,90,520,944.0
150,F*CK LOVE (SAVAGE),The Kid LAROI,245,510,69,520,954.0
151,Be Right Back,Jorja Smith,127,510,189,520,956.0
152,Scorpion,Drake,100,510,216,520,956.0
153,Ea$t N We$t,EP - Dremo & Jeriq,81,510,359,35,958.75
154,?,XXXTENTACION,140,510,179,520,959.0
155,Championships,Meek Mill,173,510,147,520,960.0
156,Eyan Mayweather,Olamide,263,510,63,520,966.0
157,"Lost in Paradise, Pt. 2",EP - Naïka,194,510,136,520,970.0
158,Lucid,Aṣa,221,510,110,520,971.0
159,CLOUDS (THE MIXTAPE),NF,225,510,111,520,976.0
160,JESUS IS KING,Kanye West,238,510,98,520,976.0
161,KOD,J. Cole,255,510,82,520,977.0
162,The Idea Of Her,Ali Gatie,500,158,198,520,986.0
163,Twelve A.M,Crayon,500,34,450,12,987.0
164,Asa (Asha),Asa,174,510,177,520,991.0
165,Love & Light,Joeboy,500,36,450,43,996.75
166,17,XXXTENTACION,213,510,144,520,997.0
167,Artist 2.0,A Boogie wit da Hoodie,246,175,450,520,1001.0
168,Beauty Behind The Madness,The Weeknd,130,510,237,520,1007.0
169,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,99,510,271,520,1010.0
170,The Hill,Travis Greene,253,510,122,520,1015.0
171,CTV3: Cool Tape Vol. 3,Jaden,500,210,178,520,1018.0
172,Living In History,Jackboy,500,155,236,520,1021.0
173,Future Hndrxx Presents: The WIZRD,Future,233,208,450,520,1021.0
174,Hakuna Matata,Dotman,500,62,450,93,1035.25
175,Deal with It,Phyno,500,75,450,64,1041.0
176,Nicotine,Trevor Daniel,500,133,278,520,1041.0
177,The Off-Season,J. Cole,500,510,10,85,1041.25
178,LOL (Lord of Lamba),Naira Marley,500,80,450,47,1041.75
179,Alagbe,Qdot,500,89,450,15,1042.75
180,i am > i was (Deluxe),21 Savage,166,510,248,520,1054.0
181,2014 Forest Hills Drive,J. Cole,101,510,315,520,1056.0
182,BLAME IT ON BABY,DaBaby,260,510,167,520,1067.0
183,Views,Drake,136,510,298,520,1074.0
184,"Grandson, Vol. 1",King Von,500,160,290,520,1080.0
185,Afro Streets,Rexxie,500,189,262,520,1081.0
186,Rema,EP - Rema,218,510,235,520,1093.0
187,Over It (Complete Set),Summer Walker,121,510,339,520,1100.0
188,Chrome Eccentric Ep,Zinoleesky,500,21,450,520,1101.0
189,The Of,eason - J. Cole,11,510,450,520,1101.0
190,Ecstasy,Lil Kesh,500,151,450,29,1108.25
191,Tha Carter V,Lil Wayne,144,510,325,520,1109.0
192,TOP PRIZE,ALKALINE,500,35,450,520,1115.0
193,The King Is Coming,Nathaniel Bassey,149,510,450,30,1116.5
194,Shottaz 4Eva,MO3,500,38,450,520,1118.0
195,Razor,Cheque,500,39,450,520,1119.0
196,Redemption,Burna Boy,151,510,333,520,1124.0
197,Still Taking Risks,Quando Rondo,500,131,365,520,1126.0
198,Soundgod Fest Vol.1,Runtown,500,47,450,520,1127.0
199,Flavour of Africa,Flavour,157,510,450,44,1128.0
200,Ghetto Gospel,Rod Wave,500,49,450,520,1129.0
201,B4 The Storm,Internet Money,109,510,380,520,1129.0
202,Kapacity,Kaptain,500,510,101,76,1130.0
203,Distant Relatives,"Nas & Damian ""Jr. Gong"" Marley",212,510,279,520,1131.0
204,Just Cause Y'all Waited,Lil Durk,500,52,450,520,1132.0
205,TattleTales,6ix9ine,500,53,450,520,1133.0
206,Changes,Justin Bieber,254,510,239,520,1133.0
207,My Letter To You Riddim,Various Artists,500,56,450,520,1136.0
208,The Prodigal,Mr. P,500,177,450,39,1136.75
209,Barry Back,Barry Jhay,500,510,116,49,1138.25
210,Know You,Ladipoe,500,60,450,520,1140.0
211,Street OT,Olamide,500,510,109,96,1143.0
212,Baddest Guy Ever Liveth,Olamide,252,510,253,520,1145.0
213,Indigo,Chris Brown,141,510,366,520,1147.0
214,Fuji the Sound,EP - K1 De Ultimate,177,510,450,41,1147.25
215,The Spirit of Light,Tope Alabi & Ty Bello,168,510,450,81,1148.25
216,Too Faithful,Moses Bliss,187,510,450,16,1151.0
217,TIME,Yaw Tog,500,72,450,520,1152.0
218,Billionaire,Teni,500,73,450,520,1153.0
219,Kingdom Now,Dunsin Oyekan,179,510,450,57,1153.25
220,Pluto x Baby Pluto,Future & Lil Uzi Vert,500,74,450,520,1154.0
221,Lil Durk Presents: Loyal Bros,Only The Family,500,77,450,520,1157.0
222,Chulo Vibes,Timaya,500,78,450,520,1158.0
223,7,Lil Nas X,500,79,450,520,1159.0
224,PTSD,Rod Wave,500,81,450,520,1161.0
225,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,82,450,520,1162.0
226,Mirage,Mannywellz,139,510,383,520,1162.0
227,Hoodie SZN,A Boogie Wit Da Hoodie,500,83,450,520,1163.0
228,PINK PLANET,Pink Sweat$,500,84,450,520,1164.0
229,The Prince I Became,Ric Hassani,500,85,450,520,1165.0
230,Culture,Migos,500,86,450,520,1166.0
231,4Play,EP - Olakira,76,510,450,520,1166.0
232,Trap Symphony EP,Roddy Ricch,500,87,450,520,1167.0
233,Good News,Megan Thee Stallion,500,88,450,520,1168.0
234,Platinum Heart (Deluxe),Toosii,80,510,450,520,1170.0
235,Chronicles of CORIZO,Corizo,500,510,30,520,1170.0
236,Meet the Woo,Pop Smoke,189,510,450,89,1171.25
237,Levon James,King Von,500,92,450,520,1172.0
238,Ctrl,SZA,188,510,345,520,1173.0
239,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,500,94,450,520,1174.0
240,"Afromix, Ep. 1 (DJ Mix)",Spinall,84,510,450,520,1174.0
241,Ignorance is Bliss,Skepta,163,510,372,520,1175.0
242,S.C.A.M,G4 Boyz,500,97,450,520,1177.0
243,Realms,Wande Coal,500,98,450,520,1178.0
244,Ayra Starr,EP - Ayra Starr,89,510,450,520,1179.0
245,Rema Freestyle EP,Rema,500,100,450,520,1180.0
246,Mandy & The Jungle,Santi,91,510,450,520,1181.0
247,Taste EP,Nandy,500,102,450,520,1182.0
248,The Beauty of Becoming,Rotimi,500,104,450,520,1184.0
249,Building Bridges,Smallgod,500,105,450,520,1185.0
250,Gongo Aso,9ice,500,510,151,99,1185.75
251,Love Goes,Sam Smith,97,510,450,520,1187.0
252,Best Of Davido,DaVido,500,510,47,520,1187.0
253,Ice Daddy,Gucci Mane,500,107,450,520,1187.0
254,ZaZa Vibes,L.A.X,500,108,450,520,1188.0
255,A Gangsta's Pain,Moneybagg Yo,98,510,450,520,1188.0
256,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,109,450,520,1189.0
257,Feed Tha Streets ll,Roddy Ricch,102,510,450,520,1192.0
258,Jackboy,Jackboy,500,112,450,520,1192.0
259,23 Is Back,JayDaYoungan,500,113,450,520,1193.0
260,TOP MEMBA,Kida Kudz,104,510,450,520,1194.0
261,Shiesty Season - Spring Deluxe,Pooh Shiesty,500,114,450,520,1194.0
262,Dark Lane Demo Tapes,Drake,105,510,450,520,1195.0
263,Honorable,Hotkid,500,117,450,520,1197.0
264,Yellow,Brymo,108,510,450,520,1198.0
265,L.O.V.E. (Deluxe),Luh Kel,500,118,450,520,1198.0
266,Tungsten,Healy,500,510,58,520,1198.0
267,Seed,Gyakie,500,120,450,520,1200.0
268,Chilombo (Deluxe Video Version),Jhené Aiko,111,510,450,520,1201.0
269,Homesick,Trevor Daniel,500,121,450,520,1201.0
270,Dangerous Levels of Introspection,Jp Saxe,500,510,62,520,1202.0
271,Dum and Dummer 2,Young Dolph & Key Glock,500,123,450,520,1203.0
272,Get Rich Or Die Tryin,50 Cent,242,510,321,520,1203.0
273,The Definition,Jon Bellion,500,510,64,520,1204.0
274,Starboy,The Weeknd,114,510,450,520,1204.0
275,Dying to Live,Kodak Black,115,510,450,520,1205.0
276,Trench Baby,Lil Zay Osama,500,125,450,520,1205.0
277,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,126,450,520,1206.0
278,199X,Suté Iwar,116,510,450,520,1206.0
279,Greatest Hits,Westlife,500,510,67,520,1207.0
280,On God II,Big Yavo,500,127,450,520,1207.0
281,ÌRÌ (The Album Live),Sola Allyson,118,510,450,520,1208.0
282,The Backend Child,NoCap,500,128,450,520,1208.0
283,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,205,510,364,520,1209.0
284,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,129,450,520,1209.0
285,Anloga Junction,Stonebwoy,500,130,450,520,1210.0
286,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats,500,134,450,520,1214.0
287,Viral Infection 1.0,Ayanfe Viral,500,135,450,520,1215.0
288,Hood Boy Dreams,EP - Jeriq,126,510,450,520,1216.0
289,Aje (The Mixtape),Jaywon,500,136,450,520,1216.0
290,Afrodisiaco,Rauw Alejandro,500,138,450,520,1218.0
291,6locc 6a6y,Lil Loaded,500,140,450,520,1220.0
292,Don Moen Collection,Don Moen,500,510,80,520,1220.0
293,FATHER OF 4,Offset,131,510,450,520,1221.0
294,Off The Record,Reekado Banks,500,141,450,520,1221.0
295,My Struggle,Unfoonk & Young Stoner Life,132,510,450,520,1222.0
296,Big Grim Reaper,Big Scarr,500,143,450,520,1223.0
297,Greatest Lord,SINACH,500,144,450,520,1224.0
298,Positions (Deluxe Edition),Ariana Grande,134,510,450,520,1224.0
299,Top Shotta,NLE Choppa,500,145,450,520,1225.0
300,Signed To The Streets 2.5,Lil Durk,500,146,450,520,1226.0
301,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,147,450,520,1227.0
302,The Highlights,The Weeknd,500,510,88,520,1228.0
303,YOU,Ali Gatie,500,149,450,520,1229.0
304,This God Is Too Good,Nathaniel Bassey,251,510,450,75,1229.75
305,Wildboy,Calboy,500,150,450,520,1230.0
306,Kommunity Service,YG & Mozzy,500,152,450,520,1232.0
307,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,153,450,520,1233.0
308,More Life,Drake,143,510,450,520,1233.0
309,A Boy From Tandale,Diamond Platnumz,500,154,450,520,1234.0
310,"Lost in Paradise, Pt. 1 (EP)",Naika,500,510,94,520,1234.0
311,The Mayor of Lagos,Mayorkun,500,156,450,520,1236.0
312,Stoney (Deluxe),Post Malone,147,510,450,520,1237.0
313,PERFECT PICTURE,Dremo,500,157,450,520,1237.0
314,Nothing Was the Same (Deluxe),Drake,148,510,450,520,1238.0
315,Kut Da Fan On,HOTBOII,500,159,450,520,1239.0
316,MI 2: The Movie,M.I Abaga,150,510,450,520,1240.0
317,Only The Generals Part II,Kevin Gates,500,161,450,520,1241.0
318,Loyalty Over Royalty,CJ,500,162,450,520,1242.0
319,Table For Two,Korede Bello,500,163,450,520,1243.0
320,Afrostreets Vol 1,Rexxie,500,164,450,520,1244.0
321,Already Won,Tim Godfrey,500,510,104,520,1244.0
322,Take Care (Deluxe Version),Drake,155,510,450,520,1245.0
323,The Last Rocket,Takeoff,500,510,105,520,1245.0
324,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,500,165,450,520,1245.0
325,Empress,Yemi Alade,500,166,450,520,1246.0
326,Coast to Coast (Expanded Edition),Westlife,264,510,450,90,1246.5
327,Legendary,Tyga,500,167,450,520,1247.0
328,RETURN OF OKOMFO ANOKYE,Jay Bahd,500,168,450,520,1248.0
329,Coochie Chronicles,YN Jay,500,169,450,520,1249.0
330,ANTI (Deluxe),Rihanna,159,510,450,520,1249.0
331,Amazing Grace,MEDIKAL,500,170,450,520,1250.0
332,No Love Lost (Deluxe),Blxst,160,510,450,520,1250.0
333,Blackstar,Kelvyn Boy,500,171,450,520,1251.0
334,The Life Of Pi'erre 5,Pi'erre Bourne,161,510,450,520,1251.0
335,Cray Cray,Crayon,500,172,450,520,1252.0
336,Freedom.,Justin Bieber,500,510,113,520,1253.0
337,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",500,174,450,520,1254.0
338,The Lion King: The Gift [Deluxe Edition],Beyonce,500,510,114,520,1254.0
339,All Eyez On Me,2Pac,500,510,115,520,1255.0
340,Thank You For Believing,Toosii,165,510,450,520,1255.0
341,Grass 2 Grace,2Face Idibia,500,510,227,74,1255.5
342,Hunger Games 3,Rod Wave,500,176,450,520,1256.0
343,Bad Boy Blaq Re-Up,Blaqbonez,500,510,117,520,1257.0
344,Amapiano Mix,Various Artists,500,510,118,520,1258.0
345,Under The Sun,Symphani Soto,500,178,450,520,1258.0
346,We All Shine,YNW Melly,500,179,450,520,1259.0
347,Wins & Losses (Deluxe),Meek Mill,169,510,450,520,1259.0
348,Best Of,George Strait,500,510,119,520,1259.0
349,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,180,450,520,1260.0
350,King Of The Wolves,Alpha P,500,510,120,520,1260.0
351,Maverick City Vol. 3 Part 1,Maverick City Music,170,510,450,520,1260.0
352,Mainland To Island,Oladips x Zlatan,500,181,450,520,1261.0
353,The Prodigy,Skillibeng,500,182,450,520,1262.0
354,"YP & Azanti, Vol. 1",PsychoYP & Azanti,172,510,450,520,1262.0
355,Curtain Call: The Hits,Eminem,500,510,123,520,1263.0
356,Black Love,Sarkodie,500,184,450,520,1264.0
357,Flower Boy,"Tyler, The Creator",500,510,124,520,1264.0
358,This Is Acting (Deluxe Version),Sia,175,510,450,520,1265.0
359,Pacifico,Surfaces,500,510,125,520,1265.0
360,Afro Series,Terri,500,185,450,520,1265.0
361,CB5,Olamide,500,510,126,520,1266.0
362,Top Chef Gotit,Lil Gotit,500,186,450,520,1266.0
363,Rora,Reekado Banks,500,187,450,520,1267.0
364,It Was Written (Expanded Edition),Nas,500,510,128,520,1268.0
365,True 2 Myself,Lil Tjay,178,510,450,520,1268.0
366,Misunderstood,JayDaYoungan,500,188,450,520,1268.0
367,4 Your Eyez Only,J. Cole,259,510,370,520,1269.0
368,Best of Burna Boy,Burna Boy,500,510,129,520,1269.0
369,Lil Migo,Lil Migo,500,190,450,520,1270.0
370,Resurrection,Hugo P,181,510,450,520,1271.0
371,Studying Abroad: Extended Stay,Masego,182,510,450,520,1272.0
372,Wish Me Well 3,YFN Lucci,500,193,450,520,1273.0
373,÷ (Deluxe),Ed Sheeran,183,510,450,520,1273.0
374,Icarus Falls,ZAYN,500,510,133,520,1273.0
375,Built For Whatever,Tee Grizzley,500,194,450,520,1274.0
376,Happier Than Ever,Billie Eilish,184,510,450,520,1274.0
377,Full Moon,The Flowolf,500,510,134,520,1274.0
378,Free Dem Boyz,42 Dugg,185,510,450,520,1275.0
379,Kpanlogo,Darkovibes,500,196,450,520,1276.0
380,JACKBOYS,JACKBOYS & Travis Scott,186,510,450,520,1276.0
381,1.5 Way Or No Way,Yung Mal,500,197,450,520,1277.0
382,Junesys Chapter II,NUELL JUNE,500,510,137,520,1277.0
383,Designer Dope Boyz,Hoodrich Pablo Juan,500,198,450,520,1278.0
384,Tha Carter III,Lil Wayne,500,510,138,520,1278.0
385,Energy (Afropop Gospel Vol 1),Greatman Takit,500,510,139,520,1279.0
386,38 Baby 2,YoungBoy Never Broke Again,500,199,450,520,1279.0
387,Project Baby 2: All Grown Up (Deluxe),Kodak Black,190,510,450,520,1280.0
388,Original Copy,Cuppy,500,200,450,520,1280.0
389,CASTLES II,Lil Peep,500,510,141,520,1281.0
390,Ybnl,Olamide,191,510,450,520,1281.0
391,"Life is Eazi, Vol. 2 - Lagos To London",Mr Eazi,500,510,142,520,1282.0
392,Alternate Cuts,Omah Lay,500,202,450,520,1282.0
393,Invasion of Privacy,Cardi B,500,510,143,520,1283.0
394,Love Me While I'm Here,Jackboy,500,204,450,520,1284.0
395,Suga,Megan Thee Stallion,500,205,450,520,1285.0
396,Chrome,EP - Zinoleesky,195,510,450,520,1285.0
397,Life Love & Selfworth,Ewa,500,510,145,520,1285.0
398,Blonde,Frank Ocean,196,510,450,520,1286.0
399,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,500,510,146,520,1286.0
400,Sour Milk,Joda Kgosi,500,206,450,520,1286.0
401,Drip Or Drown 2,Gunna,500,207,450,520,1287.0
402,Ultimate Collection,Don Moen,197,510,450,520,1287.0
403,Fever,Megan Thee Stallion,500,209,450,520,1289.0
404,Ocean Eyes,Owl City,500,510,150,520,1290.0
405,Feed tha Streets,Roddy Ricch,200,510,450,520,1290.0
406,Best Friend [Remix EP] [Extended Edition],Saweetie,500,211,450,520,1291.0
407,Don Dada,Yungeen Ace,500,212,450,520,1292.0
408,4:44,JAY-Z,202,510,450,520,1292.0
409,Oṣó,Brymo,203,510,450,520,1293.0
410,Easy Money Baby,Myke Towers,500,213,450,520,1293.0
411,Palmwine Music 2,Show Dem Camp,500,510,154,520,1294.0
412,Timeless Ep,Aje,500,215,450,520,1295.0
413,Lucille's Grandson,Kevo Muney,500,216,450,520,1296.0
414,First Daze Of Winter,Maleek Berry,500,510,157,520,1297.0
415,REAPER SZN (Deluxe),YXNG K.A,209,510,450,520,1299.0
416,Ajanaku Daraba,Orlando Owoh,500,510,160,520,1300.0
417,Rapture EP,Koffee,500,510,161,520,1301.0
418,Wonder Shall Never End,EP - Ayo Jay,211,510,450,520,1301.0
419,excerpts and elisions,Isaac Daniel,500,510,162,520,1302.0
420,L.I.F.E,Leaving an Impact for Eternity (Deluxe Edition) - Burna Boy,215,510,450,520,1305.0
421,Sweet And Short 2.0,Cassper Nyovest,219,510,450,520,1309.0
422,Hamilton (Original Broadway Cast Recording),Lin-Manuel Miranda,500,510,169,520,1309.0
423,American Gods (Original Series Soundtrack),Brian Reitzell,500,510,171,520,1311.0
424,FIXTAPE,Popcaan,500,510,172,520,1312.0
425,Naruto Vibes,Kato,500,510,173,520,1313.0
426,PLAYBOY,Tory Lanez,224,510,450,520,1314.0
427,El Dorado,24kgoldn,500,510,175,520,1315.0
428,Village,Jacob Banks,226,510,450,520,1316.0
429,"My Dear Melancholy,",The Weeknd,227,510,450,520,1317.0
430,Country Boy,DaBlixx Osha,228,510,450,520,1318.0
431,The Lion King: The Gift,Beyoncé,229,510,450,520,1319.0
432,The African Mind,Vector,500,510,180,520,1320.0
