rank,album,artist,apple,audiomark,deezer,boom,RT
125,Strings And Bling,Nasty C,161,510,66,520,867.0
126,Mirage,Mannywellz,122,510,110,520,872.0
127,The Life Of Pablo,Kanye West,175,510,58,520,873.0
128,23 Is Back,JayDaYoungan,201,98,450,520,879.0
129,CALL ME IF YOU GET LOST,"Tyler, The Creator",159,510,81,520,880.0
130,Free Spirit,Khalid,127,510,116,520,883.0
131,Pluto x Baby Pluto,Future & Lil Uzi Vert,224,82,450,520,886.0
132,Era1,Era,196,510,53,520,889.0
133,Birds In The Trap Sing McKnight,Travis Scott,176,510,76,520,892.0
134,The Search,NF,198,510,55,520,893.0
135,American Teen,Khalid,134,510,122,520,896.0
136,A True Champion,Rexxie,164,510,93,520,897.0
137,Ghetto Lenny's Love Songs,SAINt JHN,82,510,176,520,898.0
138,PSYCHODRAMA,Dave,123,510,137,520,900.0
139,NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,121,510,145,520,906.0
140,Meet The Woo 2 (Deluxe),Pop Smoke,48,510,219,520,907.0
141,Wins & Losses (Deluxe Edition),Meek Mill,149,510,123,520,912.0
142,Shiesty Season,Spring Deluxe - Pooh Shiesty,288,47,450,520,915.0
143,Chilombo (Deluxe),Jhené Aiko,76,510,201,520,917.0
144,Indigo (Extended),Chris Brown,169,510,113,520,922.0
145,True 2 Myself,Lil Tjay,184,510,99,520,923.0
146,Eyan Mayweather,Olamide,193,510,92,520,925.0
147,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,247,510,41,520,928.0
148,The Greatest Showman (Original Motion Picture Soundtrack),"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",158,510,131,520,929.0
149,Take Care (Deluxe),Drake,155,510,134,520,929.0
150,Big Grim Reaper,Big Scarr,206,148,450,520,934.0
151,The Mayor of Lagos,Mayorkun,191,164,450,520,935.0
152,Artist 2.0,A Boogie wit da Hoodie,174,185,450,520,939.0
153,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,144,510,165,520,949.0
154,Planet Her,Doja Cat,157,510,154,520,951.0
155,Top Chef Gotit,Lil Gotit,246,129,450,520,955.0
156,Eternal Atake (Deluxe) - LUV vs. The World 2,LUV vs. The World 2 - Lil Uzi Vert,258,123,450,520,961.0
157,PTSD,G Herbo,310,73,450,520,963.0
158,Sin City The Mixtape,Ski Mask the Slump God,171,510,155,520,966.0
159,Studying Abroad: Extended Stay,Masego,138,510,190,520,968.0
160,Beam Me Up Scotty,Nicki Minaj,71,510,258,520,969.0
161,Resurrection,Hugo P,86,510,246,520,972.0
162,Collection One,SAINt JHN,126,510,213,520,979.0
163,Asa (Asha),Asa,117,510,224,520,981.0
164,Know You,Ladipoe,500,71,281,520,982.0
165,Twelve A.M,Crayon,500,29,450,13,982.25
166,Afrodisaco,Rauw Alejandro,285,118,450,520,983.0
167,Mandy & The Jungle,Santi,101,510,253,520,994.0
168,F*CK LOVE (SAVAGE),The Kid LAROI,179,510,177,520,996.0
169,All My Demons Greeting Me as a Friend,AURORA,110,510,247,520,997.0
170,Starboy,The Weeknd,116,510,241,520,997.0
171,King Of Love,Kizz Daniel,500,41,450,26,997.5
172,Love & Light ep,Joeboy,500,36,450,46,997.5
173,Three,Patoranking,500,43,450,23,998.75
174,"YP & Azanti, Vol. 1",PsychoYP & Azanti,197,510,164,520,1001.0
175,T R A P S O U L (Deluxe),Bryson Tiller,307,114,450,520,1001.0
176,Only The Generals Part II,Kevin Gates,235,189,450,520,1004.0
177,Built For Whatever,Tee Grizzley,240,184,450,520,1004.0
178,Championships,Meek Mill,170,510,195,520,1005.0
179,Shiesty Season - Spring Deluxe,Pooh Shiesty,500,150,227,520,1007.0
180,Beauty Behind The Madness,The Weeknd,137,510,231,520,1008.0
181,Omo Charlie Champagne Vol1,Simi,500,48,450,45,1009.25
182,17,XXXTENTACION,289,510,89,520,1018.0
183,Billionaire,Teni,500,72,319,520,1021.0
184,Still Taking Risks,Quando Rondo,301,142,450,520,1023.0
185,The Cross: My Gaze,Mercy Chinwo,500,55,450,79,1024.75
186,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,60,510,450,21,1025.25
187,Meet The Woo,Pop Smoke,168,510,327,87,1026.75
188,The Off-Season,J. Cole,500,510,10,72,1038.0
189,25,G Herbo,233,510,166,520,1039.0
190,Hakuna Matata,Dotman,500,69,450,90,1041.5
191,When The Lights Go Off,EP - Layzee Ella,218,510,184,520,1042.0
192,Deal with It,Phyno,500,81,450,67,1047.75
193,LOL (Lord of Lamba),Naira Marley,500,86,450,49,1048.25
194,Something Else ep,Mr Eazi,500,85,450,57,1049.25
195,Street Sermons,Morray,245,510,185,520,1070.0
196,Below,Beartooth,207,510,223,520,1070.0
197,38 Baby 2,YoungBoy Never Broke Again,291,200,450,520,1071.0
198,Redemption,Burna Boy,194,510,239,520,1073.0
199,Rema Compilation,Rema,500,10,450,520,1090.0
200,Just Cause Y’all Waited 2,Lil Durk,500,17,450,520,1097.0
201,The Of,eason - J. Cole,8,510,450,520,1098.0
202,Yes and Amen,Tope Alabi,132,510,450,25,1098.25
203,Chrome Eccentric Ep,Zinoleesky,500,21,450,520,1101.0
204,Feed tha Streets,Roddy Ricch,309,510,152,520,1101.0
205,The Prodigal,Mr. P,500,147,450,35,1105.75
206,Ctrl,SZA,133,510,333,520,1106.0
207,TOP PRIZE,ALKALINE,500,31,450,520,1111.0
208,Views,Drake,145,510,326,520,1111.0
209,Ecstasy,Lil Kesh,500,159,450,30,1116.5
210,NEW ERA,Kiss Daniel,500,38,450,520,1118.0
211,Dangerous Levels of Introspection,JP Saxe,286,510,192,520,1118.0
212,IGOR,"Tyler, The Creator",211,510,268,520,1119.0
213,Razor,Cheque,500,40,450,520,1120.0
214,The Voice (Deluxe),Lil Durk,32,510,450,520,1122.0
215,After Hours,The Weeknd,35,510,450,520,1125.0
216,Soundgod Fest Vol.1,Runtown,500,49,450,520,1129.0
217,Just Cause Y'all Waited,Lil Durk,500,61,450,520,1141.0
218,On God II,Big Yavo,500,62,450,520,1142.0
219,Love Songs 4 The Streets 2,Lil Durk,500,63,450,520,1143.0
220,Too Faithful,Moses Bliss,180,510,450,16,1144.0
221,Die a Legend,Polo G,54,510,450,520,1144.0
222,Flower Boy,"Tyler, The Creator",262,510,243,520,1145.0
223,Herstory in the Making,Young M.A,500,66,450,520,1146.0
224,Taste EP,Nandy,500,68,450,520,1148.0
225,Happier Than Ever,Billie Eilish,59,510,450,520,1149.0
226,TattleTales,6ix9ine,500,70,450,520,1150.0
227,Plastic Hearts,Miley Cyrus,311,510,202,520,1153.0
228,Hoodie SZN,A Boogie Wit Da Hoodie,500,74,450,520,1154.0
229,Building Bridges,Smallgod,500,77,450,520,1157.0
230,Lil Durk Presents: Loyal Bros,Only The Family,500,78,450,520,1158.0
231,2014 Forest Hills Drive,J. Cole,68,510,450,520,1158.0
232,Chulo Vibes,Timaya,500,79,450,520,1159.0
233,!,Trippie Redd,500,190,450,81,1160.25
234,Fuji the Sound,EP - K1 De Ultimate,189,510,450,47,1160.75
235,7,Lil Nas X,500,83,450,520,1163.0
236,Feed Tha Streets ll,Roddy Ricch,73,510,450,520,1163.0
237,Coast To Coast,Westlife,500,510,130,94,1163.5
238,Get Rich Or Die Tryin',50 Cent,321,510,203,520,1164.0
239,PINK PLANET,Pink Sweat$,500,87,450,520,1167.0
240,TIME,Yaw Tog,500,89,450,520,1169.0
241,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,92,450,520,1172.0
242,S.C.A.M,G4 Boyz,500,93,450,520,1173.0
243,Levon James,King Von,500,94,450,520,1174.0
244,Trap Symphony EP,Roddy Ricch,500,95,450,520,1175.0
245,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,500,97,450,520,1177.0
246,Realms,Wande Coal,500,99,450,520,1179.0
247,Platinum Heart (Deluxe),Toosii,91,510,450,520,1181.0
248,Nicotine,Trevor Daniel,500,104,450,520,1184.0
249,El Dorado,24kgoldn,500,510,44,520,1184.0
250,The Erigma II,Erigga,500,510,161,52,1184.0
251,Viral Infection 1.0,Ayanfe Viral,500,105,450,520,1185.0
252,TOP MEMBA,Kida Kudz,95,510,450,520,1185.0
253,HARAM!,GoldLink,500,510,46,520,1186.0
254,The Beauty of Becoming,Rotimi,500,106,450,520,1186.0
255,"Afromix, Ep. 1 (DJ Mix)",Spinall,96,510,450,520,1186.0
256,The Life Of Pi'erre 5,Pi'erre Bourne,97,510,450,520,1187.0
257,Rema Freestyle EP,Rema,500,108,450,520,1188.0
258,Chronicles of CORIZO,Corizo,500,510,48,520,1188.0
259,ZaZa Vibes,L.A.X,500,111,450,520,1191.0
260,Best Of Davido,DaVido,500,510,51,520,1191.0
261,Over It,Summer Walker,102,510,450,520,1192.0
262,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,112,450,520,1192.0
263,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,113,450,520,1193.0
264,Mixed Emotions,Luh Kel,500,115,450,520,1195.0
265,Love Goes,Sam Smith,105,510,450,520,1195.0
266,A Gangsta's Pain,Moneybagg Yo,106,510,450,520,1196.0
267,Off The Record,Reekado Banks,500,116,450,520,1196.0
268,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,117,450,520,1197.0
269,Top Shotta,NLE Choppa,500,119,450,520,1199.0
270,L.O.V.E.,Luh Kel,500,120,450,520,1200.0
271,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Lewis Capaldi,111,510,450,520,1201.0
272,RESTLESS II,Simi,500,122,450,520,1202.0
273,B4 The Storm,Internet Money,112,510,450,520,1202.0
274,i am > i was (Deluxe),21 Savage,297,510,267,520,1204.0
275,Homesick,Trevor Daniel,500,124,450,520,1204.0
276,6locc 6a6y,Lil Loaded,500,126,450,520,1206.0
277,Anloga Junction,Stonebwoy,500,127,450,520,1207.0
278,Soyoyo,Musiliu Haruna Ishola,500,510,67,520,1207.0
279,Common Sense,J Hus,118,510,450,520,1208.0
280,Seed,Gyakie,500,130,450,520,1210.0
281,Honorable,Hotkid,500,131,450,520,1211.0
282,Jackboy,Jackboy,500,134,450,520,1214.0
283,Trench Baby (Deluxe Edition),Lil Zay Osama,500,135,450,520,1215.0
284,Thank You For Believing,Toosii,125,510,450,520,1215.0
285,The Idea Of Her,Ali Gatie,500,136,450,520,1216.0
286,Greatest Lord,SINACH,500,137,450,520,1217.0
287,Anthems & Glory (Live),Todd Dulaney,500,510,77,520,1217.0
288,Yellow,Brymo,128,510,450,520,1218.0
289,The PlayMaker,Phyno,500,510,186,89,1218.25
290,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,500,510,79,520,1219.0
291,Dying to Live,Kodak Black,129,510,450,520,1219.0
292,ÌRÌ (The Album Live),Sola Allyson,130,510,450,520,1220.0
293,Glory Sound Prep,Jon Bellion,500,510,80,520,1220.0
294,Signed To The Streets 2.5,Lil Durk,500,141,450,520,1221.0
295,Man On The Moon III: The Chosen,Kid Cudi,275,510,307,520,1222.0
296,The Backend Child,NoCap,500,143,450,520,1223.0
297,The King Is Coming,Nathaniel Bassey,256,510,450,29,1223.25
298,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats,500,144,450,520,1224.0
299,Aje (The Mixtape),Jaywon,500,145,450,520,1225.0
300,beerbongs & bentleys,Post Malone,135,510,450,520,1225.0
301,Loyalty Over Royalty (Deluxe),CJ,500,146,450,520,1226.0
302,TAKE TIME,Giveon,500,510,87,520,1227.0
303,YOU,Ali Gatie,500,149,450,520,1229.0
304,Positions (Deluxe Edition),Ariana Grande,140,510,450,520,1230.0
305,Best Of,Lucky Dube,500,510,90,520,1230.0
306,RETURN OF OKOMFO ANOKYE,Jay Bahd,500,151,450,520,1231.0
307,Wildboy,Calboy,500,152,450,520,1232.0
308,FATHER OF 4,Offset,142,510,450,520,1232.0
309,Red Flu,Young M.A,500,510,94,520,1234.0
310,Cray Cray,Crayon,500,154,450,520,1234.0
311,Kut Da Fan On,HOTBOII,500,155,450,520,1235.0
312,Evolution,Joyner Lucas,500,510,95,520,1235.0
313,RoadToCDK,Zlatan,500,156,450,520,1236.0
314,Moments in Between,Ruth B.,500,510,97,520,1237.0
315,OK ORCHESTRA,AJR,500,510,98,520,1238.0
316,1.5 Way Or No Way,Yung Mal,500,158,450,520,1238.0
317,Free Dem Boyz,42 Dugg,150,510,450,520,1240.0
318,"Grandson, Vol. 1",King Von,500,160,450,520,1240.0
319,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,161,450,520,1241.0
320,No Love Lost (Deluxe),Blxst,151,510,450,520,1241.0
321,BLAME IT ON BABY,DaBaby,500,510,102,520,1242.0
322,Legendary,Tyga,500,162,450,520,1242.0
323,Table For Two,Korede Bello,500,163,450,520,1243.0
324,Same Earth Different Worlds,Omar Sterling,153,510,450,520,1243.0
325,4Play,EP - Olakira,154,510,450,520,1244.0
326,1975,Billy Raffoul,500,510,104,520,1244.0
327,Kpanlogo,Darkovibes,500,165,450,520,1245.0
328,Born Sinner (Deluxe Version),J. Cole,500,510,105,520,1245.0
329,Amazing Grace,MEDIKAL,500,167,450,520,1247.0
330,CKay The First,CKay,500,510,107,520,1247.0
331,The Prodigy,Skillibeng,500,168,450,520,1248.0
332,"Moments of Worship With Pastor Chris, Vol. 3",Pastor Chris,500,510,109,520,1249.0
333,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,169,450,520,1249.0
334,Heavy Is The Head,Stormzy,299,510,310,520,1249.0
335,Empress,Yemi Alade,500,170,450,520,1250.0
336,Hunger Games 3,Rod Wave,500,171,450,520,1251.0
337,Gold,Adekunle Gold,500,510,112,520,1252.0
338,ANTI (Deluxe),Rihanna,162,510,450,520,1252.0
339,Rora,Reekado Banks,500,172,450,520,1252.0
340,We All Shine,YNW Melly,500,174,450,520,1254.0
341,Mr. Boombastic,Blaqbonez,500,175,450,520,1255.0
342,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,500,176,450,520,1256.0
343,MI 2: The Movie,M.I Abaga,166,510,450,520,1256.0
344,Nothing Was the Same (Deluxe),Drake,167,510,450,520,1257.0
345,Shockwave,Marshmello,500,510,117,520,1257.0
346,Black Love,Sarkodie,500,177,450,520,1257.0
347,PERFECT PICTURE,Dremo,500,178,450,520,1258.0
348,Y.A.G.I (Young and Getting It),Lil Kesh,500,510,120,520,1260.0
349,Not One Of Them,Dee Watkins,500,180,450,520,1260.0
350,A Boy From Tandale,Diamond Platnumz,500,181,450,520,1261.0
351,Blackstar,Kelvyn Boy,500,182,450,520,1262.0
352,Misunderstood,JayDaYoungan,500,183,450,520,1263.0
353,More Life,Drake,173,510,450,520,1263.0
354,Flu Game,AJ Tracey,500,510,124,520,1264.0
355,Living In History,Jackboy,500,186,450,520,1266.0
356,Rendezvous,M.I Abaga,500,510,126,520,1266.0
357,Yaadman Kingsize,Yung L,500,510,127,520,1267.0
358,My Letter To You Riddim,Various Artists,500,188,450,520,1268.0
359,Send Them To Coventry,Pa Salieu,181,510,450,520,1271.0
360,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",500,191,450,520,1271.0
361,Culture II,Migos,182,510,450,520,1272.0
362,Timeless Ep,Aje,500,192,450,520,1272.0
363,Blonde,Frank Ocean,183,510,450,520,1273.0
364,State of Emergency,Lil Tjay,500,510,133,520,1273.0
365,Mainland To Island,Oladips x Zlatan,500,194,450,520,1274.0
366,\u00f7 (Deluxe),Ed Sheeran,500,510,135,520,1275.0
367,This Is Acting (Deluxe Version),Sia,185,510,450,520,1275.0
368,The African Gentleman (Deluxe Version),Ric Hassani,500,195,450,520,1275.0
369,Flavour of Africa,Flavour,303,510,450,48,1275.0
370,Fever,Megan Thee Stallion,500,196,450,520,1276.0
371,JESUS IS KING,Kanye West,500,510,136,520,1276.0
372,Practice Makes Perfect,SR,500,197,450,520,1277.0
373,Stoney (Deluxe),Post Malone,187,510,450,520,1277.0
374,Tha Carter V (Deluxe),Lil Wayne,188,510,450,520,1278.0
375,nothings ever good enough,Iann Dior,500,510,138,520,1278.0
376,"Illegal Remixes Vol 1: Love, Lies & Luxury",GoodyBoy,500,199,450,520,1279.0
377,Memories...Do Not Open,The Chainsmokers,500,510,139,520,1279.0
378,JACKBOYS,JACKBOYS & Travis Scott,190,510,450,520,1280.0
379,Illuminate,Shawn Mendes,500,510,140,520,1280.0
380,Leave Some Day (Muney Mix),Kevo Muney,500,201,450,520,1281.0
381,Greatest Moments Of,Lucky Dube,500,510,142,520,1282.0
382,The Lion King: The Gift,Beyoncé,192,510,450,520,1282.0
383,Big Time Riddim,Various Artists,500,203,450,520,1283.0
384,Lucille's Grandson,Kevo Muney,500,204,450,520,1284.0
385,Greatest Hits,Westlife,500,510,144,520,1284.0
386,Queen (Deluxe),Nicki Minaj,195,510,450,520,1285.0
387,Queen of Culture,Mumu Fresh,500,205,450,520,1285.0
388,Ella & Louis Christmas,Ella Fitzgerald,500,510,146,520,1286.0
389,Taste of Love,TWICE,500,510,147,520,1287.0
390,Burst Everywhere,Angela Okorie,500,207,450,520,1287.0
391,AZEB - EP,Mereba,500,510,148,520,1288.0
392,Original Copy,Cuppy,500,208,450,520,1288.0
393,MAYOR OF THE STREETS,Rah Swish,500,209,450,520,1289.0
394,Prayer (Live),1spirit & Theophilus Sunday,500,510,149,520,1289.0
395,Grace,Spinall,199,510,450,520,1289.0
396,Don Dada,Yungeen Ace,500,210,450,520,1290.0
397,Back the Way We Came: Vol. 1 (2011 - 2021),Noel Gallagher's High Flying Birds,500,510,150,520,1290.0
398,F9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,200,510,450,520,1290.0
399,Afro Series,Terri,500,211,450,520,1291.0
400,ASMR Sleep (The Make Up Special),ASMR HANNA,500,510,151,520,1291.0
401,Upside Down 2020,Buju Banton,500,212,450,520,1292.0
402,Don Esteban,Esteban Gabriel,202,510,450,520,1292.0
403,Suga,Megan Thee Stallion,500,213,450,520,1293.0
404,Safe Haven,Ruth B.,500,510,153,520,1293.0
405,CINEMA,The Marías,203,510,450,520,1293.0
406,folklore (deluxe version),Taylor Swift,204,510,450,520,1294.0
407,Vibes & Insha Allah,Reminisce,500,214,450,520,1294.0
408,"Blessed, I Guess",Lil Poppa,205,510,450,520,1295.0
409,YS Collection Vol. 1,Logic,500,510,156,520,1296.0
410,Black Panther The Album Music From And Inspired By,Kendrick Lamar,500,510,159,520,1299.0
411,Scaled And Icy,twenty one pilots,209,510,450,520,1299.0
412,DR. EV4L,Young Nudy,210,510,450,520,1300.0
413,Mixed Emotions - EP,Abra Cadabra,500,510,160,520,1300.0
414,9 0 2 1 0 1 THE MIXTAPE,$heenGanG KUBZY,500,510,162,520,1302.0
415,Fat N****s Need Love Too,Bfb Da Packman,212,510,450,520,1302.0
416,The Golden Casket,Modest Mouse,213,510,450,520,1303.0
417,The Azure Album,Lardo,500,510,163,520,1303.0
418,F**k the World,Brent Faiyaz,214,510,450,520,1304.0
419,evermore (deluxe version),Taylor Swift,215,510,450,520,1305.0
420,AI YoungBoy 2,YoungBoy Never Broke Again,216,510,450,520,1306.0
421,Tungsten,Healy,500,510,167,520,1307.0
422,The Product III: stateofEMERGEncy,August Alsina,500,510,168,520,1308.0
423,Mood Valiant,Hiatus Kaiyote,219,510,450,520,1309.0
424,Perception,NF,500,510,169,520,1309.0
425,Rich Off Pints,Icewear Vezzo,220,510,450,520,1310.0
426,If I Know Me,Morgan Wallen,221,510,450,520,1311.0
427,The Last Rocket,Takeoff,500,510,171,520,1311.0
428,F.F.O.E.,Big Sean,500,510,172,520,1312.0
429,Fearless (Taylor's Version),Taylor Swift,222,510,450,520,1312.0
430,PLAYBOY,Tory Lanez,223,510,450,520,1313.0
431,Feed Tha Streets II,Roddy Ricch,500,510,173,520,1313.0
432,Pacifico,Surfaces,500,510,174,520,1314.0
