rank,album,artist,apple,audiomark,deezer,boom,RT
217,PINK PLANET,Pink Sweat$,500,75,450,520,1155.0
218,Happier Than Ever,Billie Eilish,68,510,450,520,1158.0
219,Too Faithful,Moses Bliss,193,510,450,20,1158.0
220,7,Lil Nas X,500,78,450,520,1158.0
221,Chronicles of CORIZO,Corizo,500,510,19,520,1159.0
222,A Gangsta's Pain,Moneybagg Yo,70,510,450,520,1160.0
223,Shiesty Season - Spring Deluxe,Pooh Shiesty,500,80,450,520,1160.0
224,S.C.A.M,G4 Boyz,500,81,450,520,1161.0
225,6locc 6a6y,Lil Loaded,500,82,450,520,1162.0
226,Platinum Heart (Deluxe),Toosii,73,510,450,520,1163.0
227,Trap Symphony EP,Roddy Ricch,500,83,450,520,1163.0
228,PTSD,Rod Wave,500,84,450,520,1164.0
229,Still Sleep?,Sleepy Hallow,500,510,28,520,1168.0
230,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,89,450,520,1169.0
231,Levon James,King Von,500,92,450,520,1172.0
232,Feed tha Streets,Roddy Ricch,189,510,450,97,1173.25
233,x (Deluxe Edition),Ed Sheeran,214,510,320,520,1174.0
234,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,94,450,520,1174.0
235,Off The Record,Reekado Banks,500,95,450,520,1175.0
236,Realms,Wande Coal,500,96,450,520,1176.0
237,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,500,97,450,520,1177.0
238,4Play,EP - Olakira,89,510,450,520,1179.0
239,I AM GUCHI,GUCHI,500,100,450,520,1180.0
240,KOD,J. Cole,500,510,43,520,1183.0
241,Viral Infection 1.0,Ayanfe Viral,500,103,450,520,1183.0
242,Tha Carter V (Deluxe),Lil Wayne,168,510,375,520,1183.0
243,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,106,450,520,1186.0
244,The Beauty of Becoming,Rotimi,500,109,450,520,1189.0
245,Big Grim Reaper,Big Scarr,500,110,450,520,1190.0
246,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,111,450,520,1191.0
247,Greatest Lord,SINACH,500,112,450,520,1192.0
248,L.O.V.E.,Luh Kel,500,113,450,520,1193.0
249,Nicotine,Trevor Daniel,500,115,450,520,1195.0
250,Dum and Dummer 2,Young Dolph & Key Glock,500,116,450,520,1196.0
251,Let It Shine (Original Soundtrack),Various Artists,500,510,57,520,1197.0
252,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,118,450,520,1198.0
253,Thank You For Believing,Toosii,108,510,450,520,1198.0
254,Top Shotta,NLE Choppa,500,119,450,520,1199.0
255,Spiral: From The Book of Saw Soundtrack,21 Savage,500,510,60,520,1200.0
256,Homesick,Trevor Daniel,500,120,450,520,1200.0
257,Mr. Boombastic,Blaqbonez,500,122,450,520,1202.0
258,RESTLESS II,Simi,500,123,450,520,1203.0
259,Hood Boy Dreams,EP - Jeriq,114,510,450,520,1204.0
260,Afrodis-aco,Rauw Alejandro,500,124,450,520,1204.0
261,Glory Sound Prep,Jon Bellion,500,510,65,520,1205.0
262,Anloga Junction,Stonebwoy,500,126,450,520,1206.0
263,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Lewis Capaldi,116,510,450,520,1206.0
264,17,XXXTentacion,500,510,66,520,1206.0
265,Over It,Summer Walker,117,510,450,520,1207.0
266,Best Of Davido,DaVido,500,510,67,520,1207.0
267,Positions (Deluxe Edition),Ariana Grande,118,510,450,520,1208.0
268,Trench Baby,Lil Zay Osama,500,128,450,520,1208.0
269,The Backend Child,NoCap,500,129,450,520,1209.0
270,Collection One,SAINt JHN,119,510,450,520,1209.0
271,Free Spirit,Khalid,121,510,450,520,1211.0
272,1.5 Way Or No Way,Yung Mal,500,131,450,520,1211.0
273,4:44,Jay-Z,500,510,72,520,1212.0
274,Still Taking Risks,Quando Rondo,500,133,450,520,1213.0
275,Loyalty Over Royalty (Deluxe),CJ,500,134,450,520,1214.0
276,Different World,Alan Walker,500,510,74,520,1214.0
277,Heaven Or Hell,Don Toliver,124,510,450,520,1214.0
278,Send Them To Coventry,Pa Salieu,125,510,450,520,1215.0
279,Honorable,Hotkid,500,138,450,520,1218.0
280,Aje (The Mixtape),Jaywon,500,139,450,520,1219.0
281,Nothing Was the Same (Deluxe),Drake,129,510,450,520,1219.0
282,"My Dear Melancholy,",The Weeknd,130,510,450,520,1220.0
283,So Icy Kel,34 Kel,500,141,450,520,1221.0
284,GOLDEN,A-Q,500,510,192,76,1221.0
285,MI 2: The Movie,M.I Abaga,132,510,450,520,1222.0
286,Built For Whatever,Tee Grizzley,500,143,450,520,1223.0
287,PERFECT PICTURE,Dremo,500,144,450,520,1224.0
288,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,145,450,520,1225.0
289,"Grandson, Vol. 1",King Von,500,146,450,520,1226.0
290,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,147,450,520,1227.0
291,YOU,Ali Gatie,500,148,450,520,1228.0
292,Table For Two,Korede Bello,500,149,450,520,1229.0
293,Signed To The Streets 2.5,Lil Durk,500,150,450,520,1230.0
294,Cray Cray,Crayon,500,151,450,520,1231.0
295,Greatest Hits,Westlife,500,510,92,520,1232.0
296,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats,500,152,450,520,1232.0
297,23 Is Back,JayDaYoungan,500,154,450,520,1234.0
298,Chilombo (Deluxe Video Version),Jhené Aiko,144,510,450,520,1234.0
299,Stones To Diamonds,Kholi,500,510,206,74,1234.5
300,"YP & Azanti, Vol. 1",PsychoYP & Azanti,145,510,450,520,1235.0
301,Amazing Grace,MEDIKAL,500,155,450,520,1235.0
302,Wildboy,Calboy,500,156,450,520,1236.0
303,The Hustler's Catalog 2,Smoke DZA,500,157,450,520,1237.0
304,Wins & Losses (Deluxe),Meek Mill,147,510,450,520,1237.0
305,Blackstar,Kelvyn Boy,500,158,450,520,1238.0
306,OGOGORO,"Fireboy DML, Tiwa Savage, Marley, Teni, Bella Shmurda & Henry Nice",500,159,450,520,1239.0
307,Game Over,Dave,500,510,101,520,1241.0
308,Only The Generals Part II,Kevin Gates,500,161,450,520,1241.0
309,A Beautiful Space,Grace Weber,500,162,450,520,1242.0
310,HENRY NICE TOP SONG,"Naira Marley, Adekunle Gold, Chiké, Henry Nice, Teni & Olamide Best Mix",500,163,450,520,1243.0
311,Redemption,Burna Boy,154,510,450,520,1244.0
312,Music To Be Murdered By - Side B (Deluxe Edition),Eminem,500,510,104,520,1244.0
313,Seed,Gyakie,500,164,450,520,1244.0
314,A Boy From Tandale,Diamond Platnumz,500,165,450,520,1245.0
315,Kapacity,Kaptain,500,510,214,88,1246.0
316,The Idea Of Her,Ali Gatie,500,166,450,520,1246.0
317,Love & Isolation,EP - Tay Iwar,157,510,450,520,1247.0
318,"Illegal Remixes Vol 1: Love, Lies & Luxury",GoodyBoy,500,167,450,520,1247.0
319,The Prodigy,Skillibeng,500,168,450,520,1248.0
320,No Love Lost (Deluxe),Blxst,158,510,450,520,1248.0
321,Rora,Reekado Banks,500,169,450,520,1249.0
322,Baddest Guy Ever Liveth,Olamide,226,510,384,520,1250.0
323,Hunger Games 3,Rod Wave,500,170,450,520,1250.0
324,Kut Da Fan On,HOTBOII,500,171,450,520,1251.0
325,The Definition,Jon Bellion,500,510,114,520,1254.0
326,PLAYBOY,Tory Lanez,165,510,450,520,1255.0
327,FREE 6LACK (Bonus Track Version),6lack,500,510,116,520,1256.0
328,TAKE TIME,Giveon,500,510,123,520,1263.0
329,This Is Acting (Deluxe Version),Sia,173,510,450,520,1263.0
330,Boy Meets World,Deno,500,510,125,520,1265.0
331,El Dorado,24kgoldn,500,510,127,520,1267.0
332,Eyan Mayweather,Olamide,178,510,450,520,1268.0
333,ÌRÌ (The Album Live),Sola Allyson,181,510,450,520,1271.0
334,TOP MEMBA,Kida Kudz,182,510,450,520,1272.0
335,drinking under the streetlights,Powfu,500,510,134,520,1274.0
336,Living In Bondage,prettyboydo,500,510,136,520,1276.0
337,A Taste of Sugar,EP - Sugarbana,186,510,450,520,1276.0
338,Lil Uzi Vert vs. The World,Lil Uzi Vert,500,510,137,520,1277.0
339,Seyi or Shay,Seyi Shay,188,510,450,520,1278.0
340,TOO YOUNG TO BE SAD,Tate McRae,500,510,138,520,1278.0
341,Future Hndrxx Presents: The WIZRD,Future,500,510,139,520,1279.0
342,Beauty Behind the Madness,The Weeknd,191,510,450,520,1281.0
343,Best Of,Lucky Dube,500,510,143,520,1283.0
344,REAPER SZN (Deluxe),YXNG K.A,194,510,450,520,1284.0
345,Celia,Tiwa Savage,195,510,450,520,1285.0
346,Face 2 Face,2Face Idibia,500,510,147,520,1287.0
347,Ctrl,SZA,198,510,450,520,1288.0
348,I Will Sing (Live),Don Moen,500,510,148,520,1288.0
349,Championships,Meek Mill,199,510,450,520,1289.0
350,Rodeo (Expanded Edition),Travis Scott,500,510,149,520,1289.0
351,EDNA (Deluxe),Headie One,200,510,450,520,1290.0
352,Summers,Melvitto,500,510,150,520,1290.0
353,Heavy Is The Head,Stormzy,202,510,450,520,1292.0
354,On a Spaceship,Burna Boy,500,510,153,520,1293.0
355,SHAKE THE SNOW GLOBE (DELUXE),Russ,500,510,154,520,1294.0
356,Entertainer,D'banj,500,510,155,520,1295.0
357,i am > i was (Deluxe),21 Savage,205,510,450,520,1295.0
358,AZEB - EP,Mereba,500,510,157,520,1297.0
359,little BIG Man,Wretch 32,208,510,450,520,1298.0
360,1000 Forms Of Fear,Sia,500,510,159,520,1299.0
361,Palmwine Music 2,Show Dem Camp,500,510,161,520,1301.0
362,Born Sinner (Deluxe Version),J. Cole,212,510,450,520,1302.0
363,Victory Lap,Nipsey Hussle,500,510,164,520,1304.0
364,Stony Hill,"Damian ""Jr. Gong"" Marley",215,510,450,520,1305.0
365,U P P E R H A N D,indie tribe,500,510,165,520,1305.0
366,Midnight Vibes,Lojay,500,510,166,520,1306.0
367,Saturn,EP - Victony,217,510,450,520,1307.0
368,True Story,Timaya,500,510,167,520,1307.0
369,Yaadman Kingsize,Yung L,500,510,168,520,1308.0
370,Forever,Popcaan,219,510,450,520,1309.0
371,"Wolves & Mustangs, Vol. 1",Alpha P,500,510,169,520,1309.0
372,A True Champion,Rexxie,220,510,450,520,1310.0
373,The Life Of Pi'erre 4,Pi'Erre Bourne,500,510,172,520,1312.0
374,O\u1e63\u00f3,Brymo,500,510,173,520,1313.0
375,Graduation,Kanye West,224,510,450,520,1314.0
376,Freedom.,Justin Bieber,500,510,175,520,1315.0
377,Project Baby 2: All Grown Up (Deluxe),Kodak Black,227,510,450,520,1317.0
378,Whole Lotta Red,Playboi Carti,500,510,177,520,1317.0
379,Ultimate Collection,Don Moen,228,510,450,520,1318.0
380,ONCE UPON A TIME,Chika,500,510,179,520,1319.0
381,Birds in the Trap Sing McKnight,Travis Scott,229,510,450,520,1319.0
382,Perfect Timing,Lil Baby,500,510,180,520,1320.0
383,4 Your Eyez Only,J. Cole,230,510,450,520,1320.0
384,Music (Songs From And Inspired By The Motion Picture),Sia,500,510,181,520,1321.0
385,Recovery,Eminem,500,510,182,520,1322.0
386,Coast To Coast,Westlife,500,510,290,89,1322.25
387,Blurryface,Twenty One Pilots,500,510,184,520,1324.0
388,Curtain Call: The Hits (Deluxe Edition),Eminem,500,510,185,520,1325.0
389,Love and Grief,Fasina,500,510,194,520,1334.0
390,The Last Rocket,Takeoff,500,510,195,520,1335.0
391,The Journey,1spirit & Theophilus Sunday,500,510,197,520,1337.0
392,Dopamine,B\u00d8RNS,500,510,198,520,1338.0
393,Golden Wings,Zoe Wees,500,510,200,520,1340.0
394,poems of the past,Powfu,500,510,201,520,1341.0
395,Addictive Surface,Diet Trash,500,510,202,520,1342.0
396,Life For Rent,Dido,500,510,203,520,1343.0
397,Se7en,Ransom,500,510,204,520,1344.0
398,ADHD,Joyner Lucas,500,510,205,520,1345.0
399,Suncity,Khalid,500,510,207,520,1347.0
400,FOR THE METAL PEOPLE,AURORA,500,510,208,520,1348.0
401,The Marshall Mathers LP2,Eminem,500,510,209,520,1349.0
402,Gang Signs & Prayer,Stormzy,500,510,210,520,1350.0
403,Gully (Original Motion Picture Soundtrack),Various Artists,500,510,211,520,1351.0
404,Fright Night,TPL,500,510,212,520,1352.0
405,Closure,Mychelle,500,510,215,520,1355.0
406,Friday Night Lights,J. Cole,500,510,217,520,1357.0
407,Rema,Rema,500,510,218,520,1358.0
408,To Pimp A Butterfly,Kendrick Lamar,500,510,219,520,1359.0
409,YBNL,Olamide,500,510,220,520,1360.0
410,No Shame,Hopsin,500,510,221,520,1361.0
411,Moral Instruction,Falz,500,510,222,520,1362.0
412,SUPER SLIMEY,Future,500,510,223,520,1363.0
413,Synergy,SLIMN Major,500,510,224,520,1364.0
414,war outside,Kamal.,500,510,227,520,1367.0
415,Tradition,Runtown,500,510,228,520,1368.0
416,Section.80,Kendrick Lamar,500,510,229,520,1369.0
417,Rendezvous,M.I Abaga,500,510,232,520,1372.0
418,Songs In A Minor (20th Anniversary Edition),Alicia Keys,500,510,234,520,1374.0
419,Care Package,Drake,500,510,237,520,1377.0
420,Money Can't Buy Happiness,Fredo,500,510,238,520,1378.0
421,Village,Jacob Banks,500,510,239,520,1379.0
422,Worship,Michael W. Smith,500,510,240,520,1380.0
423,Ella Mai,Ella Mai,500,510,242,520,1382.0
424,Baba Hafusa,Reminisce,500,510,245,520,1385.0
425,Use Your Illusion II,Guns N' Roses,500,510,246,520,1386.0
426,Pardon Me,Aha Gazelle,500,510,247,520,1387.0
427,Euphoria (Original Score from the HBO Series),Labrinth,500,510,248,520,1388.0
428,Most wanted,Various Artists,500,510,250,520,1390.0
429,SR3MM,Rae Sremmurd,500,510,251,520,1391.0
430,Sol,\u00bfT\u00e9o?,500,510,252,520,1392.0
431,Squared Vibe,Sirius Ubah,500,510,253,520,1393.0
432,Home (Original Motion Picture Soundtrack),Various Artists,500,510,254,520,1394.0
433,Sage Tales,Shadow Sage,500,510,255,520,1395.0
434,TikTok Songs,Various Artists,500,510,256,520,1396.0
