rank,album,artist,apple,audiomark,deezer,boom,RT
75,The Message,Minister GUC,93,65,450,520,738.0
76,PSYCHODRAMA,Dave,80,510,20,520,740.0
77,JORDI (Deluxe),Maroon 5,95,510,121,91,748.75
78,SAVAGE MODE II,21 Savage & Metro Boomin,111,58,450,520,749.0
79,ASTROWORLD,Travis Scott,47,510,68,520,755.0
80,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,22,510,95,520,757.0
81,The Palmwine Express,Show Dem Camp,82,101,450,520,763.0
82,Goodbye & Good Riddance (Anniversary Edition),Juice WRLD,63,510,61,520,764.0
83,7 (Deluxe),Lil Nas X,500,66,71,520,767.0
84,Twelve A.M,Crayon,500,39,224,20,768.0
85,Too Late Too Lit,KDDO,75,115,450,520,770.0
86,Shiesty Season,Spring Deluxe - Pooh Shiesty,141,49,450,520,770.0
87,Vince Staples,Vince Staples,65,510,67,520,772.0
88,Big Conspiracy,J Hus,29,510,104,520,773.0
89,East Atlanta Love Letter,6LACK,70,510,66,520,776.0
90,Zulu Man With Some Power,Nasty C,103,510,37,520,780.0
91,The Greatest Showman (Original Motion Picture Soundtrack),"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",104,510,41,520,785.0
92,Scorpion,Drake,115,510,32,520,787.0
93,Old Church Basement,Elevation Worship & Maverick City Music,28,510,129,520,797.0
94,Back of My Mind,H.E.R.,101,510,58,520,799.0
95,While The World Was Burning,SAINt JHN,69,510,92,520,801.0
96,Product of My Environment,Abra Cadabra,56,510,111,520,807.0
97,The Human Condition,Jon Bellion,125,510,45,520,810.0
98,Dark Lane Demo Tapes,Drake,119,510,52,520,811.0
99,Hollywood's Bleeding,Post Malone,83,510,89,520,812.0
100,My Turn (Deluxe),Lil Baby,37,510,135,520,812.0
101,Hopeless Romantic,EP - Tomi Thomas,106,510,69,520,815.0
102,I Love Girls With Trobul,Sarz & WurlD,156,85,450,520,821.0
103,So Much Fun,Young Thug,161,87,450,520,828.0
104,Welcome To The Madhouse (Deluxe),Tones And I,163,510,29,520,832.0
105,Love & Light,Joeboy,500,31,290,51,833.75
106,All My Demons Greeting Me As A Friend (Deluxe),AURORA,122,510,72,520,834.0
107,beerbongs & bentleys,Post Malone,132,510,63,520,835.0
108,Ea$t N We$t,EP - Dremo & Jeriq,97,510,218,50,837.5
109,Ayra Starr,EP - Ayra Starr,128,510,73,520,841.0
110,Childish II,EP - SaveMilli,167,510,36,520,843.0
111,Yes And Amen,Tope Alabi,191,510,136,30,844.5
112,Destined 2 Win,Lil Tjay,99,510,106,520,845.0
113,Hot Pink,Doja Cat,215,53,450,520,848.0
114,Hood Boy Dreams,EP - Jeriq,114,510,98,520,852.0
115,JESUS IS KING,Kanye West,136,510,87,520,863.0
116,lately I feel EVERYTHING,WILLOW,176,510,47,520,863.0
117,CITIZEN OF THE WORLD,King Perryy,164,120,450,520,864.0
118,Outside,Burna Boy,66,510,272,65,864.25
119,Heavy Is The Head,Stormzy,147,510,86,520,873.0
120,Asa (Asha),Asa,139,510,99,520,878.0
121,DAMN.,Kendrick Lamar,142,510,97,520,879.0
122,Over It,Summer Walker,138,510,101,520,879.0
123,CALL ME IF YOU GET LOST,"Tyler, The Creator",77,510,162,520,879.0
124,Strings And Bling,Nasty C,151,510,88,520,879.0
125,Beautiful Thugger Girls,Young Thug,72,510,170,520,882.0
126,Bigger Than Life Or Death,EST Gee,166,510,83,520,889.0
127,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,130,510,120,520,890.0
128,Sounds From The Other Side,Wizkid,76,510,175,520,891.0
129,SoundGod Fest Reloaded,Runtown,228,84,450,520,892.0
130,Budweiser (Remix),Various Artists,174,510,78,520,892.0
131,Feed tha Streets,Roddy Ricch,194,510,168,90,894.5
132,Mandy & The Jungle,Santi,116,510,149,520,905.0
133,Deal with It,Phyno,500,63,330,57,907.25
134,We're All Alone In This Together,Dave,199,510,81,520,920.0
135,Heaven Or Hell,Don Toliver,181,510,100,520,921.0
136,Meet The Woo,Pop Smoke,120,510,271,86,922.5
137,Razor,Cheque,500,37,258,520,925.0
138,Sweetness,EP - Obongjayar & Sarz,201,510,85,520,926.0
139,Flavour of Africa,Flavour,193,510,210,55,926.75
140,Herstory in the Making,Young M.A,500,59,238,520,927.0
141,T R A P S O U L (Deluxe),Bryson Tiller,242,109,450,520,931.0
142,Bittersweet,Aramide,500,169,138,520,937.0
143,Free Spirit,Khalid,143,510,155,520,938.0
144,I'll Say It For You,Dax,500,33,278,520,941.0
145,Wonder Shall Never End,EP - Ayo Jay,124,510,177,520,941.0
146,New Era,Kiss Daniel,500,38,274,520,942.0
147,Love Goes,Sam Smith,85,510,219,520,944.0
148,Soyoyo,Musiliu Haruna Ishola,202,510,108,520,950.0
149,Street Gossip,Lil Baby,185,510,127,520,952.0
150,Zero Panic,EP - Balloranking,86,510,227,520,953.0
151,F*CK LOVE (SAVAGE),The Kid LAROI,223,510,90,520,953.0
152,My Beautiful Dark Twisted Fantasy,Kanye West,221,510,103,520,964.0
153,Meet The Woo 2 (Deluxe),Pop Smoke,45,510,284,520,969.0
154,B4 The Storm,Internet Money,152,510,181,520,973.0
155,Starboy,The Weeknd,153,510,194,520,987.0
156,No Love Lost (Deluxe),Blxst,108,510,241,520,989.0
157,F*CK LOVE 3: OVER YOU,The Kid LAROI,203,510,151,520,994.0
158,Original Vibe Machine,1da Banton,205,510,154,520,999.0
159,Tribl I,Tribl & Maverick City Music,206,510,156,520,1002.0
160,Therapy,Anne-Marie,218,510,153,520,1011.0
161,Three,Patoranking,500,55,450,26,1011.5
162,Sixtape 2,Blxst & Bino Rideaux,207,510,165,520,1012.0
163,Omo Charlie Champagne Vol. 1,Simi,500,50,450,49,1012.25
164,Graduation,Kanye West,182,510,191,520,1013.0
165,Indigo (Extended),Chris Brown,148,510,229,520,1017.0
166,The Cross: My Gaze,Mercy Chinwo,500,54,450,78,1023.5
167,?,XXXTENTACION,168,510,217,520,1025.0
168,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,62,510,450,19,1026.75
169,Hakuna Matata,Dotman,500,62,450,94,1035.5
170,Ignorance is Bliss,Skepta,214,510,183,520,1037.0
171,LOL (Lord of Lamba),Naira Marley,500,83,450,47,1044.75
172,Something Else,Mr Eazi,500,81,450,84,1052.0
173,Zero Your Mind,EP - Dagizah,217,510,201,520,1058.0
174,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,192,510,235,520,1067.0
175,NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,131,510,299,520,1070.0
176,Tha Carter V,Lil Wayne,149,510,283,520,1072.0
177,Die A Legend,Polo G,94,510,339,520,1073.0
178,25,G Herbo,216,510,230,520,1086.0
179,Rema Compilation,Rema,500,12,450,520,1092.0
180,The Devil You Know (Inspired by True Events),EP - BoyWitch,229,510,226,520,1095.0
181,Seed,Gyakie,500,125,450,93,1098.25
182,We All Shine,YNW Melly,500,144,325,520,1099.0
183,Blonde,Frank Ocean,239,510,221,520,1100.0
184,Chrome Eccentric (Ep),Zinoleesky,500,20,450,520,1100.0
185,The Of,eason - J. Cole,11,510,450,520,1101.0
186,The Prodigal,Mr. P,500,139,450,58,1103.5
187,The Golden Boy,KiDi,500,24,450,520,1104.0
188,Life of Betrayal 2x,Yungeen Ace,500,26,450,520,1106.0
189,Mirage,Mannywellz,190,510,276,520,1106.0
190,Welcome to O'Block,King Von,500,29,450,520,1109.0
191,TOP PRIZE,ALKALINE,500,34,450,520,1114.0
192,Beauty Behind The Madness,The Weeknd,183,510,296,520,1119.0
193,Ecstasy,Lil Kesh,500,165,450,28,1122.0
194,Shottaz 4Eva,MO3,500,44,450,520,1124.0
195,Soundgod Fest Vol. 1,Runtown,500,48,450,520,1128.0
196,Culture,Migos,500,51,450,520,1131.0
197,The Spirit of Light,Tope Alabi,500,510,102,76,1131.0
198,Bad Commando,Rema,500,52,450,520,1132.0
199,After Hours,The Weeknd,44,510,450,520,1134.0
200,The Search,NF,235,510,261,520,1136.0
201,TattleTales,6ix9ine,500,57,450,520,1137.0
202,More Life,Drake,186,510,311,520,1137.0
203,Lil Durk Presents: Loyal Bros,Only The Family,500,60,450,520,1140.0
204,Billionaire,Teni,500,61,450,520,1141.0
205,Chulo Vibes,Timaya,500,64,450,520,1144.0
206,Happy Birthday Kodak,Kodak Black,500,70,450,520,1150.0
207,!,Trippie Redd,500,180,450,80,1150.0
208,THE ANGEL YOU DON'T KNOW,Amaarae,61,510,450,520,1151.0
209,Pluto x Baby Pluto,Future & Lil Uzi Vert,500,72,450,520,1152.0
210,Hoodie SZN,A Boogie Wit Da Hoodie,500,73,450,520,1153.0
211,ye,Kanye West,225,510,288,520,1153.0
212,Know You,Ladipoe,500,74,450,520,1154.0
213,ANTI,Rihanna,208,510,307,520,1155.0
214,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,76,450,520,1156.0
215,TIME,Yaw Tog,500,77,450,520,1157.0
216,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,500,510,17,520,1157.0
217,Kapacity,Kaptain,500,510,130,73,1158.25
218,Good News,Megan Thee Stallion,500,79,450,520,1159.0
219,Trap Symphony (EP),Roddy Ricch,500,80,450,520,1160.0
220,Ghetto Lenny's Love Songs,SAINt JHN,73,510,450,520,1163.0
221,Platinum Heart (Deluxe),Toosii,74,510,450,520,1164.0
222,Levon James,King Von,500,86,450,520,1166.0
223,Fallen Embers,Illenium,500,510,27,520,1167.0
224,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,500,88,450,520,1168.0
225,Jubilee: Juneteenth Edition,Maverick City Music,78,510,450,520,1168.0
226,PINK PLANET,Pink Sweat$,500,89,450,520,1169.0
227,Realms,Wande Coal,500,90,450,520,1170.0
228,Rema Freestyle (EP),Rema,500,91,450,520,1171.0
229,S.C.A.M,G4 Boyz,500,92,450,520,1172.0
230,Lion of Judah,Phil Thompson,230,510,303,520,1173.0
231,On God II,Big Yavo,500,93,450,520,1173.0
232,The PlayMaker,Phyno,195,510,450,75,1173.75
233,PTSD,G Herbo,500,95,450,520,1175.0
234,Mixed Emotions,Luh Kel,500,96,450,520,1176.0
235,L.O.V.E.,Luh Kel,500,97,450,520,1177.0
236,2014 Forest Hills Drive,J. Cole,88,510,450,520,1178.0
237,ZaZa Vibes,L.A.X,500,98,450,520,1178.0
238,The Prince I Became,Ric Hassani,500,99,450,520,1179.0
239,When It's All Said And Done... Take Time,GIVĒON,89,510,450,520,1179.0
240,YBNL,Olamide,247,510,292,520,1179.0
241,Feed Tha Streets ll,Roddy Ricch,90,510,450,520,1180.0
242,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,100,450,520,1180.0
243,The Life of Pablo,Kanye West,91,510,450,520,1181.0
244,The Beauty of Becoming,Rotimi,500,102,450,520,1182.0
245,The Off-Season,J. Cole,500,510,44,520,1184.0
246,Off The Record,Reekado Banks,500,104,450,520,1184.0
247,Viral Infection 1.0,Ayanfe Viral,500,105,450,520,1185.0
248,Nicotine,Trevor Daniel,500,106,450,520,1186.0
249,Afrodisíaco,Rauw Alejandro,500,108,450,520,1188.0
250,YS Collection Vol. 1,Logic,500,510,48,520,1188.0
251,A Gangsta's Pain,Moneybagg Yo,100,510,450,520,1190.0
252,CLOUDS (THE MIXTAPE),NF,500,510,50,520,1190.0
253,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,110,450,520,1190.0
254,Dum and Dummer 2,Young Dolph & Key Glock,500,111,450,520,1191.0
255,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,112,450,520,1192.0
256,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,102,510,450,520,1192.0
257,Jackboy,Jackboy,500,113,450,520,1193.0
258,Happier Than Ever,Billie Eilish,105,510,450,520,1195.0
259,The Erigma II,Erigga,500,510,172,54,1195.5
260,"Afro Pop, Vol. 1",Adekunle Gold,500,510,56,520,1196.0
261,Honorable,Hotkid,500,117,450,520,1197.0
262,Beam Me Up Scotty,Nicki Minaj,107,510,450,520,1197.0
263,Greatest Lord,SINACH,500,118,450,520,1198.0
264,Trench Baby,Lil Zay Osama,500,119,450,520,1199.0
265,In The Dark,Mizzle,110,510,450,520,1200.0
266,Homesick,Trevor Daniel,500,122,450,520,1202.0
267,Dance with You,"Camidoh, Kwesi Arthur",500,123,450,520,1203.0
268,Positions (Deluxe Edition),Ariana Grande,113,510,450,520,1203.0
269,Anloga Junction,Stonebwoy,500,124,450,520,1204.0
270,RESTLESS II,Simi,500,127,450,520,1207.0
271,Okofaji Carnival Fuji Fusion,King Wasiu Ayinde Marshal 1,233,510,334,520,1207.0
272,The Backend Child,NoCap,500,128,450,520,1208.0
273,Building Bridges,Smallgod,500,129,450,520,1209.0
274,"Grandson, Vol. 1",King Von,500,130,450,520,1210.0
275,Views,Drake,121,510,450,520,1211.0
276,The Idea Of Her,Ali Gatie,500,131,450,520,1211.0
277,YOU,Ali Gatie,500,132,450,520,1212.0
278,My Letter To You Riddim,Various Artists,500,133,450,520,1213.0
279,Top Shotta,NLE Choppa,500,134,450,520,1214.0
280,Studying Abroad: Extended Stay,Masego,500,510,74,520,1214.0
281,Send Them To Coventry,Pa Salieu,500,510,76,520,1216.0
282,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,136,450,520,1216.0
283,Chilombo (Deluxe Video Version),Jhené Aiko,126,510,450,520,1216.0
284,Gongo Aso,9ice,232,510,450,98,1216.5
285,Ice Daddy,Gucci Mane,500,137,450,520,1217.0
286,Therapy Session,NF,500,510,77,520,1217.0
287,Afro Streets,Rexxie,500,138,450,520,1218.0
288,BLAME IT ON BABY,DaBaby,500,510,79,520,1219.0
289,Common Sense,J Hus,129,510,450,520,1219.0
290,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,140,450,520,1220.0
291,Goat Talk 3,Boosie Badazz,500,141,450,520,1221.0
292,Coast to Coast (Expanded Edition),Westlife,240,510,450,85,1221.25
293,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats,500,142,450,520,1222.0
294,Yellow,Brymo,133,510,450,520,1223.0
295,PERFECT PICTURE,Dremo,500,143,450,520,1223.0
296,An Ode to Mortality,Apartment VII,500,510,84,520,1224.0
297,Dying to Live,Kodak Black,134,510,450,520,1224.0
298,The Party Never Ends (Full Leaked Album),Juice Wrld,500,145,450,520,1225.0
299,The Lion King: The Gift [Deluxe Edition],Beyoncé,135,510,450,520,1225.0
300,Taste (EP),Nandy,500,146,450,520,1226.0
301,Signed to the Streets 3,Lil Durk,137,510,450,520,1227.0
302,Wildboy,Calboy,500,147,450,520,1227.0
303,Only The Generals Part II,Kevin Gates,500,148,450,520,1228.0
304,Amazing Grace,MEDIKAL,500,150,450,520,1230.0
305,American Teen,Khalid,140,510,450,520,1230.0
306,23 Is Back,JayDaYoungan,500,151,450,520,1231.0
307,Changes,Justin Bieber,500,510,91,520,1231.0
308,Empress,Yemi Alade,500,152,450,520,1232.0
309,Big Grim Reaper,Big Scarr,500,153,450,520,1233.0
310,Future & Juice WRLD Present... WRLD ON DRUGS,Future,500,510,93,520,1233.0
311,Shiesty Season - Spring Deluxe,Pooh Shiesty,500,154,450,520,1234.0
312,ÌRÌ (The Album Live),Sola Allyson,144,510,450,520,1234.0
313,This Is Acting (Deluxe Version),Sia,145,510,450,520,1235.0
314,RETURN OF OKOMFO ANOKYE,Jay Bahd,500,155,450,520,1235.0
315,Aje (The Mixtape),Jaywon,500,156,450,520,1236.0
316,FATHER OF 4,Offset,146,510,450,520,1236.0
317,The Mayor of Lagos,Mayorkun,500,157,450,520,1237.0
318,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,500,158,450,520,1238.0
319,Black Love,Sarkodie,500,159,450,520,1239.0
320,Wins & Losses (Deluxe),Meek Mill,150,510,450,520,1240.0
321,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,160,450,520,1240.0
322,Kommunity Service,YG & Mozzy,500,161,450,520,1241.0
323,Cray Cray,Crayon,500,162,450,520,1242.0
324,Table For Two,Korede Bello,500,163,450,520,1243.0
325,Misunderstood,JayDaYoungan,500,164,450,520,1244.0
326,i am > i was (Deluxe),21 Savage,154,510,450,520,1244.0
327,Yeezus,Kanye West,500,510,105,520,1245.0
328,A Boy From Tandale,Diamond Platnumz,500,166,450,520,1246.0
329,HNDRXX,Future,157,510,450,520,1247.0
330,Scam,G4 Boyz,500,510,107,520,1247.0
331,Legendary,Tyga,500,167,450,520,1247.0
332,Living In History,Jackboy,500,168,450,520,1248.0
333,Get Rich or Die Tryin,50 Cent,159,510,450,520,1249.0
334,Drip Or Drown 2,Gunna,500,170,450,520,1250.0
335,Pray 4 Love (Deluxe),Rod Wave,160,510,450,520,1250.0
336,Game Over,Dave,500,510,110,520,1250.0
337,With Love 2,Phora,500,171,450,520,1251.0
338,6locc 6a6y,Lil Loaded,500,172,450,520,1252.0
339,Issa Album,21 Savage,500,510,113,520,1253.0
340,Mainland To Island,Oladips x Zlatan,500,173,450,520,1253.0
341,Wish Me Well 3,YFN Lucci,500,174,450,520,1254.0
342,QUAVO HUNCHO,Quavo,500,510,115,520,1255.0
343,Nothing Was the Same (Deluxe),Drake,165,510,450,520,1255.0
344,The Prodigy,Skillibeng,500,175,450,520,1255.0
345,Space and Time,Justine Skye,500,176,450,520,1256.0
346,WELCOME TO THE JUNGLE (Deluxe),Ril\u00e8s,500,510,116,520,1256.0
347,Crossover: Live From Music City,Travis Greene,500,510,117,520,1257.0
348,Loyalty Over Royalty (Deluxe),CJ,500,177,450,520,1257.0
349,Angeli Mi,Tope Alabi,500,510,118,520,1258.0
350,RoadToCDK,Zlatan,500,178,450,520,1258.0
351,MI 2: The Movie,M.I Abaga,169,510,450,520,1259.0
352,Free Dem Boyz,42 Dugg,170,510,450,520,1260.0
353,Take Care (Deluxe Version),Drake,171,510,450,520,1261.0
354,Upside Down 2020,Buju Banton,500,181,450,520,1261.0
355,Collection One,SAINt JHN,172,510,450,520,1262.0
356,Future Hndrxx Presents: The WIZRD,Future,500,182,450,520,1262.0
357,KOD,J. Cole,500,510,122,520,1262.0
358,"Afromix, Ep. 1 (DJ Mix)",Spinall,173,510,450,520,1263.0
359,17,XXXTentacion,500,510,123,520,1263.0
360,The Highlights,The Weeknd,500,510,124,520,1264.0
361,Baddest Guy Ever Liveth,Olamide,500,510,125,520,1265.0
362,Championships,Meek Mill,175,510,450,520,1265.0
363,Blackstar,Kelvyn Boy,500,185,450,520,1265.0
364,Until I Return,YoungBoy Never Broke Again,500,510,126,520,1266.0
365,"Mainland To Island ""The Ep""",Oladips x Zlatan,500,186,450,520,1266.0
366,Mars,EP - BadboyMarz,177,510,450,520,1267.0
367,Kut Da Fan On,HOTBOII,500,187,450,520,1267.0
368,1.5 Way Or No Way,Yung Mal,500,188,450,520,1268.0
369,LOL: Love Or Lust?,Abra Cadabra,500,510,128,520,1268.0
370,PLAYBOY,Tory Lanez,179,510,450,520,1269.0
371,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",500,189,450,520,1269.0
372,Original Copy,Cuppy,500,190,450,520,1270.0
373,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,500,510,131,520,1271.0
374,STORY TELLER (- EP),KOLABOY,500,191,450,520,1271.0
375,Built For Whatever,Tee Grizzley,500,192,450,520,1272.0
376,The Definition,Jon Bellion,500,510,133,520,1273.0
377,Artist 2.0,A Boogie Wit da Hoodie,500,193,450,520,1273.0
378,Rapture (EP),Koffee,500,510,134,520,1274.0
379,Full Moon,EP - The Flowolf,184,510,450,520,1274.0
380,IT’S REMBLE,Remble,500,194,450,520,1274.0
381,SUPER,Only One Felipe,500,195,450,520,1275.0
382,4:00 am,BJ The Chicago Kid,500,196,450,520,1276.0
383,Zion,Hillsong UNITED,500,510,137,520,1277.0
384,Leave Some Day (Muney Mix),Kevo Muney,500,197,450,520,1277.0
385,REAPER SZN (Deluxe),YXNG K.A,187,510,450,520,1277.0
386,Kpanlogo,Darkovibes,500,198,450,520,1278.0
387,Thank You For Believing,Toosii,188,510,450,520,1278.0
388,JACKBOYS,JACKBOYS & Travis Scott,189,510,450,520,1279.0
389,Evolution,Joyner Lucas,500,510,139,520,1279.0
390,"This Is Not The Tape, Sorry For The Wait 2",Kwesi Arthur,500,199,450,520,1279.0
391,Still Taking Risks,Quando Rondo,500,200,450,520,1280.0
392,"Mafia Culture, Vol. 2.0",Idowest,500,510,141,520,1281.0
393,BIG DEAL,FN DaDealer & Young Stoner Life,500,201,450,520,1281.0
394,Confluence Project,Mainland BlockParty,500,510,142,520,1282.0
395,Ain't That The Truth,Drakeo The Ruler,500,202,450,520,1282.0
396,38 Baby 2,YoungBoy Never Broke Again,500,203,450,520,1283.0
397,"Wolves & Mustangs, Vol. 1",Alpha P,500,510,143,520,1283.0
398,Love Stories,Julia Michaels,500,510,144,520,1284.0
399,Music To Be Murdered By - Side B (Deluxe Edition),Eminem,500,510,146,520,1286.0
400,Birds in the Trap Sing McKnight,Travis Scott,196,510,450,520,1286.0
401,Rora,Reekado Banks,500,206,450,520,1286.0
402,"Hymnal, Vol. 1",Tope Alabi,500,510,147,520,1287.0
403,True 2 Myself,Lil Tjay,197,510,450,520,1287.0
404,Hip Hop|Trap|Rap Instrumentals Certified 2020 TYPE BEATS,Ryzy.A  Beats,500,207,450,520,1287.0
405,TURN OVER,SF9,500,510,148,520,1288.0
406,4:44,JAY-Z,198,510,450,520,1288.0
407,Rattle Snake,Larry Gaaga,500,208,450,520,1288.0
408,Lil Durk Presents Only The Family Involved Vol.2,Only The Family,500,210,450,520,1290.0
409,Grass 2 Grace,2Face Idibia,500,510,264,79,1293.75
410,Storyline,MARVZEHIZ,500,510,158,520,1298.0
411,Country Boy,DaBlixx Osha,209,510,450,520,1299.0
412,No.6 Collaborations Project,Ed Sheeran,500,510,159,520,1299.0
413,Cole World: The Sideline Story,J. Cole,500,510,160,520,1300.0
414,The Holy Quran,Abdul Rahman Al-Sudais,210,510,450,520,1300.0
415,Rodeo (Expanded Edition),Travis Scott,500,510,161,520,1301.0
416,Oṣó,Brymo,211,510,450,520,1301.0
417,Forever,Popcaan,212,510,450,520,1302.0
418,Stoney (Deluxe),Post Malone,213,510,450,520,1303.0
419,1000 Forms Of Fear,Sia,500,510,163,520,1303.0
420,Fatboy Energy,Fatboy E,500,510,164,520,1304.0
421,Project X,Ken Car$on,219,510,450,520,1309.0
422,4 Your Eyez Only,J. Cole,500,510,169,520,1309.0
423,Watch the Throne (Deluxe),JAY-Z & Kanye West,220,510,450,520,1310.0
424,Thirsty,Marvin Sapp,500,510,171,520,1311.0
425,Be Right Back,Jorja Smith,222,510,450,520,1312.0
426,Wanderlust,Hollow Coves,500,510,173,520,1313.0
427,IT'S REMBLE,Remble,500,510,174,520,1314.0
428,Distant Relatives (Bonus Track Version),"Nas & Damian ""Jr. Gong"" Marley",224,510,450,520,1314.0
