rank,album,artist,apple,audiomark,deezer,boom,RT
51,King Of Love,Kizz Daniel,221,4,450,18,679.5
52,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,20,510,21,520,681.0
53,Pandemic,Ruger,14,214,450,14,681.5
54,Happier Than Ever,Billie Eilish,44,510,2,520,686.0
55,Hall of Fame,Polo G,27,510,22,520,689.0
56,High Off Life,Future,79,33,450,520,692.0
57,SoulFly (Deluxe Version),Rod Wave,15,510,37,520,692.0
58,Top,YoungBoy Never Broke Again,73,53,450,520,706.0
59,Zero Panic,Balloranking,218,24,450,61,707.25
60,The Message,Minister GUC,69,66,450,520,715.0
61,My Turn (Deluxe),Lil Baby,39,510,42,520,721.0
62,Rudykillus,Rudeboy,191,73,450,31,721.75
63,...Shall We Begin...,Laycon,55,90,450,520,725.0
64,A True Champion,Rexxie,117,28,450,520,725.0
65,Outside,Burna Boy,105,510,99,75,732.75
66,Trip At Knight (Complete Edition),Trippie Redd,47,510,46,520,733.0
67,OXYGENE,Oxlade,83,71,450,520,734.0
68,PSYCHODRAMA,Dave,81,510,17,520,738.0
69,Human (Deluxe),OneRepublic,96,510,3,520,739.0
70,Rema Freestyle EP,Rema,500,99,29,520,758.0
71,Meet The Woo 2,Pop Smoke,66,510,66,520,772.0
72,Goodbye & Good Riddance,Juice WRLD,74,510,62,520,776.0
73,SAVAGE MODE II,21 Savage & Metro Boomin,126,70,450,520,776.0
74,Yabasi,Basketmouth,59,138,450,520,777.0
75,I LOVE GIRLS WITH TROBUL,Sarz X WurlD,500,88,64,520,782.0
76,JESUS IS KING,Kanye West,111,510,31,520,782.0
77,Too Faithful,Moses Bliss,209,510,57,27,782.75
78,3 Th3 Album,Not3s,106,510,39,520,785.0
79,We Love You Tecca 2,Lil Tecca,136,510,11,520,787.0
80,Haitian Boy Kodak,Kodak Black,125,85,450,520,790.0
81,WUNNA,Gunna,70,145,450,520,795.0
82,Wild West,Central Cee,127,91,450,520,798.0
83,Hollywood's Bleeding,Post Malone,101,510,63,520,804.0
84,Love Or The Word,Jaywillz,120,232,450,13,805.25
85,Rum & Boogie,Peruzzi,190,36,450,520,806.0
86,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",118,109,450,520,807.0
87,SOUR,Olivia Rodrigo,68,510,100,520,808.0
88,Scorpion,Drake,109,510,61,520,810.0
89,DAMN.,Kendrick Lamar,150,510,26,520,816.0
90,Dead Rose,Corizo,160,510,20,520,820.0
91,"If I Can’t Have Love, I Want Power",Halsey,186,510,7,520,833.0
92,The Spirit of Light,Tope Alabi & Ty Bello,171,190,450,94,834.5
93,The Palmwine Express,Show Dem Camp,140,124,450,520,844.0
94,More Life,Drake,146,510,60,520,846.0
95,The Human Condition,Jon Bellion,129,510,79,520,848.0
96,If Summer Happened,Laime,97,175,450,520,852.0
97,Clone Wars Vol. 5 - The Algorhythm,The Algorhythm - Show Dem Camp,121,154,450,520,855.0
98,Freedom.,Justin Bieber,179,510,36,520,855.0
99,So Much Fun,Young Thug,192,87,450,520,859.0
100,Tribl I,Tribl & Maverick City Music,149,510,74,520,863.0
101,TOP MEMBA,Kida Kudz,188,106,450,520,874.0
102,CTV3: Day Tripper's Edition,Jaden,199,510,38,520,877.0
103,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,162,510,75,520,877.0
104,Budweiser (Remix),Various Artists,205,510,40,520,885.0
105,? (Deluxe),XXXTENTACION,154,165,450,520,899.0
106,The House Is Burning,Isaiah Rashad,215,510,55,520,910.0
107,Hitler Wears Hermes 8: Sincerely Adolf,Westside Gunn,500,197,86,520,913.0
108,Future Hndrxx Presents: The WIZRD,Future,195,182,450,520,957.0
109,Certified Lover Boy,Drake,1,510,450,1,961.25
110,No Pressure,Sarkodie,500,5,450,52,968.0
111,A Better Time,Davido,29,510,450,20,994.0
112,NEW ERA,Kiss Daniel,500,32,450,85,1003.25
113,The Gospel of the Kingdom,Dunsin Oyekan,45,510,450,22,1010.5
114,Drip Season 3,Gunna,213,219,450,520,1012.0
115,The Cross: My Gaze,Mercy Chinwo,500,50,450,90,1022.5
116,Three,Patoranking,500,65,450,34,1023.5
117,Twelve A.M,Crayon,500,67,450,38,1026.5
118,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,65,510,450,16,1029.0
119,Ayo,Wizkid,67,510,450,49,1039.25
120,A Good Time,Davido,63,510,450,66,1039.5
121,Deal with It,Phyno,500,79,450,79,1048.75
122,Alagbe,Qdot,500,98,450,24,1054.0
123,New Season,Chidinma,500,83,450,99,1057.75
124,LOL (Lord of Lamba),Naira Marley,500,94,450,70,1061.5
125,Love & Light,Joeboy,500,108,450,67,1074.75
126,Hot Pink,Doja Cat,500,1,450,520,1081.0
127,Yes and Amen,Tope Alabi,115,510,450,32,1083.0
128,Queendoncom,Yemi Alade,500,9,450,520,1089.0
129,The Prodigal,Mr. P,500,121,450,100,1096.0
130,Planet Her (Deluxe),Doja Cat,11,510,450,520,1101.0
131,Rema Compilation,Rema,500,22,450,520,1102.0
132,Trap Symphony EP,Roddy Ricch,500,26,450,520,1106.0
133,Grass 2 Grace,2Face Idibia,500,510,76,98,1110.5
134,The Of,eason - J. Cole,24,510,450,520,1114.0
135,Chrome Eccentric Ep,Zinoleesky,500,35,450,520,1115.0
136,Culture III (Deluxe),Migos,26,510,450,520,1116.0
137,Ecstasy,Lil Kesh,500,158,450,39,1117.75
138,Viral Infection 1.0,Ayanfe Viral,500,38,450,520,1118.0
139,The Voice (Deluxe),Lil Durk,31,510,450,520,1121.0
140,Gratitude,Timaya,500,42,450,520,1122.0
141,Welcome to O'Block,King Von,500,43,450,520,1123.0
142,Big Conspiracy,J Hus,33,510,450,520,1123.0
143,Shottaz 4Eva (Deluxe),MO3,500,44,450,520,1124.0
144,Old Church Basement,Elevation Worship & Maverick City Music,35,510,450,520,1125.0
145,The Golden Boy,KiDi,500,46,450,520,1126.0
146,I'll Say It For You,Dax,500,47,450,520,1127.0
147,Razor,Cheque,500,48,450,520,1128.0
148,Mercury,Act 1 - Imagine Dragons,41,510,450,520,1131.0
149,Fluid (EP),Ria Sean,42,510,450,520,1132.0
150,My Letter To You Riddim,Various Artists,500,52,450,520,1132.0
151,SoundMan Vol. 1 (feat. Wizkid),StarBoy,43,510,450,520,1133.0
152,The King Is Coming,Nathaniel Bassey,166,510,450,33,1134.25
153,After Hours,The Weeknd,46,510,450,520,1136.0
154,Bad Commando,Rema,500,57,450,520,1137.0
155,TOP PRIZE,ALKALINE,500,58,450,520,1138.0
156,Before I Blow,YKB,48,510,450,520,1138.0
157,TattleTales,6ix9ine,500,59,450,520,1139.0
158,Off The Yak,Young M.A,500,60,450,520,1140.0
159,Soundgod Fest Vol.1,Runtown,500,61,450,520,1141.0
160,Shottaz 4Eva,MO3,500,62,450,520,1142.0
161,King's Disease II,Nas,52,510,450,520,1142.0
162,ASTROWORLD,Travis Scott,54,510,450,520,1144.0
163,Omo Charlie Champagne Vol1,Simi,500,64,450,520,1144.0
164,All In,Skepta,56,510,450,520,1146.0
165,Culture,Migos,500,69,450,520,1149.0
166,"Afromix, Ep. 2 (DJ Mix)",Spinall,61,510,450,520,1151.0
167,7,Lil Nas X,500,72,450,520,1152.0
168,Dead roses  chronicles2,Corizo,500,74,450,520,1154.0
169,Shiesty Season,Pooh Shiesty,500,75,450,520,1155.0
170,Ea$t N We$t,Dremo & Jeriq,175,510,450,83,1155.75
171,Lil Durk Presents: Loyal Bros,Only The Family,500,76,450,520,1156.0
172,Hakuna Matata,Dotman,500,77,450,520,1157.0
173,Billionaire,Teni,500,78,450,520,1158.0
174,Herstory in the Making,Young M.A,500,80,450,520,1160.0
175,Platinum Heart (Deluxe),Toosii,71,510,450,520,1161.0
176,Hoodie SZN,A Boogie Wit Da Hoodie,500,81,450,520,1161.0
177,BEAUTIFUL THUGGER GIRLS,Young Thug,72,510,450,520,1162.0
178,Seed,Gyakie,500,82,450,520,1162.0
179,Julie and the Phantoms: Season 1 (From the Netflix Original Series),Julie and the Phantoms Cast,500,510,23,520,1163.0
180,East Atlanta Love Letter,6LACK,75,510,450,520,1165.0
181,The Off-Season,J. Cole,500,510,25,520,1165.0
182,Ghetto Lenny's Love Songs,SAINt JHN,76,510,450,520,1166.0
183,Chulo Vibes,Timaya,500,86,450,520,1166.0
184,Glory Sound Prep,Jon Bellion,500,510,27,520,1167.0
185,Product of My Environment,Abra Cadabra,78,510,450,520,1168.0
186,Pluto x Baby Pluto,Future & Lil Uzi Vert,500,89,450,520,1169.0
187,Sweetness,Obongjayar & Sarz,82,510,450,520,1172.0
188,Know You,Ladipoe,500,92,450,520,1172.0
189,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,93,450,520,1173.0
190,Yellow,Brymo,84,510,450,520,1174.0
191,Happy Birthday Kodak,Kodak Black,500,96,450,520,1176.0
192,Realms,Wande Coal,500,97,450,520,1177.0
193,Sometimes I Might Be Introvert,Little Simz,87,510,450,520,1177.0
194,Bravo,Cheque,89,510,450,520,1179.0
195,On God II,Big Yavo,500,100,450,520,1180.0
196,The Prince I Became,Ric Hassani,500,101,450,520,1181.0
197,TIME,Yaw Tog,500,102,450,520,1182.0
198,Good News,Megan Thee Stallion,500,103,450,520,1183.0
199,Evolution,Joyner Lucas,500,510,43,520,1183.0
200,KHALED KHALED,DJ Khaled,94,510,450,520,1184.0
201,Godfather of Harlem: Season 2 (Original Series Soundtrack),Godfather of Harlem,500,510,44,520,1184.0
202,SoundGod Fest Reloaded,Runtown,500,104,450,520,1184.0
203,CLOUDS (THE MIXTAPE),NF,500,510,45,520,1185.0
204,F*CK LOVE 3+: OVER YOU,The Kid LAROI,95,510,450,520,1185.0
205,The Backend Child,NoCap,500,107,450,520,1187.0
206,Die a Legend,Polo G,98,510,450,520,1188.0
207,While the World Was Burning,SAINt JHN,99,510,450,520,1189.0
208,Lemonade Mouth,Lemonade Mouth,500,510,50,520,1190.0
209,The Beauty of Becoming,Rotimi,500,110,450,520,1190.0
210,Sounds From the Other Side,Wizkid,100,510,450,520,1190.0
211,Something Else,Mr Eazi,500,111,450,520,1191.0
212,No.6 Collaborations Project,Ed Sheeran,500,510,51,520,1191.0
213,THE ANGEL YOU DON'T KNOW,Amaarae,102,510,450,520,1192.0
214,Cloud 19,Kehlani,500,510,52,520,1192.0
215,Levon James,King Von,500,112,450,520,1192.0
216,T R A P S O U L (Deluxe),Bryson Tiller,500,113,450,520,1193.0
217,Feed Tha Streets ll,Roddy Ricch,103,510,450,520,1193.0
218,Free Dem Boyz (Deluxe),42 Dugg,104,510,450,520,1194.0
219,Flavour of Africa,Flavour,220,510,450,56,1194.0
220,Dark Times,Victony,500,114,450,520,1194.0
221,PTSD,G Herbo,500,115,450,520,1195.0
222,Jubilee: Juneteenth Edition,Maverick City Music,107,510,450,520,1197.0
223,L.O.V.E.,Luh Kel,500,117,450,520,1197.0
224,A Week Away (Music From The Netflix Film),The Cast Of Netflix's Film A Week Away,500,510,58,520,1198.0
225,Dark Lane Demo Tapes,Drake,108,510,450,520,1198.0
226,Chrome,Zinoleesky,500,510,59,520,1199.0
227,Life of Betrayal 2x,Yungeen Ace,500,119,450,520,1199.0
228,9: Èsan,Brymo,110,510,450,520,1200.0
229,Oil + Water,Travis Greene,112,510,450,520,1202.0
230,Redemption song,Corizo,500,122,450,520,1202.0
231,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,123,450,520,1203.0
232,When It's All Said And Done... Take Time,GIVĒON,113,510,450,520,1203.0
233,Mafia Culture (Vol. 2.0),Idowest,500,230,450,96,1204.0
234,9: Harmattan & Winter,Brymo,114,510,450,520,1204.0
235,Greatest Lord,SINACH,500,125,450,520,1205.0
236,Melly vs. Melvin,YNW Melly,500,510,65,520,1205.0
237,Black History Project (Live from London),The Spirituals,116,510,450,520,1206.0
238,Jackboy,Jackboy,500,126,450,520,1206.0
239,Distant Relatives,Damian Marley,500,510,67,520,1207.0
240,PINK PLANET,Pink Sweat$,500,127,450,520,1207.0
241,ZaZa Vibes,L.A.X,500,128,450,520,1208.0
242,Don Moen Collection,Don Moen,500,510,68,520,1208.0
243,Kairos,Steve Crown,500,248,450,41,1208.25
244,MONTERO,Lil Nas X,119,510,450,520,1209.0
245,S.C.A.M,G4 Boyz,500,129,450,520,1209.0
246,Itheep,Moelogo,500,130,450,520,1210.0
247,Mixed Emotions,Luh Kel,500,131,450,520,1211.0
248,ÌRÌ (The Album Live),Sola Allyson,122,510,450,520,1212.0
249,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats,500,132,450,520,1212.0
250,Masta Groove,Masterkraft,500,133,450,520,1213.0
251,Views,Drake,123,510,450,520,1213.0
252,Trench Baby,Lil Zay Osama,500,134,450,520,1214.0
253,Solar Power,Lorde,124,510,450,520,1214.0
254,RESTLESS II,Simi,500,135,450,520,1215.0
255,The Mayor of Lagos,Mayorkun,500,136,450,520,1216.0
256,808s & Heartbreak,Kanye West,500,510,77,520,1217.0
257,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,137,450,520,1217.0
258,Purpose (Deluxe),Justin Bieber,500,510,78,520,1218.0
259,No Love Lost (Deluxe),Blxst,128,510,450,520,1218.0
260,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE,500,139,450,520,1219.0
261,Future Now,Ada Ehi,500,510,80,520,1220.0
262,NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,130,510,450,520,1220.0
263,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,140,450,520,1220.0
264,Dum and Dummer 2,Young Dolph & Key Glock,500,141,450,520,1221.0
265,The Lion King: The Gift [Deluxe Edition],Beyoncé,131,510,450,520,1221.0
266,Mylo Xyloto,Coldplay,500,510,81,520,1221.0
267,By the Holyghost,Samsong,500,510,82,520,1222.0
268,Destined 2 Win,Lil Tjay,132,510,450,520,1222.0
269,We All Shine,YNW Melly,500,142,450,520,1222.0
270,2014 Forest Hills Drive,J. Cole,133,510,450,520,1223.0
271,Amazing Grace,MEDIKAL,500,143,450,520,1223.0
272,Virgo Moon,Lil Tecca,500,510,83,520,1223.0
273,Signed to the Streets 3,Lil Durk,134,510,450,520,1224.0
274,Underneath The Stars,Kate Rusby,500,510,84,520,1224.0
275,Lost Child,NUSKI2SQUAD,500,144,450,520,1224.0
276,It's Dark And Hell Is Hot,DMX,500,510,85,520,1225.0
277,FATHER OF 4,Offset,135,510,450,520,1225.0
278,Ayra Starr,Ayra Starr,137,510,450,520,1227.0
279,Birdy (Deluxe Version),Birdy,500,510,87,520,1227.0
280,"Grandson, Vol. 1",King Von,500,147,450,520,1227.0
281,Nursery Rhymes by Cocomelon,Cocomelon,500,510,88,520,1228.0
282,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,148,450,520,1228.0
283,Oṣó,Brymo,138,510,450,520,1228.0
284,Take Care (Deluxe Version),Drake,139,510,450,520,1229.0
285,Invasion of Privacy,Cardi B,500,510,89,520,1229.0
286,PERFECT PICTURE,Dremo,500,149,450,520,1229.0
287,It's 4 am. You're sleeping. I'm Crying.,LUUV.,500,510,90,520,1230.0
288,One In A Million,Aaliyah,500,150,450,520,1230.0
289,Afrodisíaco,Rauw Alejandro,500,151,450,520,1231.0
290,Love Is Contagious,WurlD,500,510,91,520,1231.0
291,Hood Boy Dreams,Jeriq,141,510,450,520,1231.0
292,Off The Record,Reekado Banks,500,152,450,520,1232.0
293,Warna,Joey Alexander,500,510,92,520,1232.0
294,The Melodic Blue,Baby Keem,143,510,450,520,1233.0
295,The Idea Of Her,Ali Gatie,500,153,450,520,1233.0
296,Most Underrated,Diego Tinny,500,510,94,520,1234.0
297,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Lewis Capaldi,144,510,450,520,1234.0
298,!,Trippie Redd,500,155,450,520,1235.0
299,beerbongs & bentleys,Post Malone,145,510,450,520,1235.0
300,BTR,Big Time Rush,500,510,95,520,1235.0
301,Honorable,Hotkid,500,156,450,520,1236.0
302,Rhythm & Soul,Pryme,500,510,96,520,1236.0
303,Indigo (Extended),Chris Brown,147,510,450,520,1237.0
304,Aje (The Mixtape),Jaywon,500,157,450,520,1237.0
305,Unlimited - Verse 1,Frank Edwards,500,510,97,520,1237.0
306,Perception,NF,500,510,98,520,1238.0
307,KillaXtra,Killertunes,148,510,450,520,1238.0
308,Living In History,Jackboy,500,159,450,520,1239.0
309,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",500,160,450,520,1240.0
310,Drip Or Drown 2,Gunna,500,161,450,520,1241.0
311,My Brilliant Friend (TV Series Soundtrack),Max Richter,500,510,101,520,1241.0
312,Spark Of Guards,Theoretical Cemetary,500,510,102,520,1242.0
313,Kut Da Fan On,HOTBOII,500,162,450,520,1242.0
314,Mirage,Mannywellz,152,510,450,520,1242.0
315,Eyes Open,Snow Patrol,500,510,103,520,1243.0
316,Zulu Man With Some Power,Nasty C,153,510,450,520,1243.0
317,In Direzione Ostinata e Contraria,Fabrizio De André,500,510,104,520,1244.0
318,Top Shotta,NLE Choppa,500,164,450,520,1244.0
319,Electrical Language (Independent British Synth Pop 78-84),Various Artists,500,510,105,520,1245.0
320,=,Ed Sheeran,155,510,450,520,1245.0
321,The Best Of Simon & Garfunkel,Simon & Garfunkel,500,510,106,520,1246.0
322,Mandy & The Jungle,Santi,156,510,450,520,1246.0
323,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,166,450,520,1246.0
324,Lost In Space (Deluxe Edition),Aimee Mann,500,510,107,520,1247.0
325,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,167,450,520,1247.0
326,Dying to Live,Kodak Black,157,510,450,520,1247.0
327,17,XXXTENTACION,500,168,450,520,1248.0
328,Green With Envy,Tion Wayne,158,510,450,520,1248.0
329,ABBA Gold,ABBA,500,510,108,520,1248.0
330,Billy Talent,Billy Talent,500,510,109,520,1249.0
331,Love Goes,Sam Smith,159,510,450,520,1249.0
332,A Boy From Tandale,Diamond Platnumz,500,169,450,520,1249.0
333,How Long Do You Think It's Gonna Last?,Big Red Machine,500,510,110,520,1250.0
334,Anloga Junction,Stonebwoy,500,170,450,520,1250.0
335,Strings and Bling,Nasty C,161,510,450,520,1251.0
336,"Scorpion, Vol. 2",Jizzle,500,171,450,520,1251.0
337,City Of God,Blanco,500,510,111,520,1251.0
338,Only The Generals Part II,Kevin Gates,500,172,450,520,1252.0
339,"Religious Music: Best Praise and Worship Instrumental Songs (Piano, Cello & Guitar)",Bible Study Music,500,510,112,520,1252.0
340,Fearless (Taylor's Version),Taylor Swift,500,510,113,520,1253.0
341,African Queen,Makhadzi,500,173,450,520,1253.0
342,Bodied Soul,Niinety9,163,510,450,520,1253.0
343,folklore,Taylor Swift,500,510,114,520,1254.0
344,The African Gentleman (Deluxe Version),Ric Hassani,500,174,450,520,1254.0
345,Breathing Space,Sacred Earth,500,510,115,520,1255.0
346,Fixed Dice,.SM,165,510,450,520,1255.0
347,Beyond Bulletproof,Mozzy,500,176,450,520,1256.0
348,25,Adele,500,510,116,520,1256.0
349,90s Golden Dance Classics Vol. 1,DJ Albino,500,510,117,520,1257.0
350,See You Next Wednesday,Belly,167,510,450,520,1257.0
351,6locc 6a6y,Lil Loaded,500,177,450,520,1257.0
352,Before the Chao,P - Erigga,168,510,450,520,1258.0
353,Early in the Morning (Special Edition),James Vincent McMorrow,500,510,118,520,1258.0
354,Misunderstood,JayDaYoungan,500,178,450,520,1258.0
355,YOU,Ali Gatie,500,179,450,520,1259.0
356,MTV Unplugged,Bryan Adams,500,510,119,520,1259.0
357,Spanish Guitar Latin Hits 2,Manuel Granada: Spanish Guitar,500,510,120,520,1260.0
358,Chilombo (Deluxe Video Version),Jhené Aiko,170,510,450,520,1260.0
359,CITIZEN OF THE WORLD,King Perryy,500,180,450,520,1260.0
360,Lyricist Lounge Volume 2,Various Artists,500,510,121,520,1261.0
361,Rora,Reekado Banks,500,181,450,520,1261.0
362,True Blue (Reissue),Madonna,500,510,122,520,1262.0
363,The Prodigy,Skillibeng,500,183,450,520,1263.0
364,Reanimation,Linkin Park,500,510,123,520,1263.0
365,Screen Violence,CHVRCHES,500,510,124,520,1264.0
366,Common Sense,J Hus,174,510,450,520,1264.0
367,Wish Me Well 3,YFN Lucci,500,184,450,520,1264.0
368,HELLBOY,Lil Peep,500,185,450,520,1265.0
369,The White Lotus (Soundtrack from the HBO® Original Limited Series),Cristobal Tapia De Veer,500,510,125,520,1265.0
370,Thank You For Believing (The Manifestation),Toosii,176,510,450,520,1266.0
371,Bad Vibes Forever,XXXTENTACION,500,186,450,520,1266.0
372,Woman on the Internet,Orla Gartland,500,510,126,520,1266.0
373,Extinction Level Event 2: The Wrath of God,Busta Rhymes,500,187,450,520,1267.0
374,Hard House Bible 2,BK,500,510,127,520,1267.0
375,Over It,Summer Walker,177,510,450,520,1267.0
376,Bandana,Freddie Gibbs & Madlib,500,188,450,520,1268.0
377,Macii Infloresc Iarna,Emaa,500,510,128,520,1268.0
378,Free Spirit,Khalid,178,510,450,520,1268.0
379,BTSB(Before The Story Begins),Charlz-Enek,500,189,450,520,1269.0
380,Live From The Forum MMXVIII,Eagles,500,510,129,520,1269.0
381,Into the Light,Sacred Earth,500,510,130,520,1270.0
382,This Is Acting (Deluxe Version),Sia,180,510,450,520,1270.0
383,The Life of Pablo,Kanye West,181,510,450,520,1271.0
384,Sorry 4 The Wait 2,Lil Wayne,500,191,450,520,1271.0
385,"Summer Party Anthems 2019: Collection of Best Chillout Beats for Summer Beach, Pool or Garden Party, Deep Pumping Electro House Mu",Nightlife Music Zone,500,510,131,520,1271.0
386,Wins & Losses (Deluxe),Meek Mill,182,510,450,520,1272.0
387,Stranger in the Alps (Deluxe Edition),Phoebe Bridgers,500,510,132,520,1272.0
388,Feed Tha Streets,Roddy Ricch,500,192,450,520,1272.0
389,Born Fi Dis (Prelude),Vybz Kartel,500,193,450,520,1273.0
390,A pas de géant (Comptines et chansons pour l'enfant qui grandit),Various Artists,500,510,133,520,1273.0
391,King Of Killbranch,BIG30,183,510,450,520,1273.0
392,2 Bunny the Mixtape,Skengdo and AM,500,194,450,520,1274.0
393,ASA (Asha) [Deluxe Edition],Asa,184,510,450,520,1274.0
394,The Journey so Far - The Best of Loreena McKennitt (Deluxe Edition),Loreena McKennitt,500,510,134,520,1274.0
395,TIMZ,Bad Boy Timz,500,195,450,520,1275.0
396,FLOWERBOI4000,Zamir,185,510,450,520,1275.0
397,One Day At a Time - The Ultimate Collection,Lena Martell,500,510,135,520,1275.0
398,My Everything,Ariana Grande,500,510,136,520,1276.0
399,Guess Who's Back,50 Cent,500,196,450,520,1276.0
400,Starboy,The Weeknd,187,510,450,520,1277.0
401,"The Voice of Cornwall - La grande Cornouaillaise, vol. 1 (Celtic Music from Keltia Musique)",Brenda Wootton,500,510,137,520,1277.0
402,Cottonwood,NLE Choppa,500,198,450,520,1278.0
403,Bridge Over Troubled Water,Simon & Garfunkel,500,510,138,520,1278.0
404,Barry Back: The EP,Barry Jhay,500,199,450,520,1279.0
405,American Teen,Khalid,189,510,450,520,1279.0
406,"Mozart Lullabies, Nursery Rhymes Songs, Twinkle Twinkle Little Star and Other Classical Music Favourites. Mozart for Baby",Wolfgang Amadeus Mozart,500,510,139,520,1279.0
407,Communiqué,Dire Straits,500,510,140,520,1280.0
408,Just In Love,Otile Brown,500,200,450,520,1280.0
409,Teach Me Culture,Barrington Levy,500,201,450,520,1281.0
410,The Best Of...,The Calling,500,510,141,520,1281.0
411,Forever 23,JayDaYoungan,500,202,450,520,1282.0
412,Wiosna Ludu,Kapela ze Wsi Warszawa,500,510,142,520,1282.0
413,Bawskee 4,Comethazine,500,203,450,520,1283.0
414,TOO LATE TOO LIT (EP),KDDO,193,510,450,520,1283.0
415,Live And Dangerous (Deluxe Edition),Thin Lizzy,500,510,143,520,1283.0
416,21,Adele,500,510,144,520,1284.0
417,Beauty Behind the Madness,The Weeknd,194,510,450,520,1284.0
418,SKINS,XXXTENTACION,500,204,450,520,1284.0
419,The Essential Dolly Parton,Dolly Parton,500,510,145,520,1285.0
420,"Another Round (feat Chris Brown, Mary J. Blige, Fabolous & Kirko Bangz) [Re",Fat Joe,500,205,450,520,1285.0
421,Leaked Polo G,Chicago Rappers,500,206,450,520,1286.0
422,Street Gossip,Lil Baby,196,510,450,520,1286.0
423,The Lord of the Rings - The Return of the King - The Complete Recordings (Limited Edition),Various Artists,500,510,146,520,1286.0
424,Championships,Meek Mill,197,510,450,520,1287.0
