rank,song,artist,audio,boom,youtube,spotify,deezer,RT
65,It Is What It Is,Adekunle Gold,300,310,250,2,230,218.4
66,Julie,Olamide,300,23,250,290,230,218.6
67,No Wahala   ,1da Banton,14,310,250,290,230,218.8
68,Nimekuzoea   ,Nandy,15,310,250,290,230,219.0
69,Sinner,Adekunle Gold,300,310,250,6,230,219.2
70,Lowkey   ,Xenia Manasseh,16,310,250,290,230,219.2
71,Catch A Vibe   ,Karun and MOMBRU,17,310,250,290,230,219.4
72,Sempe,L.A.X,300,310,250,8,230,219.6
73,Cherry (feat. Xenia Manasseh) ,Mr Eazi,18,310,250,290,230,219.6
74,Hapo Tu (feat. Chris Kaiga) ,Nyashinski,19,310,250,290,230,219.8
75,LOML ft. Olamide,Cheque,300,29,250,290,230,219.8
76,Medicine,Jaywillz,300,30,250,290,230,220.0
77,Baridi (feat. Sanaipei Tande) ,Nviiri The Storyteller featuring Sanaipei Tande,20,310,250,290,230,220.0
78,"Are You Sure (feat. Zinoleesky, Emo Grae & Naira Marley) ",Lyta,21,310,250,290,230,220.2
79,Testimony,Buju,300,32,250,290,230,220.4
80,DADA   ,Kobi Jonz,22,310,250,290,230,220.4
81,DKT,Oxlade,300,310,250,13,230,220.6
82,History ft. Fireboy DML,Cheque,300,33,250,290,230,220.6
83,Falling For U   ,"Blaq Jerzee, Mr Eazi and Harmonize",23,310,250,290,230,220.6
84,Let Me Know,Mayorkun,300,34,250,290,230,220.8
85,Jafafa   ,Chinko Ekun & Mohbad,24,310,250,290,230,220.8
86,No Stress,WizKid,300,310,250,14,230,220.8
87,My Baby   ,Di'Ja,25,310,250,290,230,221.0
88,LayLow   ,Amipatra,26,310,250,290,230,221.2
89,Big Thug Boys,AV,300,36,250,290,230,221.2
90,Alright (feat. Shatta Wale),King Promise,300,310,250,16,230,221.2
91,Champion ft. D Smoke,Fireboy DML,300,37,250,290,230,221.4
92,FALL IN LOVE   ,Willy Paul & Miss P,27,310,250,290,230,221.4
93,Celebration,Joeboy,300,310,250,17,230,221.4
94,Celebrate Me,Patoranking,300,38,250,290,230,221.6
95,Closer   ,Diteh,28,310,250,290,230,221.6
96,Believe (feat. Sarkodie & Kwesi Arthur) ,Pappy Kojo featuring Sarkodie and Kwesi Arthur,29,310,250,290,230,221.8
97,MAKAVELI,T-Classic,300,39,250,290,230,221.8
98,Tonight (feat. Adina Thembi) ,Pappy Kojo featuring Adina Thembi,30,310,250,290,230,222.0
99,Way Too Big,Burna Boy,300,40,250,290,230,222.0
100,MOSLADO,Teni,300,310,250,20,230,222.0
101,Green Light,Olamide,300,310,250,21,230,222.2
102,My Heart   ,Pappy Kojo and Kuami Eugene,31,310,250,290,230,222.2
103,Saudi Arabia,Mr Eazi,300,310,250,22,230,222.4
104,Backup n Whyne   ,Miles Stunner,32,310,250,290,230,222.4
105,23,Burna Boy,300,43,250,290,230,222.6
106,Kitenge   ,Nviiri The Storyteller,33,310,250,290,230,222.6
107,Aye,Naira Marley,300,44,250,290,230,222.8
108,Pretty Girl,Adekunle Gold,300,310,250,24,230,222.8
109,Niko Sawa (feat. Bien) ,Nviiri The Storyteller featuring Bien,34,310,250,290,230,222.8
110,This Your Body,Skales,300,310,250,25,230,223.0
111,Felony,CKay,300,45,250,290,230,223.0
112,Bembeleza   ,Nviiri The Storyteller,35,310,250,290,230,223.0
113,Tellin Me Something,Nelson Freitas,300,310,250,26,230,223.2
114,Marry Me   ,"Smallgod, Harmonize",36,310,250,290,230,223.2
115,Activate,Stonebwoy,300,310,250,27,230,223.4
116,We Dont Know Feat. Ayisi (feat. Ayisi) ,E.L,37,310,250,290,230,223.4
117,Shako,Barry Jhay,300,47,250,290,230,223.4
118,Love Cycle (feat. Davido) ,Enisa,38,310,250,290,230,223.6
119,Gobe,Remix - L.A.X,300,310,250,28,230,223.6
120,Shameful,King O.T,300,48,250,290,230,223.6
121,Kunle   ,Ladé,39,310,250,290,230,223.8
122,Bia,Phyno,300,49,250,290,230,223.8
123,Shopping Spree (feat. Chris Brown & Young Thug),DaVido,300,310,250,30,230,224.0
124,Somebody Baby   ,Peruzzi & Davido,40,310,250,290,230,224.0
125,Ada,Kizz Daniel,300,50,250,290,230,224.0
126,Loose It ft. Eskeez,Olamide,300,51,250,290,230,224.2
127,Jei Jei   ,Mr Leo,41,310,250,290,230,224.2
128,Shima   ,Tha Boy Myles,42,310,250,290,230,224.4
129,Everytime,Remix - Spinall,300,310,250,32,230,224.4
130,Confession,Omah Lay,300,52,250,290,230,224.4
131,Stronger   ,Team Salut,43,310,250,290,230,224.6
132,Lo Lo,Omah Lay,300,53,250,290,230,224.6
133,Damn (feat. 6lack),Omah Lay,300,310,250,33,230,224.6
134,Flex,Kizz Daniel,300,310,250,34,230,224.8
135,Give   ,Magasco,44,310,250,290,230,224.8
136,Bygone   ,Skiibii,45,310,250,290,230,225.0
137,Dangerous Love,Tiwa Savage,300,310,250,35,230,225.0
138,Shining Star,Chayuta,300,56,250,290,230,225.2
139,Thinking,Okal,300,57,250,290,230,225.4
140,Right Here   ,"Walshy Fire, Terri, Cloud Beats",47,310,250,290,230,225.4
141,Cool Me Down (feat. Wizkid),DJ Tunez,300,310,250,38,230,225.6
142,Born Sinner (feat. Davido & Peruzzi) ,Mr Peak feat. Davido & Peruzzi,48,310,250,290,230,225.6
143,Good Thang   ,Chrystel,49,310,250,290,230,225.8
144,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,300,59,250,290,230,225.8
145,Proud,Oladapo,300,310,250,39,230,225.8
146,Girl From Ghana   ,The Great Eddy,50,310,250,290,230,226.0
147,I Like That   ,The Great Eddy,51,310,250,290,230,226.2
148,For Good   ,Eon Natty,52,310,250,290,230,226.4
149,Addicted,Niniola,300,310,250,43,230,226.6
150,E Choke   ,Nautyca,53,310,250,290,230,226.6
151,Permission   ,Damosh,54,310,250,290,230,226.8
152,Anoti (Audio),Wizkid,300,310,4,290,230,226.8
153,Need You,Fitila,300,310,250,45,230,227.0
154,Better Days   ,Bless Clymax ft. DTS,55,310,250,290,230,227.0
155,Alari   ,Liya,56,310,250,290,230,227.2
156,Fame   ,"Killertunes, Nissi",57,310,250,290,230,227.4
157,Smile (feat. H.E.R.),WizKid,300,310,250,47,230,227.4
158,Sere,Spinall,300,310,250,48,230,227.6
159,My Chargie (feat. Ahve) ,Bizzonthetrack,58,310,250,290,230,227.6
160,Monalisa,Lojay,300,310,8,290,230,227.6
161,No More (feat. Ozbeazy) ,Looking for Avala,59,310,250,290,230,227.8
162,in the light (feat. Ayra Starr) ,Johnny Drille featuring Ayra Starr,60,310,250,290,230,228.0
163,Test Me,Jeune Lio,300,310,250,50,230,228.0
164,Kini Issue,Runtown,300,310,250,51,230,228.2
165,Southy Love (feat. Fireboy DML),Peruzzi,300,310,11,290,230,228.2
166,Confident,Savage,300,310,250,52,230,228.4
167,Fountains (with Tems),Drake,300,310,250,54,230,228.8
168,Jeje de Whine,CKay,300,310,250,55,230,229.0
169,Coming,Naira Marley,300,310,15,290,230,229.0
170,System (feat. WizKid),Dave,300,310,250,56,230,229.2
171,KOLO (feat. Oxlade),Ice Prince,300,310,17,290,230,229.4
172,One Shirt (feat. Jonzing World),D'Prince,300,310,250,59,230,229.8
173,Ke Star (feat. Vigro Deep),Focalistic,300,310,20,290,230,230.0
174,Fashion Killer,Ayra Starr,300,310,250,60,230,230.0
175,Tele,Kelvyn Boy,300,310,250,61,230,230.2
176,"Jam Now, Simmer Down",Blinky Bill,300,310,250,62,230,230.4
177,Konnect,Maleek Berry,300,310,250,63,230,230.6
178,High Way,Dj Kaywise,300,310,23,290,230,230.6
179,Kilofeshe,Zinoleesky,300,310,24,290,230,230.8
180,Oxlade,Oxlade,300,310,25,290,230,231.0
181,ELI,Fireboy DML,300,310,250,65,230,231.0
182,JUMPING SHIP,Amaarae,300,310,250,66,230,231.2
183,Baajo,Joeboy,300,310,26,290,230,231.2
184,The Don,Mr Eazi,300,310,250,67,230,231.4
185,Bling (feat. Amaarae & Buju),Blaqbonez,300,310,250,290,7,231.4
186,Fendi (feat. Joeboy),Blaqbonez,300,310,28,290,230,231.6
187,Steady,Wizkid,300,310,250,290,8,231.6
188,Mamela,Mi Casa,300,310,250,68,230,231.6
189,Ojuju,Troniq Music,300,310,250,69,230,231.8
190,Morenike (feat. Teni),Ejoya,300,310,29,290,230,231.8
191,More,Troniq Music,300,310,250,290,10,232.0
192,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,31,290,230,232.2
193,Forever (Remix),Gyakie,300,310,250,290,11,232.2
194,CHOP N PRAY,WurlD,300,310,250,72,230,232.4
195,Verified (feat. Mayorkun),Laycon,300,310,33,290,230,232.6
196,Alone,Oladapo,300,310,250,290,14,232.8
197,AG Baby,Nailah Blackman,300,310,35,290,230,233.0
198,Pray,Victony,300,310,250,290,15,233.0
199,Only One (feat. King Promise),Navy Kenzo,300,310,250,76,230,233.2
200,Badman Love,Skales,300,310,250,77,230,233.4
201,Peaches (Masterkraft Remix),Justin Bieber,300,310,250,290,17,233.4
202,Chance,Juls,300,310,250,78,230,233.6
203,Far Away,Bella Shmurda,300,310,39,290,230,233.8
204,Why (Afrobeat),DJ Flex,300,310,250,79,230,233.8
205,Gone Girl,Obongjayar,300,310,250,290,19,233.8
206,Snitch,Ayra Starr,300,310,250,290,20,234.0
207,Wettin Dey Sup,Burna Boy,300,310,250,80,230,234.0
208,Vibration,Fireboy Dml,300,310,250,290,21,234.2
209,Ex,Nikita Kering',300,310,250,81,230,234.2
210,NO LONGER BENEFICIAL,Simi,300,310,250,82,230,234.4
211,Dollar (feat. R2bees),DJ Spinall,300,310,42,290,230,234.4
212,Luva Luva,Runtown,300,310,250,83,230,234.6
213,Zinoleesky,Naira Marley,300,310,43,290,230,234.6
214,Call Me Baby,Cheque,300,310,250,290,24,234.8
215,Shadé,Fireboy DML,300,310,44,290,230,234.8
216,Ubomi Abumanga,Sun-El Musician,300,310,250,84,230,234.8
217,Ohema,Buju,300,310,250,85,230,235.0
218,Baby I'm Jealous,Mr Eazi,300,310,250,290,26,235.2
219,Fine Wine (feat. King Promise & Joeboy),R2Bees,300,310,250,86,230,235.2
220,World People,Basketmouth,300,310,46,290,230,235.2
221,French Kiss,Mr Eazi,300,310,47,290,230,235.4
222,In My Maserati,Olakira,300,310,250,290,27,235.4
223,Let Dem Kno,Kwesi Arthur,300,310,48,290,230,235.6
224,PANTIES,Kagwe Mungai,300,310,250,290,29,235.8
225,Send Me Nudes,KiDi,300,310,250,290,30,236.0
226,All My Life (feat. Oxlade),M.I Abaga,300,310,50,290,230,236.0
227,Away,Ayra Starr,300,310,250,290,31,236.2
228,Crazy Tings,Tems,300,310,250,91,230,236.2
229,La La (feat. Ckay),DaVido,300,310,250,290,33,236.6
230,I Choose You,Yemi Alade,300,310,250,93,230,236.6
231,Pay Me,Troniq Music,300,310,250,94,230,236.8
232,Whine,Gyakie,300,310,250,290,35,237.0
233,Angel,Ric Hassani,300,310,250,95,230,237.0
234,Sudden,Tekno,300,310,250,96,230,237.2
235,Shine Your Light (feat. Akon),Master KG,300,310,250,290,36,237.2
236,Questions,Shekhinah,300,310,250,97,230,237.4
237,Say Cheese,KiDi,300,310,250,290,37,237.4
238,Bye Bye,Soolking,300,310,250,98,230,237.6
239,Bank Notification,Ciza,300,310,250,290,40,238.0
240,Damages,Tems,300,310,250,290,41,238.2
241,Nobody,DJ Neptune,300,310,250,290,43,238.6
242,I Love You,Mr. P,300,310,250,290,47,239.4
243,Thunder Fire You,Ric Hassani,300,310,250,290,48,239.6
244,Bossy Part II,WurlD,300,310,250,290,50,240.0
