rank,song,artist,audio,boom,youtube,spotify,deezer,RT
145,I Like That,The Great Eddy,49,310,250,290,230,225.8
146,For Good,Eon Natty,50,310,250,290,230,226.0
147,Yafun Yafun,Ajebo Hustlers,300,60,250,290,230,226.0
148,Proud,Oladapo,300,310,250,40,230,226.0
149,E Choke,Nautyca,51,310,250,290,230,226.2
150,Saudi Arabia,Mr Eazi,300,310,250,41,230,226.2
151,Permission,Damosh,52,310,250,290,230,226.4
152,NO LONGER BENEFICIAL,Simi,300,310,250,42,230,226.4
153,Southy Love (feat. Fireboy DML),Peruzzi,300,310,3,290,230,226.6
154,ALREADY,Beyoncé,300,310,250,43,230,226.6
155,Ride or Die,Joda,53,310,250,290,230,226.6
156,CHOP N PRAY,WurlD,300,310,250,44,230,226.8
157,Petty (feat. Virtue),KIM of Diamonds,54,310,250,290,230,226.8
158,Konnect,Maleek Berry,300,310,250,46,230,227.2
159,Ke Star (feat. Vigro Deep),Focalistic,300,310,6,290,230,227.2
160,KOLO (feat. Oxlade),Ice Prince,300,310,7,290,230,227.4
161,Only One (feat. King Promise),Navy Kenzo,300,310,250,47,230,227.4
162,Smile (feat. H.E.R.),WizKid,300,310,250,48,230,227.6
163,High Way,Dj Kaywise,300,310,9,290,230,227.8
164,Coming,Naira Marley,300,310,10,290,230,228.0
165,Ginger (feat. Burna Boy),Wizkid,300,310,11,290,230,228.2
166,Ogaranya,Reminisce,300,310,250,52,230,228.4
167,Monalisa,Lojay,300,310,14,290,230,228.8
168,One Shirt (feat. Jonzing World),D'Prince,300,310,250,54,230,228.8
169,Everything,Ric Hassani,300,310,250,55,230,229.0
170,Your Body,Mayorkun,300,310,15,290,230,229.0
171,Jeje,Diamond Platnumz,300,310,250,57,230,229.4
172,Zinoleesky,MarlianMusic HQ,300,310,17,290,230,229.4
173,"Jam Now, Simmer Down",Blinky Bill,300,310,250,58,230,229.6
174,Wettin Dey Sup,Burna Boy,300,310,250,59,230,229.8
175,Sudden,Tekno,300,310,250,60,230,230.0
176,All My Life (feat. Oxlade),M.I Abaga,300,310,20,290,230,230.0
177,Koroba,Tiwa Savage,300,310,21,290,230,230.2
178,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",300,310,250,290,1,230.2
179,Kini Issue,Runtown,300,310,250,61,230,230.2
180,Gobe,Remix - L.A.X,300,310,250,62,230,230.4
181,All (Official Audio) (feat. Davido),Rexxie,300,310,22,290,230,230.4
182,Coachella (feat. Kwesi Arthur),Sarkodie,300,310,23,290,230,230.6
183,Konna,HarrySong,300,310,250,63,230,230.6
184,ELI,Fireboy DML,300,310,250,64,230,230.8
185,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,24,290,230,230.8
186,Verified (feat. Mayorkun),Laycon,300,310,25,290,230,231.0
187,Ohema,Buju,300,310,250,65,230,231.0
188,Nana Nyame,Gyakie,300,310,250,66,230,231.2
189,Shadé,Fireboy DML,300,310,27,290,230,231.4
190,Need You,Fitila,300,310,250,67,230,231.4
191,Naira Marley,Zinoleesky,300,310,28,290,230,231.6
192,Dis moi comment.,Tayc,300,310,250,68,230,231.6
193,One Time,Moelogo,300,310,250,69,230,231.8
194,Vibration,Fireboy Dml,300,310,250,290,9,231.8
195,Felony,CKay,300,310,250,70,230,232.0
196,Away,Ayra Starr,300,310,250,290,11,232.2
197,Ubomi Abumanga,Sun-El Musician,300,310,250,72,230,232.4
198,Akulaleki,Samthing Soweto,300,310,250,73,230,232.6
199,Baby I'm Jealous,"Mr Eazi, emPawa Africa, King Promise",300,310,250,290,14,232.8
200,See Love,Peruzzi,300,310,34,290,230,232.8
201,PANTIES,Kagwe Mungai,300,310,250,290,15,233.0
202,Constantly (feat. Mayorkun & Peruzzi),Speroachbeatz,300,310,36,290,230,233.2
203,Spiritual (feat. Patoranking & Kuami Eugene),KiDi,300,310,37,290,230,233.4
204,Why (Afrobeat),DJ Flex,300,310,250,77,230,233.4
205,Kwadede,Kwabena Kwabena,300,310,250,78,230,233.6
206,Kilode (feat. WES7AR 22),Drvmroll,300,310,38,290,230,233.6
207,Send Me Nudes,"KiDi, Joey B",300,310,250,290,18,233.6
208,In My Maserati,Olakira,300,310,250,290,19,233.8
209,Haunisumbui,Diamond Platnumz,300,310,250,79,230,233.8
210,Roma (feat. Terri),Wizkid,300,310,39,290,230,233.8
211,Whine,Gyakie,300,310,250,290,20,234.0
212,AG Baby,Nailah Blackman,300,310,40,290,230,234.0
213,Scripture,Dexta Daps,300,310,250,81,230,234.2
214,Baikoko,"Mbosso, Diamond Platnumz",300,310,250,290,21,234.2
215,Beginning,Joeboy,300,310,250,82,230,234.4
216,Shine Your Light (feat. Akon),"Master KG, David Guetta, Akon",300,310,250,290,22,234.4
217,Nana,TomE,300,310,250,290,23,234.6
218,French Kiss,Mr Eazi,300,310,43,290,230,234.6
219,Dollar (feat. R2bees),DJ Spinall,300,310,44,290,230,234.8
220,World People,Basketmouth,300,310,45,290,230,235.0
221,Bossy Part II,"WurlD, Erica Banks, Kida Kudz, Cuppy, amaarae",300,310,250,290,26,235.2
222,African Sugar (feat. Tiwa Savage),Tayc,300,310,46,290,230,235.2
223,Say Cheese,KiDi,300,310,250,290,27,235.4
224,La La (feat. Ckay),"DaVido, CKay",300,310,250,290,28,235.6
225,Baajo,Kwesi Arthur,300,310,48,290,230,235.6
226,Bank Notification,"Ciza, DJ Maphorisa, Madumane",300,310,250,290,29,235.8
227,Far Away,Bella Shmurda,300,310,50,290,230,236.0
228,Nobody,"DJ Neptune, Joeboy, Mr Eazi",300,310,250,290,31,236.2
229,Dangbana Republik & Bella Shmurda,Bella Shmurda,300,310,51,290,230,236.2
230,Questions,Shekhinah,300,310,250,290,32,236.4
231,Damages,Tems,300,310,250,290,33,236.6
232,I Love You,"Mr. P, Teni, Simi, Tamar Braxton",300,310,250,290,35,237.0
233,Fire on the Mountain,"Salatiel, Teni",300,310,250,290,36,237.2
234,Man Dem,"Crayon, One Acen",300,310,250,290,41,238.2
235,Designer,Tekno,300,310,250,290,42,238.4
236,Thunder Fire You,Ric Hassani,300,310,250,290,44,238.8
237,Indlovu,"DJ Zinhle, Loyiso",300,310,250,290,45,239.0
238,Phone,Eli Njuchi,300,310,250,290,46,239.2
239,Ryde,Niniola,300,310,250,290,48,239.6
240,Jollof On The Jet,"Cuppy, Rema, Rayvanny",300,310,250,290,49,239.8
241,Doudou,Aya Nakamura,300,310,250,290,50,240.0
