rank,song,artist,audio,boom,youtube,spotify,deezer,RT
46,Yote Sawa,Nandy,1,310,250,290,230,216.2
47,Testimony,Buju,300,12,250,290,230,216.4
48,Cut Soap,Fiokee & Raybekah,3,310,250,290,230,216.6
49,Celebrate Me,Patoranking,300,13,250,290,230,216.6
50,OLOFOFO,Victor AD,300,14,250,290,230,216.8
51,Yktv (feat. Lady Donli),Ilaye,4,310,250,290,230,216.8
52,Gonto,Ibejii,5,310,250,290,230,217.0
53,Triumphant ft. Bella Shmurda,Olamide,300,15,250,290,230,217.0
54,New Couple,Nandy,6,310,250,290,230,217.2
55,Need For Speed,Olamide,300,17,250,290,230,217.4
56,Bia,Phyno,300,19,250,290,230,217.8
57,No Wahala,1da Banton,10,310,250,290,230,218.0
58,Julie,Olamide,300,20,250,290,230,218.0
59,Sinner,"Adekunle Gold, Lucky Daye",300,310,250,1,230,218.2
60,Nimekuzoea,Nandy,11,310,250,290,230,218.2
61,Lowkey,Xenia Manasseh,12,310,250,290,230,218.4
62,Milele,"Somi, Thandiswa",300,310,250,3,230,218.6
63,Catch A Vibe,Karun and MOMBRU,13,310,250,290,230,218.6
64,PEPE ft. Davido,L.A.X,300,24,250,290,230,218.8
65,Sere,Spinall,300,310,250,4,230,218.8
66,Cherry (feat. Xenia Manasseh),Mr Eazi,14,310,250,290,230,218.8
67,Can\'t Relate,Omah Lay,300,25,250,290,230,219.0
68,Hapo Tu (feat. Chris Kaiga),Nyashinski,15,310,250,290,230,219.0
69,Champion ft. D Smoke,Fireboy DML,300,26,250,290,230,219.2
70,Baridi (feat. Sanaipei Tande),Nviiri The Storyteller featuring Sanaipei Tande,16,310,250,290,230,219.2
71,"Are You Sure (feat. Zinoleesky, Emo Grae & Naira Marley)",Lyta,17,310,250,290,230,219.4
72,DADA,Kobi Jonz,18,310,250,290,230,219.6
73,Sempe,L.A.X,300,310,250,8,230,219.6
74,Jailer ft. Jaywillz,Olamide,300,28,250,290,230,219.6
75,It Is What It Is,Adekunle Gold,300,310,250,9,230,219.8
76,Falling For U,"Blaq Jerzee, Mr Eazi and Harmonize",19,310,250,290,230,219.8
77,Roju,Chike,300,29,250,290,230,219.8
78,Jafafa,Chinko Ekun & Mohbad,20,310,250,290,230,220.0
79,My Baby,Di'Ja,21,310,250,290,230,220.2
80,Way Too Big,Burna Boy,300,31,250,290,230,220.2
81,Alright (feat. Shatta Wale),King Promise,300,310,250,12,230,220.4
82,LayLow,Amipatra,22,310,250,290,230,220.4
83,FALL IN LOVE,Willy Paul & Miss P,23,310,250,290,230,220.6
84,No Stress,WizKid,300,310,250,14,230,220.8
85,Closer,Diteh,24,310,250,290,230,220.8
86,Believe (feat. Sarkodie & Kwesi Arthur),Pappy Kojo featuring Sarkodie and Kwesi Arthur,25,310,250,290,230,221.0
87,PonPon ft. Fave,Olamide,300,36,250,290,230,221.2
88,Tonight (feat. Adina Thembi),Pappy Kojo featuring Adina Thembi,26,310,250,290,230,221.2
89,Cash App ft. Zlatan & Lincoln,Bella Shmurda,300,37,250,290,230,221.4
90,My Heart,Pappy Kojo and Kuami Eugene,27,310,250,290,230,221.4
91,Backup n Whyne,Miles Stunner,28,310,250,290,230,221.6
92,MOSLADO,Teni,300,310,250,18,230,221.6
93,Kitenge,Nviiri The Storyteller,29,310,250,290,230,221.8
94,Niko Sawa (feat. Bien),Nviiri The Storyteller featuring Bien,30,310,250,290,230,222.0
95,Dangerous Love,Tiwa Savage,300,310,250,20,230,222.0
96,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,300,40,250,290,230,222.0
97,Pretty Girl,Adekunle Gold,300,310,250,21,230,222.2
98,23,Burna Boy,300,41,250,290,230,222.2
99,Bembeleza,Nviiri The Storyteller,31,310,250,290,230,222.2
100,Celebration,Joeboy,300,310,250,22,230,222.4
101,Marry Me,"Smallgod, Harmonize",32,310,250,290,230,222.4
102,Adura ft. Mohbad,Bella Shmurda,300,43,250,290,230,222.6
103,We Dont Know Feat. Ayisi (feat. Ayisi),E.L,33,310,250,290,230,222.6
104,DKT,Oxlade,300,310,250,23,230,222.6
105,Abu Dhabi,Ruger,300,44,250,290,230,222.8
106,Everytime,Remix - Spinall,300,310,250,24,230,222.8
107,Love Cycle (feat. Davido),Enisa,34,310,250,290,230,222.8
108,Kunle,Ladé,35,310,250,290,230,223.0
109,Cool Me Down (feat. Wizkid),DJ Tunez,300,310,250,26,230,223.2
110,Bad Influence ,Omah Lay,300,46,250,290,230,223.2
111,Jei Jei,Mr Leo,37,310,250,290,230,223.4
112,Saudi Arabia,Mr Eazi,300,310,250,27,230,223.4
113,Confession,Omah Lay,300,47,250,290,230,223.4
114,Damn (feat. 6lack),Omah Lay,300,310,250,28,230,223.6
115,Shima,Tha Boy Myles,38,310,250,290,230,223.6
116,Rotate (Freestyle),Mr Eazi,300,49,250,290,230,223.8
117,Stronger,Team Salut,39,310,250,290,230,223.8
118,Activate,Stonebwoy,300,310,250,29,230,223.8
119,Can't Let You Go,Remix - Stefflon Don,300,310,250,30,230,224.0
120,Obajeti,Toofit feat. Ice Prince,40,310,250,290,230,224.0
121,Lole,Kendickson,300,50,250,290,230,224.0
122,Baba Nla ft. Buju,Dr Dolor,300,51,250,290,230,224.2
123,Can’t Feel,F-NIC,41,310,250,290,230,224.2
124,Tellin Me Something,Nelson Freitas,300,310,250,31,230,224.2
125,Give,Magasco,42,310,250,290,230,224.4
126,Tele,Kelvyn Boy,300,310,250,33,230,224.6
127,Bygone,SkiiBii,43,310,250,290,230,224.6
128,Freestyle,2jaja,300,53,250,290,230,224.6
129,Aye,Naira Marley,300,54,250,290,230,224.8
130,Badman Love,Skales,300,310,250,34,230,224.8
131,Rise Up ft. Falz,2Baba,300,55,250,290,230,225.0
132,Right Here,"Walshy Fire, Terri, Cloud Beats",45,310,250,290,230,225.0
133,Smile (feat. H.E.R.),WizKid,300,310,250,35,230,225.0
134,Born Sinner (feat. Davido & Peruzzi),Mr Peak,46,310,250,290,230,225.2
135,Green Light,Olamide,300,310,250,36,230,225.2
136,Black ft. Mr Eazi,Victor AD,300,56,250,290,230,225.2
137,Good Thang,Chrystel,47,310,250,290,230,225.4
138,Any More ft. Phyno,Victor AD,300,57,250,290,230,225.4
139,Flex,Kizz Daniel,300,310,250,38,230,225.6
140,Girl From Ghana,The Great Eddy,48,310,250,290,230,225.6
141,Craze 4 You,Obhe,300,58,250,290,230,225.6
142,I Like That,The Great Eddy,49,310,250,290,230,225.8
143,Professor Peller ft. Zlatan,Seyi Vibez,300,59,250,290,230,225.8
144,For Good,Eon Natty,50,310,250,290,230,226.0
145,Breakup Riddim ft. Nhlanhla Nciza,DJ Aroma,300,60,250,290,230,226.0
146,Jeje de Whine,CKay,300,310,250,40,230,226.0
147,The Don,Mr Eazi,300,310,250,41,230,226.2
148,One Kiss,Victor AD,300,61,250,290,230,226.2
149,E Choke,Nautyca,51,310,250,290,230,226.2
150,Permission,Damosh,52,310,250,290,230,226.4
151,One Shirt (feat. Jonzing World),D'Prince,300,310,250,42,230,226.4
152,Ride or Die,Joda,53,310,250,290,230,226.6
153,Why (Afrobeat),DJ Flex,300,310,250,44,230,226.8
154,Southy Love (feat. Fireboy DML),Peruzzi,300,310,4,290,230,226.8
155,Petty (feat. Virtue),KIM of Diamonds,54,310,250,290,230,226.8
156,Addicted,Niniola,300,310,250,45,230,227.0
157,Ke Star (feat. Vigro Deep),Focalistic,300,310,6,290,230,227.2
158,KOLO (feat. Oxlade),Ice Prince,300,310,7,290,230,227.4
159,Wettin Dey Sup,Burna Boy,300,310,250,47,230,227.4
160,This Your Body,Skales,300,310,250,48,230,227.6
161,High Way,Dj Kaywise,300,310,8,290,230,227.6
162,Proud,Oladapo,300,310,250,50,230,228.0
163,Coming,Naira Marley,300,310,10,290,230,228.0
164,Monalisa,Lojay,300,310,11,290,230,228.2
165,Ogaranya,Reminisce,300,310,250,51,230,228.2
166,Konnect,Maleek Berry,300,310,250,52,230,228.4
167,Nana Nyame,Gyakie,300,310,250,53,230,228.6
168,CHOP N PRAY,WurlD,300,310,250,54,230,228.8
169,Far Away,Bella Shmurda,300,310,15,290,230,229.0
170,Kini Issue,Runtown,300,310,250,55,230,229.0
171,JUMPING SHIP,Amaarae,300,310,250,56,230,229.2
172,NO LONGER BENEFICIAL,Simi,300,310,250,57,230,229.4
173,Zinoleesky,MarlianMusic HQ,300,310,18,290,230,229.6
174,Need You,Fitila,300,310,250,58,230,229.6
175,Ubomi Abumanga,Sun-El Musician,300,310,250,59,230,229.8
176,Ginger (feat. Burna Boy),Wizkid,300,310,19,290,230,229.8
177,Koroba,Tiwa Savage,300,310,20,290,230,230.0
178,Angel,Ric Hassani,300,310,250,60,230,230.0
179,All (Official Audio) (feat. Davido),Rexxie,300,310,21,290,230,230.2
180,Konna,HarrySong,300,310,250,61,230,230.2
181,All My Life (feat. Oxlade),M.I Abaga,300,310,22,290,230,230.4
182,Only One (feat. King Promise),Navy Kenzo,300,310,250,62,230,230.4
183,Shadé,Fireboy DML,300,310,23,290,230,230.6
184,ELI,Fireboy DML,300,310,250,63,230,230.6
185,Bling (feat. Amaarae & Buju),Blaqbonez,300,310,250,290,3,230.6
186,Berna,Flavour,300,310,250,64,230,230.8
187,Verified (feat. Mayorkun),Laycon,300,310,24,290,230,230.8
188,I Choose You,Yemi Alade,300,310,250,65,230,231.0
189,ALREADY,Beyoncé,300,310,250,66,230,231.2
190,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,26,290,230,231.2
191,Gobe,Remix - L.A.X,300,310,250,67,230,231.4
192,Your Body,Mayorkun,300,310,28,290,230,231.6
193,Dis moi comment.,Tayc,300,310,250,68,230,231.6
194,Mamela,Mi Casa,300,310,250,69,230,231.8
195,Call Me Baby,Cheque,300,310,250,290,10,232.0
196,Jeshi,Harmonize,300,310,250,70,230,232.0
197,System (feat. WizKid),Dave,300,310,250,71,230,232.2
198,Naira Marley,Zinoleesky,300,310,31,290,230,232.2
199,One Time,Moelogo,300,310,250,72,230,232.4
200,Searching,Lady Donli,300,310,250,290,12,232.4
201,Vibration,Fireboy Dml,300,310,250,290,13,232.6
202,Chance,Juls,300,310,250,74,230,232.8
203,Away,Ayra Starr,300,310,250,290,14,232.8
204,See Love,Peruzzi,300,310,34,290,230,232.8
205,Baby I'm Jealous,Mr Eazi,300,310,250,290,15,233.0
206,Spiritual (feat. Patoranking & Kuami Eugene),KiDi,300,310,36,290,230,233.2
207,Ohema,Buju,300,310,250,76,230,233.2
208,AG Baby,Nailah Blackman,300,310,37,290,230,233.4
209,Scripture,Dexta Daps,300,310,250,77,230,233.4
210,PANTIES,Kagwe Mungai,300,310,250,290,18,233.6
211,Jeje,Diamond Platnumz,300,310,250,78,230,233.6
212,African Sugar (feat. Tiwa Savage),Tayc,300,310,38,290,230,233.6
213,Everything,Ric Hassani,300,310,250,79,230,233.8
214,Send Me Nudes,KiDi,300,310,250,290,19,233.8
215,French Kiss,Mr Eazi,300,310,40,290,230,234.0
216,Haunisumbui,Diamond Platnumz,300,310,250,81,230,234.2
217,In My Maserati,Olakira,300,310,250,290,21,234.2
218,Dollar (feat. R2bees),DJ Spinall,300,310,41,290,230,234.2
219,Whine,Gyakie,300,310,250,290,22,234.4
220,World People,Basketmouth,300,310,42,290,230,234.4
221,Shine Your Light (feat. Akon),Master KG,300,310,250,290,23,234.6
222,Pempe,Seyi Shay,300,310,250,83,230,234.6
223,Coachella (feat. Kwesi Arthur),Sarkodie,300,310,44,290,230,234.8
224,Meliza,DJ Flex,300,310,250,84,230,234.8
225,Nana,TomE,300,310,250,290,24,234.8
226,Baajo,Joeboy,300,310,45,290,230,235.0
227,Kwadede,Kwabena Kwabena,300,310,250,85,230,235.0
228,Baikoko,Mbosso,300,310,250,290,25,235.0
229,Say Cheese,KiDi,300,310,250,290,26,235.2
230,Constantly (feat. Mayorkun & Peruzzi),Speroachbeatz,300,310,47,290,230,235.4
231,Fine Wine (feat. King Promise & Joeboy),R2Bees,300,310,250,87,230,235.4
232,Kilode (feat. WES7AR 22),Drvmroll,300,310,48,290,230,235.6
233,Sudden,Tekno,300,310,250,88,230,235.6
234,Bossy Part II,WurlD,300,310,250,290,29,235.8
235,Roma (feat. Terri),Wizkid,300,310,49,290,230,235.8
236,La La (feat. Ckay),DaVido,300,310,250,290,30,236.0
237,Bank Notification,Ciza,300,310,250,290,31,236.2
238,Fireboy DML,Fireboy DML,300,310,53,290,230,236.6
239,Nobody,DJ Neptune,300,310,250,290,33,236.6
240,Let Dem Kno,Smallgod,300,310,54,290,230,236.8
241,Coachella ft. Kwesi Arthur (Official Video),Sarkodie,300,310,55,290,230,237.0
242,Damages,Tems,300,310,250,290,36,237.2
243,I Love You,Mr. P,300,310,250,290,37,237.4
244,Fire on the Mountain,Salatiel,300,310,250,290,38,237.6
245,Man Dem,Crayon,300,310,250,290,43,238.6
246,Thunder Fire You,Ric Hassani,300,310,250,290,45,239.0
247,Indlovu,DJ Zinhle,300,310,250,290,46,239.2
248,Ryde,Niniola,300,310,250,290,48,239.6
249,Designer,Tekno,300,310,250,290,49,239.8
250,Phone,Eli Njuchi,300,310,250,290,50,240.0
