rank,song,artist,apple,audio,youtube,boom,spotify,RT
136,Iphupho (feat. Kuhle) ,Jabzz Dimitri featuring Kuhle,300,39,250,350,290,245.8
137,KSM   ,Naza,300,40,250,350,290,246.0
138,The Jackie (with J. Cole & Lil Tjay),Bas,300,310,250,350,20,246.0
139,New Couple   ,Nandy,300,41,250,350,290,246.2
140,Know Your Worth,Khalid,300,310,250,350,21,246.2
141,Solace,Ajebo Hustlers,32,310,250,350,290,246.4
142,Eve Bounce,Remix - Yung L,300,310,250,350,22,246.4
143,I Miss You   ,Joda Kgosi,300,42,250,350,290,246.4
144,Simple Instruction   ,"Smallgod, R2Bees",300,44,250,350,290,246.8
145,E Be Mad,Mr Eazi,300,310,250,350,24,246.8
146,Joy,Blxckie and  Oxlade,34,310,250,350,290,246.8
147,Pray,Victony,35,310,250,350,290,247.0
148,Omo X 100 (feat. Olamide) ,Reminisce,300,45,250,350,290,247.0
149,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,25,247.0
150,Confident   ,Savage X Buju,300,46,250,350,290,247.2
151,Melo,Liya,36,310,250,350,290,247.2
152,Far Away,Dangbana Republik and  Bella Shmurda,37,310,250,350,290,247.4
153,ALREADY,Beyoncé,300,310,250,350,27,247.4
154,Lo Lo,Omah Lay,300,310,250,350,28,247.6
155,Gbese,Ogranya and  Show Dem Camp,38,310,250,350,290,247.6
156,Dream Girl,Global Remix - Ir Sais,300,310,250,350,29,247.8
157,FOCUS DANCE BEAT (feat. HAGMAN & ABATI) ,AJIMOVOIX_DRUMS,300,49,250,350,290,247.8
158,Baby   ,Brainee,300,50,250,350,290,248.0
159,Sweet Escape,Mizzle,40,310,250,350,290,248.0
160,See Through,Chip,300,310,250,350,30,248.0
161,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,31,248.2
162,Jemeni   ,Aymos and Focalistic,300,51,250,350,290,248.2
163,Lazarus,Dave and  Boj,41,310,250,350,290,248.2
164,In Those Eyes   ,Ogranya,300,52,250,350,290,248.4
165,Come Over (Remix),Jorja Smith,300,310,250,350,32,248.4
166,Erima (feat. Terri & Minz),DJ Latitude,42,310,250,350,290,248.4
167,Lonely,Joeboy,300,310,250,350,33,248.6
168,Bank On It,Burna Boy,43,310,250,350,290,248.6
169,Brown Skin   ,Masterkraft,300,53,250,350,290,248.6
170,Tonongo   ,"Lojay, Sarz",300,54,250,350,290,248.8
171,Smile (feat. H.E.R.),WizKid,300,310,250,350,34,248.8
172,Alone,Oladapo,45,310,250,350,290,249.0
173,Princess Cuts (feat. Young T & Bugsey),Headie One,300,310,250,350,35,249.0
174,Sokoma   ,"Blaq Jerzee, Marioo and Eddy Kenzo",300,55,250,350,290,249.0
175,Baby I'm Jealous,Mr Eazi,300,310,250,350,36,249.2
176,Shopping Spree (feat. Chris Brown & Young Thug),Davido,46,310,250,350,290,249.2
177,Right Here   ,"Walshy Fire, Terri, Cloud Beats",300,56,250,350,290,249.2
178,"My Touch (feat. Medikal, D-Black & Kwesi Arthur) [Remix]","Eugy,  Chop Daily and  Falz",47,310,250,350,290,249.4
179,In My Bed,Rotimi,300,310,250,350,37,249.4
180,Lemonade   ,Ria sean,300,57,250,350,290,249.4
181,GUPTA (feat. Lady Du & Mellow and Sleazy) ,Focalistic and Mr JazziQ,300,58,250,350,290,249.6
182,Tattoo,Fireboy DML,300,310,250,350,38,249.6
183,4AM,Manny Norté,300,310,250,350,39,249.8
184,Table for Two   ,Bella Alubo,300,59,250,350,290,249.8
185,Everytime,Spinall,300,310,250,350,40,250.0
186,Somebody (feat. Phyno),Olamide,50,310,250,350,290,250.0
187,Trouble,"DRB Lasgidi, Fresh L., Tems",300,310,250,350,41,250.2
188,Killa (feat. DaVido),Teyana Taylor,300,310,250,350,42,250.4
189,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick",300,62,250,350,290,250.4
190,Bobo,Aya Nakamura,300,310,250,350,43,250.6
191,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda,300,63,250,350,290,250.6
192,Sizophelelaphi   ,Msaki and Oskido,300,64,250,350,290,250.8
193,Pretty Girl,Adekunle Gold,300,310,250,350,44,250.8
194,Peace,Mannywellz,300,310,250,350,45,251.0
195,Dance   ,Humblesmith,300,65,250,350,290,251.0
196,Times Two (X2) (feat. Buju) ,WANI,300,66,250,350,290,251.2
197,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,46,251.2
198,Soweto Blues,Juls,300,310,250,350,47,251.4
199,Popote (feat. Vernyuy Tina) ,Wini,300,67,250,350,290,251.4
200,Lenu,Remix - Buju,300,310,250,350,48,251.6
201,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,8,350,290,251.6
202,LV N ATTN feat. Wizkid,Lojay and  Sarz,58,310,250,350,290,251.6
203,Koroba,Tiwa Savage,300,310,250,350,49,251.8
204,Forever (Remix),Gyakie,300,310,10,350,290,252.0
205,Attention,Tiwa Savage,300,310,250,350,50,252.0
206,Sans moi,Franglish and  Aya Nakamura,61,310,250,350,290,252.2
207,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,51,252.2
208,MAD,Sarz,300,310,250,350,52,252.4
209,Filo (feat. Wande Coal) ,Kelly Anthony featuring Wande Coal,300,73,250,350,290,252.6
210,Sponono,Kabza De Small,300,310,250,350,53,252.6
211,Better Thing,Joeboy,63,310,250,350,290,252.6
212,Let Dem Kno,Kwesi Arthur,300,310,13,350,290,252.6
213,The Don,Mr Eazi,300,310,250,350,54,252.8
214,Felicitation   ,"Dj Voyst, Joeboy",300,75,250,350,290,253.0
215,All Correct (feat. ToluDaDi),YN the Afropikin,66,310,250,350,290,253.2
216,Say Cheese,KiDi,300,310,250,350,56,253.2
217,Raha (feat. Nadia Mukami) ,Arrow Bwoy,300,76,250,350,290,253.2
218,Shameful   ,King OT,300,77,250,350,290,253.4
219,BROKE AGAIN (REMIX) (feat. Stonebwoy) ,Jizzle,300,78,250,350,290,253.6
220,Guestlist,Frenna,300,310,250,350,58,253.6
221,Dodo,May D,69,310,250,350,290,253.8
222,Lakiriboto   ,Liya and Davido,300,79,250,350,290,253.8
223,Solo,Shakka,300,310,250,350,59,253.8
224,Alari   ,Liya,300,80,250,350,290,254.0
225,Infinity (feat. Omah Lay),Olamide,300,310,20,350,290,254.0
226,Lento,Mr Eazi,300,310,250,350,60,254.0
227,Carefully,Nana Fofie,300,310,250,350,61,254.2
228,Spotlight (feat. El Choco),Darrell Cole,71,310,250,350,290,254.2
229,Wonder Mama (feat. Adekunle Gold),MHD,72,310,250,350,290,254.4
230,Higher,Tems,300,310,250,350,62,254.4
231,Enjoy (Remix),Tekno,300,310,23,350,290,254.6
232,One Time (feat. Reekado Banks),Moelogo,73,310,250,350,290,254.6
233,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,63,254.6
234,Flavour,Flavour,300,310,24,350,290,254.8
235,I Spy,Lila Iké,300,310,250,350,65,255.0
236,Dis moi comment.,Tayc,76,310,250,350,290,255.2
237,Zinoleesky,Naira Marley,300,310,26,350,290,255.2
238,It Go Bad,Nnabu,300,310,250,350,66,255.2
239,MOSLADO,Teni,300,310,250,350,67,255.4
240,Sweety,Yemi Alade,77,310,250,350,290,255.4
241,Location (feat. Burna Boy),Dave,300,310,250,350,68,255.6
242,Money Bag,Ria Sean,78,310,250,350,290,255.6
243,Longtime (feat. Skepta),WizKid,300,310,250,350,69,255.8
244,Baby Go,Otile Brown and  Kizz Daniel,79,310,250,350,290,255.8
245,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,70,256.0
246,Ryde,Niniola,300,310,250,350,71,256.2
247,Me Den You,KashBwoy and  Kuami Eugene,82,310,250,350,290,256.4
248,Oreke,E Kelly,300,310,250,350,72,256.4
249,Carolina,Yung D3mz,83,310,250,350,290,256.6
250,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,74,256.8
251,A Million,Mannywellz,300,310,250,350,75,257.0
252,Peace Of Mind,Rema,300,310,250,350,76,257.2
253,Semilese,Scott Giri,86,310,250,350,290,257.2
254,Nu Riddim,Ycee,300,310,250,350,77,257.4
255,Tu Amour (feat. Ojujucalaba),Jake Chowman,87,310,250,350,290,257.4
256,Champion,Fireboy DML,300,310,250,350,78,257.6
257,Fancy,Uche Malik,88,310,250,350,290,257.6
258,Felony,CKay,300,310,38,350,290,257.6
259,W I L D,Lady Donli,89,310,250,350,290,257.8
260,Wonderful,Burna Boy,300,310,250,350,79,257.8
261,Smooth MF,Agho,300,310,250,350,80,258.0
262,23,Burna Boy,300,310,41,350,290,258.2
263,JA ARA E,Burna Boy,300,310,250,350,81,258.2
264,Play Play (feat. Burna Boy),J Hus,300,310,250,350,82,258.4
265,Joro,WizKid,300,310,250,350,84,258.8
266,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,85,259.0
267,Door,Joeboy,300,310,45,350,290,259.0
268,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,86,259.2
269,I No Go Give Up On You,Mr Eazi,300,310,250,350,87,259.4
270,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,88,259.6
271,REQUIRE,DJ Tunez,300,310,250,350,89,259.8
272,Baajo,Kwesi Arthur,300,310,250,350,90,260.0
273,CHOP N PRAY,WurlD,300,310,250,350,91,260.2
274,Somebody’s Son (Audio),Tiwa Savage,300,310,51,350,290,260.2
275,African Girl Bad,Zoro,300,310,250,350,92,260.4
276,Love Nobody,WurlD,300,310,250,350,93,260.6
277,Timaya,Timaya,300,310,54,350,290,260.8
278,Repeat (feat. Koffee),J Hus,300,310,250,350,94,260.8
279,Bad Shit,Jarreau Vandal,300,310,250,350,95,261.0
280,Mayorkun,Mayorkun,300,310,56,350,290,261.2
281,Do To Me,H.E.R.,300,310,250,350,96,261.2
282,Take Me Home,Lady Donli,300,310,250,350,97,261.4
283,Risky,DaVido,300,310,250,350,99,261.8
284,Juls featuring Niniola,Juls,300,310,59,350,290,261.8
285,Beamer (Bad Boys),Rema,300,310,250,350,100,262.0
286,Sarkodie,Sarkodie,300,310,61,350,290,262.2
287,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,101,262.2
288,juju,Zubi,300,310,250,350,102,262.4
289,Pamela,Wauve,300,310,250,350,103,262.6
290,Nobody (Amapiano),DJ Neptune,300,310,250,350,104,262.8
291,My Oasis (feat. Burna Boy),Sam Smith,300,310,250,350,105,263.0
292,Body,Reen,300,310,250,350,106,263.2
293,ELI,Fireboy DML,300,310,250,350,107,263.4
294,Luva Luva,Runtown,300,310,250,350,108,263.6
295,Under Pressure,Jay Teazer,300,310,250,350,110,264.0
296,Roll It,Richie Benson,300,310,250,350,112,264.4
297,Marry Me,Smallgod,300,310,250,350,113,264.6
298,Nnobody,Nnabu,300,310,250,350,114,264.8
299,The Recipe,Aluna,300,310,250,350,115,265.0
300,Anybody,Burna Boy,300,310,250,350,116,265.2
301,Oh My,Lavaud,300,310,250,350,117,265.4
302,Surround Me,Ayotemi,300,310,250,350,118,265.6
303,Confirmed,DarkoVibes,300,310,250,350,119,265.8
304,New York City Girl,Fireboy DML,300,310,250,350,120,266.0
305,Fever,Iyanya,300,310,250,350,121,266.2
306,Might Let You (feat. Davido),Tink,300,310,250,350,124,266.8
307,Angelina,Juls,300,310,250,350,125,267.0
308,Sweetie Odo,Juls,300,310,250,350,126,267.2
309,Comfortable (feat. Davido),Preme,300,310,250,350,127,267.4
310,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,128,267.6
311,Dollas and Cents,TOBi,300,310,250,350,129,267.8
312,Badman Love,Remix - Skales,300,310,250,350,130,268.0
313,Proppa,Etana,300,310,250,350,131,268.2
314,Midnight Boom,with ChocQuibTown & Afro B - Ir Sais,300,310,250,350,132,268.4
315,Simple Things [Feat. Tory Lanez & Rema],DJDS,300,310,250,350,133,268.6
316,Grandad,NSG,300,310,250,350,134,268.8
317,FIND YOUR WAY BACK,Beyoncé,300,310,250,350,135,269.0
318,Going Out Of My Way (feat. Mr Eazi),M.O,300,310,250,350,136,269.2
319,Curious (feat. Jimi Tents & Garren),VanJess,300,310,250,350,137,269.4
320,Beg Friend,Juls,300,310,250,350,138,269.6
321,Dumebi (Remix),Rema,300,310,250,350,139,269.8
322,Wishes,Juls,300,310,250,350,140,270.0
323,"Sorrow, Tears And Blood",GoldLink,300,310,250,350,141,270.2
324,On It (feat. PnB Rock & K1NG),Crumz,300,310,250,350,142,270.4
