rank,song,artist,apple,audio,youtube,boom,spotify,RT
62,Don Dada,Timaya,300,310,250,15,290,233.0
63,Cho Cho ft. Davido & Mayorkun,Zlatan,300,310,250,16,290,233.2
64,Story,Greatman Takit,300,310,250,17,290,233.4
65,Pempe ft. Yemi Alade,Seyi Shay,300,310,250,18,290,233.6
66,Joro Kini Joro,Wizerd,300,310,250,19,290,233.8
67,Rotate (Freestyle),Mr Eazi,300,310,250,20,290,234.0
68,Holy Ghost Fire ft. The Cavemen,KDDO,300,310,250,21,290,234.2
69,Off You ft. KiDi,Young Jonn,300,310,250,22,290,234.4
70,Whyne,Akuchi,300,310,250,25,290,235.0
71,Obodo,JINNY SAVAGE,300,310,250,26,290,235.2
72,My Daddy,Greatman Takit,300,310,250,27,290,235.4
73,Verified ft. Mayorkun,Laycon,300,310,250,28,290,235.6
74,Too Correct ft. Rema,Crayon,300,310,250,31,290,236.2
75,Koleyewon,Naira Marley,300,310,250,33,290,236.6
76,"Lagos Anthem (Remix) ft. Oberz, Frescool, Oladips, Kabex & Trod",Zlatan,300,310,250,35,290,237.0
77,Pronto ft. Omah Lay,Ajebo Hustlers,300,310,250,36,290,237.2
78,Jafafa ft. Mohbad,Chinko Ekun,300,310,250,37,290,237.4
79,Sugar Daddy ft. Olamide,Dj Enimoney,300,310,250,38,290,237.6
80,Money ft. Bella Shmurda & Mohbad,terri,300,310,250,39,290,237.8
81,Focus Vibe,Slimcase,300,310,250,40,290,238.0
82,GAT ME SINGING,Luddy Dave,300,310,250,42,290,238.4
83,Assalamu Alakaium   ,Gemini Major,300,3,250,350,290,238.6
84,Constantly ft. Mayorkun & Peruzzi,Speroachbeatz,300,310,250,43,290,238.6
85,6AM,Blaq Jerzee,300,310,250,44,290,238.8
86,Alari   ,Liya,300,4,250,350,290,238.8
87,Raha (feat. Nadia Mukami) ,Arrow Bwoy,300,5,250,350,290,239.0
88,Wonder (feat. Patoranking) ,Dremo,300,6,250,350,290,239.2
89,Egbon ft. Phyno,Masterkraft,300,310,250,46,290,239.2
90,Kilofese (Remix) ft. Mayorkun & Busiswa,Zinoleesky,300,310,250,47,290,239.4
91,Who Talk (feat. Adekunle Gold & Ria Sean) ,Moelogo,300,7,250,350,290,239.4
92,Jackpot ft. Bella Shumurda,Crayon,300,310,250,48,290,239.6
93,All Mine Remix (feat. Buju) ,Kinsolo,300,9,250,350,290,239.8
94,Kabaa ft. Mayorkun,Idowest,300,310,250,49,290,239.8
95,Round 2 (feat. Giggs) ,Sarkodie,300,12,250,350,290,240.4
96,Professor  Peller (feat. Zlatan) ,Seyi Vibez,300,13,250,350,290,240.6
97,Party Next Door   ,"Dangbana Republik, Bella Shmurda",300,15,250,350,290,241.0
98,First Sermon   ,Black Sherif,300,17,250,350,290,241.4
99,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth) ",Jay Bahd,300,18,250,350,290,241.6
100,Antidote (feat. Adekunle Gold),Nao,300,310,250,350,1,242.2
101,Love Somebody,Rotimi,300,310,250,350,2,242.4
102,Jennifer Remix (feat. Rayvanny) ,Guchi ft Rayvanny,300,23,250,350,290,242.6
103,Mandy,Scribz Riley,300,310,250,350,4,242.8
104,LOML (feat. Olamide),Cheque,14,310,250,350,290,242.8
105,Cut Soap   ,DJ Xclusive and Rulerboy,300,24,250,350,290,242.8
106,Real Life (feat. Stormzy),Burna Boy,300,310,250,350,5,243.0
107,Falling (feat. Kidi),Nviiri The Storyteller,15,310,250,350,290,243.0
108,Touch It   ,KiDi,300,25,250,350,290,243.0
109,Bena,Jinmi Abduls,16,310,250,350,290,243.2
110,Yote Sawa   ,Nandy,300,26,250,350,290,243.2
111,Damn (feat. 6lack),Omah Lay,300,310,250,350,6,243.2
112,Free Your Mind (feat. Jux & BlaqJerzee) ,BlaqJerzee,300,27,250,350,290,243.4
113,Satisfy My Soul,Ria Sean,17,310,250,350,290,243.4
114,Praise   ,Fameye,300,28,250,350,290,243.6
115,D & G (feat. Summer Walker),DaVido,300,310,250,350,8,243.6
116,Sinner,Adekunle Gold and  Lucky Daye,18,310,250,350,290,243.6
117,Trouble,"DRB Lasgidi, Fresh L., Tems",300,310,250,350,9,243.8
118,Nimekuzoea   ,Nandy,300,29,250,350,290,243.8
119,All (feat. Davido) ,Rexxie featuring Davido,300,30,250,350,290,244.0
120,Tekiller   ,CDQ,300,31,250,350,290,244.2
121,Cocaine,Dai Verse,22,310,250,350,290,244.4
122,Gum Body (feat. Jorja Smith),Burna Boy,300,310,250,350,12,244.4
123,All The Above   ,Show Dem Camp,300,32,250,350,290,244.4
124,No Stress,WizKid,300,310,250,350,13,244.6
125,Somebodyxe2x80x99s Son (feat. Brandy),Tiwa Savage,24,310,250,350,290,244.8
126,Silver Tongue Devil (feat. Shenseea),Masego,300,310,250,350,14,244.8
127,AWAY,Oxlade,300,310,250,350,15,245.0
128,Chargie (feat. Jonny Blaze & Stadic) ,"Reekado Banks, Teejay & Lord Afrixana",300,35,250,350,290,245.0
129,WHAT YOU NEED,Kinsolo,25,310,250,350,290,245.0
130,"Ndombolo (feat. K2ga, Abdukiba & Tommy Flavour) ",Alikiba,300,36,250,350,290,245.2
131,Eve Bounce,Remix - Yung L,300,310,250,350,16,245.2
132,Naira Marley,Zinoleesky,26,310,250,350,290,245.2
133,Dorime (feat. Musette & Vector) ,Samklef,300,37,250,350,290,245.4
134,MAKAVELI,T-Classic,27,310,250,350,290,245.4
135,Ginger Me,Rema,300,310,250,350,17,245.4
136,Blessings REMIX (feat. French Montana & Davido),Angel,300,310,250,350,18,245.6
137,Work Fada (feat. Nas & Rich King) ,Tiwa Savage,300,38,250,350,290,245.6
138,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,19,245.8
139,Salute (feat. RudeBoy) ,Alikiba,300,39,250,350,290,245.8
140,Mama Mia (feat. Joeboy),Jaido P,29,310,250,350,290,245.8
141,Iphupho (feat. Kuhle) ,Jabzz Dimitri featuring Kuhle,300,40,250,350,290,246.0
142,Shako,Barry Jhay,30,310,250,350,290,246.0
143,Know Your Worth,Khalid,300,310,250,350,20,246.0
144,New Couple   ,Nandy,300,41,250,350,290,246.2
145,Can't Let You Go,Stefflon Don,300,310,250,350,21,246.2
146,I Miss You   ,Joda Kgosi,300,42,250,350,290,246.4
147,Blessed (feat. Damian Marley),WizKid,300,310,250,350,23,246.6
148,Omo X 100 (feat. Olamide) ,Reminisce,300,44,250,350,290,246.8
149,Lo Lo,Omah Lay,300,310,250,350,24,246.8
150,Dream Girl,Global Remix - Ir Sais,300,310,250,350,25,247.0
151,Confident   ,Savage X Buju,300,45,250,350,290,247.0
152,Practice Patience,YKB,36,310,250,350,290,247.2
153,Baby I'm Jealous,Mr Eazi,300,310,250,350,26,247.2
154,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,27,247.4
155,Come Over (Remix),Jorja Smith,300,310,250,350,28,247.6
156,In My Bed,Rotimi,300,310,250,350,29,247.8
157,FOCUS DANCE BEAT (feat. HAGMAN & ABATI) ,AJIMOVOIX_DRUMS,300,49,250,350,290,247.8
158,Baby   ,Brainee,300,50,250,350,290,248.0
159,Lonely,Joeboy,300,310,250,350,30,248.0
160,Jemeni   ,Aymos and Focalistic,300,51,250,350,290,248.2
161,ALREADY,Beyoncé,300,310,250,350,31,248.2
162,4AM,Manny Norté,300,310,250,350,32,248.4
163,Migrate,Ayanfe and  Davido,42,310,250,350,290,248.4
164,In Those Eyes   ,Ogranya,300,52,250,350,290,248.4
165,Brown Skin   ,Masterkraft,300,53,250,350,290,248.6
166,Princess Cuts (feat. Young T & Bugsey),Headie One,300,310,250,350,33,248.6
167,Smile (feat. H.E.R.),WizKid,300,310,250,350,34,248.8
168,Sokoma   ,"Blaq Jerzee, Marioo and Eddy Kenzo",300,54,250,350,290,248.8
169,Lazarus,Dave and  Boj,44,310,250,350,290,248.8
170,Hata Iweje,Jaivah,45,310,250,350,290,249.0
171,Longtime (feat. Skepta),WizKid,300,310,250,350,35,249.0
172,Right Here   ,"Walshy Fire, Terri, Cloud Beats",300,55,250,350,290,249.0
173,Lemonade   ,Ria sean,300,56,250,350,290,249.2
174,Frenemies (feat. Oxlade),Rexxie,46,310,250,350,290,249.2
175,E Be Mad,Mr Eazi,300,310,250,350,36,249.2
176,GUPTA (feat. Lady Du & Mellow and Sleazy) ,Focalistic and Mr JazziQ,300,57,250,350,290,249.4
177,Everytime,Spinall,300,310,250,350,37,249.4
178,Table for Two   ,Bella Alubo,300,58,250,350,290,249.6
179,Sponono,Kabza De Small,300,310,250,350,38,249.6
180,Shopping Spree (feat. Chris Brown & Young Thug),Davido,48,310,250,350,290,249.6
181,Bobo,Aya Nakamura,300,310,250,350,39,249.8
182,Steady,Wizkid,49,310,250,350,290,249.8
183,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick",300,60,250,350,290,250.0
184,It Go Bad,Nnabu,300,310,250,350,40,250.0
185,LV N ATTN feat. Wizkid,Lojay and  Sarz,50,310,250,350,290,250.0
186,NEED ME,Gyakie,51,310,250,350,290,250.2
187,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda,300,61,250,350,290,250.2
188,See Through,Chip,300,310,250,350,41,250.2
189,Sizophelelaphi   ,Msaki and Oskido,300,62,250,350,290,250.4
190,Koroba,Tiwa Savage,300,310,250,350,42,250.4
191,Cool Me Down,Majeek,52,310,250,350,290,250.4
192,Tattoo,Fireboy DML,300,310,250,350,43,250.6
193,Dance   ,Humblesmith,300,63,250,350,290,250.6
194,Peace,Mannywellz,300,310,250,350,44,250.8
195,Pay Me,Troniq Music and  Oxlade,54,310,250,350,290,250.8
196,Times Two (X2) (feat. Buju) ,WANI,300,64,250,350,290,250.8
197,Popote (feat. Vernyuy Tina) ,Wini,300,65,250,350,290,251.0
198,Summer Bounce,Blaq Jerzee and  Joeboy,55,310,250,350,290,251.0
199,Killa (feat. DaVido),Teyana Taylor,300,310,250,350,46,251.2
200,Fayah (feat. Alpha P),Rotimi,56,310,250,350,290,251.2
201,Drug Test   ,Naira Marley,300,66,250,350,290,251.2
202,Soweto Blues,Juls,300,310,250,350,47,251.4
203,Trina,Jinmi Abduls,57,310,250,350,290,251.4
204,Ogogoro   ,Yemi Alade,300,68,250,350,290,251.6
205,STAMINA (feat. LuuDadeejay),WurlD and  Major League Djz,59,310,250,350,290,251.8
206,Alubarika (feat. Buju) ,Zlatan,300,69,250,350,290,251.8
207,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,49,251.8
208,Pretty Girl,Adekunle Gold,300,310,250,350,50,252.0
209,BE MY LOVER   ,"Jizzle, Mr Eazi",300,70,250,350,290,252.0
210,MOSLADO,Teni,300,310,250,350,51,252.2
211,Ring My Line (feat. Headie One),King Promise,61,310,250,350,290,252.2
212,Filo (feat. Wande Coal) ,Kelly Anthony featuring Wande Coal,300,71,250,350,290,252.2
213,Carolina,Yung D3mz,62,310,250,350,290,252.4
214,Guestlist,Frenna,300,310,250,350,52,252.4
215,Let Dem Kno,Kwesi Arthur,300,310,13,350,290,252.6
216,Say Cheese,KiDi,300,310,250,350,53,252.6
217,Felicitation   ,"Dj Voyst, Joeboy",300,73,250,350,290,252.6
218,Shameful   ,King OT,300,74,250,350,290,252.8
219,Attention,Tiwa Savage,300,310,250,350,54,252.8
220,Man Up,Waye,64,310,250,350,290,252.8
221,BROKE AGAIN (REMIX) (feat. Stonebwoy) ,Jizzle,300,75,250,350,290,253.0
222,Oreke,E Kelly,300,310,250,350,55,253.0
223,make me feel (feat. Tori J & Yung D3mz),Ginius,65,310,250,350,290,253.0
224,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,15,350,290,253.0
225,A Million,Mannywellz,300,310,250,350,56,253.2
226,Lakiriboto   ,Liya and Davido,300,76,250,350,290,253.2
227,Forever (Remix),Gyakie,300,310,16,350,290,253.2
228,Solace,Ajebo Hustlers,66,310,250,350,290,253.2
229,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,57,253.4
230,Joy,Blxckie and  Oxlade,67,310,250,350,290,253.4
231,Pray,Victony,68,310,250,350,290,253.6
232,+234 (Daily Paper)   ,PsychoYP,300,78,250,350,290,253.6
233,Ryde,Niniola,300,310,250,350,58,253.6
234,Door,Kwesi Arthur,300,310,18,350,290,253.6
235,Melo,Liya,69,310,250,350,290,253.8
236,Lento,Mr Eazi,300,310,250,350,59,253.8
237,Far Away,Dangbana Republik and  Bella Shmurda,70,310,250,350,290,254.0
238,Peace Of Mind,Rema,300,310,250,350,60,254.0
239,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,61,254.2
240,No More (feat. Ozbeazy) ,Looking for Avala,300,81,250,350,290,254.2
241,Erima (feat. Terri & Minz),DJ Latitude,72,310,250,350,290,254.4
242,Ewele (feat. Dunnie & Focalistic) ,Gemini Major,300,82,250,350,290,254.4
243,Bank On It,Burna Boy,73,310,250,350,290,254.6
244,Nu Riddim,Ycee,300,310,250,350,63,254.6
245,in the light (feat. Ayra Starr) ,Johnny Drille featuring Ayra Starr,300,83,250,350,290,254.6
246,Higher,Tems,300,310,250,350,64,254.8
247,Flavour,Flavour,300,310,24,350,290,254.8
248,MAD,Sarz,300,310,250,350,65,255.0
249,Lenu,Remix - Buju,300,310,250,350,66,255.2
250,Alone,Oladapo,76,310,250,350,290,255.2
251,Infinity (feat. Omah Lay),Olamide,300,310,27,350,290,255.4
252,Solo,Shakka,300,310,250,350,68,255.6
253,Champion,Fireboy DML,300,310,250,350,69,255.8
254,Location (feat. Burna Boy),Dave,300,310,250,350,70,256.0
255,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,71,256.2
256,Zinoleesky,Naira Marley,300,310,31,350,290,256.2
257,Sans moi,Franglish and  Aya Nakamura,82,310,250,350,290,256.4
258,Enjoy (Remix),Tekno,300,310,32,350,290,256.4
259,The Jackie (with J. Cole & Lil Tjay),Bas,300,310,250,350,72,256.4
260,Felony,CKay,300,310,33,350,290,256.6
261,Wonder Mama (feat. Adekunle Gold),MHD,84,310,250,350,290,256.8
262,Do To Me,H.E.R.,300,310,250,350,74,256.8
263,Dis moi comment.,Tayc,85,310,250,350,290,257.0
264,Bad Shit,Jarreau Vandal,300,310,250,350,75,257.0
265,Sweety,Yemi Alade,86,310,250,350,290,257.2
266,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,76,257.2
267,Carefully,Nana Fofie,300,310,250,350,77,257.4
268,The Recipe,Aluna,300,310,250,350,78,257.6
269,Juls featuring Niniola,Juls,300,310,38,350,290,257.6
270,Smooth MF,Agho,300,310,250,350,79,257.8
271,Play Play (feat. Burna Boy),J Hus,300,310,250,350,80,258.0
272,Wonderful,Burna Boy,300,310,250,350,82,258.4
273,The Don,Mr Eazi,300,310,250,350,83,258.6
274,Repeat (feat. Koffee),J Hus,300,310,250,350,84,258.8
275,Love Nobody,WurlD,300,310,250,350,85,259.0
276,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,86,259.2
277,Dollas and Cents,TOBi,300,310,250,350,87,259.4
278,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,89,259.8
279,Joro,WizKid,300,310,250,350,90,260.0
280,Baajo,Kwesi Arthur,300,310,250,350,92,260.4
281,Oxlade,Oxlade,300,310,53,350,290,260.6
282,Risky,DaVido,300,310,250,350,93,260.6
283,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,94,260.8
284,Non Living Things,Sarkodie,300,310,54,350,290,260.8
285,Oh My,Lavaud,300,310,250,350,95,261.0
286,Pamela,Wauve,300,310,250,350,96,261.2
287,Anybody,Burna Boy,300,310,250,350,97,261.4
288,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,98,261.6
289,REQUIRE,DJ Tunez,300,310,250,350,99,261.8
290,CHOP N PRAY,WurlD,300,310,250,350,100,262.0
291,Marry Me,Smallgod,300,310,250,350,101,262.2
292,I Spy,Lila Iké,300,310,250,350,102,262.4
293,HOLD ON,Oxlade,300,310,250,350,103,262.6
294,JA ARA E,Burna Boy,300,310,250,350,104,262.8
295,My Oasis (feat. Burna Boy),Sam Smith,300,310,250,350,105,263.0
296,Badman Love,Remix - Skales,300,310,250,350,106,263.2
297,African Girl Bad,Zoro,300,310,250,350,107,263.4
298,Woman,Doja Cat,300,310,250,350,112,264.4
299,Fiction (feat. Busy Signal),Rotimi,300,310,250,350,113,264.6
300,Point and Kill,Little Simz,300,310,250,350,114,264.8
301,Dangerous Love,Møme Edit - Tiwa Savage,300,310,250,350,115,265.0
302,Take Me Home,Lady Donli,300,310,250,350,116,265.2
303,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,117,265.4
304,So Lovely,Buju,300,310,250,350,118,265.6
305,Wishes,Juls,300,310,250,350,120,266.0
306,FIND YOUR WAY BACK,Beyoncé,300,310,250,350,121,266.2
307,Beg Friend,Juls,300,310,250,350,122,266.4
308,Comfortable (feat. Davido),Preme,300,310,250,350,123,266.6
309,Midnight Boom,with ChocQuibTown & Afro B - Ir Sais,300,310,250,350,124,266.8
310,Grandad,NSG,300,310,250,350,126,267.2
311,Tsunami (feat. Davido),Pop Smoke,300,310,250,350,127,267.4
312,Rumour,Kaien Cruz,300,310,250,350,128,267.6
313,Body,Reen,300,310,250,350,129,267.8
314,Angelina,Juls,300,310,250,350,130,268.0
315,Epo,Joe El,300,310,250,350,131,268.2
316,Strong & Solid,GMK,300,310,250,350,132,268.4
317,I No Go Give Up On You,Mr Eazi,300,310,250,350,136,269.2
318,juju,Zubi,300,310,250,350,137,269.4
319,Temptation,Tiwa Savage,300,310,250,350,138,269.6
320,Doudou,Aya Nakamura,300,310,250,350,139,269.8
321,Curious (feat. Jimi Tents & Garren),VanJess,300,310,250,350,140,270.0
322,Gimme Love,Remix - Seyi Shay,300,310,250,350,141,270.2
323,New York City Girl,Fireboy DML,300,310,250,350,142,270.4
324,Nobody (Amapiano),DJ Neptune,300,310,250,350,143,270.6
325,Simple Things [Feat. Tory Lanez & Rema],DJDS,300,310,250,350,144,270.8
326,Zodi (feat. Mr Eazi),Jidenna,300,310,250,350,145,271.0
327,Wicked,Juls,300,310,250,350,146,271.2
328,Fiesta,Opvibes,300,310,250,350,147,271.4
329,Questions (feat. Kojo Funds),Gino J,300,310,250,350,148,271.6
