rank,song,artist,apple,audio,youtube,boom,spotify,RT
37,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Niniola,300,310,40,4,290,188.8
38,Rise Up   ,2Baba and  Falz,50,7,250,350,290,189.4
39,Party Next Door   ,Dangbana Republik and  Bella Shmurda,46,12,250,350,290,189.6
40,PEPE ft. Davido,Davido,300,310,44,7,290,190.2
41,All (feat. Davido) ,Rexxie,33,28,250,350,290,190.2
42,Verified ft. Mayorkun,Laycon,79,310,250,27,290,191.2
43,System (feat. WizKid),Dave and  Wizkid,4,310,250,350,53,193.4
44,Off You ft. KiDi,Young Jonn,300,310,45,22,290,193.4
45,Pronto ft. Omah Lay,Ajebo Hustlers,300,310,38,35,290,194.6
46,Monalisa,Lojay and  Sarz,24,310,2,350,290,195.2
47,AWAY,Ayra Starr,300,74,250,350,7,196.2
48,Loco ft. Mayorkun,KDDO,300,310,42,44,290,197.2
49,Naira Marley,Zinoleesky,10,310,35,350,290,199.0
50,Fine Wine (feat. King Promise & Joeboy) ,R2Bees,65,43,250,350,290,199.6
51,Celebrate Me (Official Video),Patoranking,300,33,27,350,290,200.0
52,Blessed (feat. Damian Marley),Wizkid,52,310,250,350,41,200.6
53,Bling ft. Amaarae & Buju (Official Video),Blaqbonez,34,310,22,350,290,201.2
54,Southy Love (feat. Fireboy DML),Peruzzi,27,310,31,350,290,201.6
55,Baajo,Kwesi Arthur and  Joeboy,37,310,250,350,82,205.8
56,It Is What It Is,Adekunle Gold,47,310,34,350,290,206.2
57,Angelina,Dreamboy,300,83,250,350,131,222.8
58,Peteru (Peter),Greatman Takit,300,310,250,10,290,232.0
59,Don Dada,Timaya,300,310,250,14,290,232.8
60,Cho Cho ft. Davido & Mayorkun,Zlatan,300,310,250,15,290,233.0
61,Story,Greatman Takit,300,310,250,16,290,233.2
62,Pempe ft. Yemi Alade,Seyi Shay,300,310,250,17,290,233.4
63,Joro Kini Joro,Wizerd,300,310,250,18,290,233.6
64,Rotate (Freestyle),Mr Eazi,300,310,250,19,290,233.8
65,OLOFOFO,Victor AD,300,310,250,20,290,234.0
66,Holy Ghost Fire ft. The Cavemen,KDDO,300,310,250,21,290,234.2
67,Whyne,Akuchi,300,310,250,25,290,235.0
68,My Daddy,Greatman Takit,300,310,250,26,290,235.2
69,Too Correct ft. Rema,Crayon,300,310,250,30,290,236.0
70,Koleyewon,Naira Marley,300,310,250,32,290,236.4
71,"Lagos Anthem (Remix) ft. Oberz, Frescool, Oladips, Kabex & Trod",Zlatan,300,310,250,34,290,236.8
72,Jafafa ft. Mohbad,Chinko Ekun,300,310,250,36,290,237.2
73,Sugar Daddy ft. Olamide,Dj Enimoney,300,310,250,37,290,237.4
74,Money ft. Bella Shmurda & Mohbad,terri,300,310,250,38,290,237.6
75,Focus Vibe,Slimcase,300,310,250,39,290,237.8
76,GAT ME SINGING,Luddy Dave,300,310,250,41,290,238.2
77,Constantly ft. Mayorkun & Peruzzi,Speroachbeatz,300,310,250,42,290,238.4
78,6AM,Blaq Jerzee,300,310,250,43,290,238.6
79,All Mine Remix (feat. Buju) ,Kinsolo,300,4,250,350,290,238.8
80,Egbon ft. Phyno,Masterkraft,300,310,250,45,290,239.0
81,Kilofese (Remix) ft. Mayorkun & Busiswa,Zinoleesky,300,310,250,46,290,239.2
82,Jackpot ft. Bella Shumurda,Crayon,300,310,250,47,290,239.4
83,Kabaa ft. Mayorkun,Idowest,300,310,250,48,290,239.6
84,Round 2 (feat. Giggs) ,Sarkodie,300,8,250,350,290,239.6
85,Obodo,JINNY SAVAGE,300,310,250,50,290,240.0
86,Sinner,Adekunle Gold and  Lucky Daye,2,310,250,350,290,240.4
87,"IYO (feat. Focalistic, Mapara A Jazz & Ntosh Gazi) ",Diamond Platnumz,300,13,250,350,290,240.6
88,First Sermon   ,Black Sherif,300,15,250,350,290,241.0
89,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth) ",Jay Bahd,300,16,250,350,290,241.2
90,Far Away,Dangbana Republik and  Bella Shmurda,9,310,250,350,290,241.8
91,Antidote (feat. Adekunle Gold),Nao,300,310,250,350,1,242.2
92,Jennifer Remix (feat. Rayvanny) ,Guchi ft Rayvanny,300,21,250,350,290,242.2
93,Cut Soap   ,DJ Xclusive and Rulerboy,300,22,250,350,290,242.4
94,Love Somebody,Rotimi,300,310,250,350,2,242.4
95,Touch It   ,KiDi,300,23,250,350,290,242.6
96,Shopping Spree (feat. Chris Brown & Young Thug),Davido,13,310,250,350,290,242.6
97,Real Life (feat. Stormzy),Burna Boy,300,310,250,350,4,242.8
98,Yote Sawa   ,Nandy,300,24,250,350,290,242.8
99,Solace,Ajebo Hustlers,14,310,250,350,290,242.8
100,Free Your Mind   ,Blaq Jerzee & Jux,300,25,250,350,290,243.0
101,Better Thing,Joeboy,15,310,250,350,290,243.0
102,Mandy,Scribz Riley,300,310,250,350,5,243.0
103,D & G (feat. Summer Walker),DaVido,300,310,250,350,6,243.2
104,Praise   ,Fameye,300,26,250,350,290,243.2
105,Nimekuzoea   ,Nandy,300,27,250,350,290,243.4
106,Pray,Victony,18,310,250,350,290,243.6
107,No Stress,WizKid,300,310,250,350,8,243.6
108,Tekiller   ,CDQ,300,29,250,350,290,243.8
109,All The Above   ,Show Dem Camp,300,30,250,350,290,244.0
110,Damn (feat. 6lack),Omah Lay,300,310,250,350,10,244.0
111,WOW,Marioo,21,310,250,350,290,244.2
112,Kamata   ,Diamond Platnumz,300,31,250,350,290,244.2
113,Silver Tongue Devil (feat. Shenseea),Masego,300,310,250,350,11,244.2
114,Can't Let You Go,Stefflon Don,300,310,250,350,12,244.4
115,Lo Lo,Omah Lay,300,310,250,350,14,244.8
116,Chargie (feat. Jonny Blaze & Stadic) ,"Reekado Banks, Teejay & Lord Afrixana",300,34,250,350,290,244.8
117,Blessings REMIX (feat. French Montana & Davido),Angel,300,310,250,350,15,245.0
118,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour) ",Alikiba,300,35,250,350,290,245.0
119,Dorime (feat. Musette & Vector) ,Samklef,300,36,250,350,290,245.2
120,Look At Her (L.A.H),"Nqobilxc3xa9,  Nadia Rose and  Dancegod Lloyd",26,310,250,350,290,245.2
121,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,16,245.2
122,Eve Bounce,Remix - Yung L,300,310,250,350,17,245.4
123,Salute (feat. RudeBoy) ,Alikiba,300,37,250,350,290,245.4
124,Iphupho (feat. Kuhle) ,Jabzz Dimitri featuring Kuhle,300,38,250,350,290,245.6
125,Baby I'm Jealous,Mr Eazi,300,310,250,350,18,245.6
126,4AM,Manny Norté,300,310,250,350,19,245.8
127,KSM   ,Naza,300,39,250,350,290,245.8
128,New Couple   ,Nandy,300,40,250,350,290,246.0
129,Ginger Me,Rema,300,310,250,350,20,246.0
130,Soweto Blues,Juls,300,310,250,350,21,246.2
131,I Miss You   ,Joda Kgosi,300,41,250,350,290,246.2
132,Rappers (feat. Dremo) ,Dreylo featuring Dremo,300,42,250,350,290,246.4
133,Dream Girl,Global Remix - Ir Sais,300,310,250,350,22,246.4
134,Princess Cuts (feat. Young T & Bugsey),Headie One,300,310,250,350,23,246.6
135,Simple Instruction   ,"Smallgod, R2Bees",300,44,250,350,290,246.8
136,Lonely,Joeboy,300,310,250,350,24,246.8
137,W I L D,Lady Donli,35,310,250,350,290,247.0
138,Omo X 100 (feat. Olamide) ,Reminisce,300,45,250,350,290,247.0
139,Come Over (Remix),Jorja Smith,300,310,250,350,25,247.0
140,In My Bed,Rotimi,300,310,250,350,26,247.2
141,Confident   ,Savage X Buju,300,46,250,350,290,247.2
142,Unconditionally,Ajebutter 22 and  Oxlade,36,310,250,350,290,247.2
143,Smile (feat. H.E.R.),WizKid,300,310,250,350,27,247.4
144,Longtime (feat. Skepta),WizKid,300,310,250,350,28,247.6
145,E Be Mad,Mr Eazi,300,310,250,350,29,247.8
146,I DONT MIND,Tosin Robeck,39,310,250,350,290,247.8
147,FOCUS DANCE BEAT (feat. HAGMAN & ABATI) ,AJIMOVOIX_DRUMS,300,49,250,350,290,247.8
148,Somebody (feat. Phyno),Olamide,40,310,250,350,290,248.0
149,Baby   ,Brainee,300,50,250,350,290,248.0
150,Bank On It,Burna Boy,41,310,250,350,290,248.2
151,ALREADY,Beyoncé,300,310,250,350,31,248.2
152,Jemeni   ,Aymos and Focalistic,300,51,250,350,290,248.2
153,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,32,248.4
154,In Those Eyes   ,Ogranya,300,52,250,350,290,248.4
155,Yafun Yafun,Ajebo Hustlers,42,310,250,350,290,248.4
156,Wonder Mama (feat. Adekunle Gold),MHD,43,310,250,350,290,248.6
157,Brown Skin   ,Masterkraft,300,53,250,350,290,248.6
158,Pretty Girl,Adekunle Gold,300,310,250,350,33,248.6
159,Say Cheese,KiDi,300,310,250,350,34,248.8
160,Fancy,Uche Malik,44,310,250,350,290,248.8
161,Tonongo   ,"Lojay, Sarz",300,54,250,350,290,248.8
162,Sokoma   ,"Blaq Jerzee, Marioo and Eddy Kenzo",300,55,250,350,290,249.0
163,MAD,Sarz,300,310,250,350,35,249.0
164,Last Dance (feat. Anguesomo),A-STAR,45,310,250,350,290,249.0
165,Right Here   ,"Walshy Fire, Terri, Cloud Beats",300,56,250,350,290,249.2
166,Killa (feat. DaVido),Teyana Taylor,300,310,250,350,36,249.2
167,Lemonade   ,Ria sean,300,57,250,350,290,249.4
168,GUPTA (feat. Lady Du & Mellow and Sleazy) ,Focalistic and Mr JazziQ,300,58,250,350,290,249.6
169,Koroba,Tiwa Savage,300,310,250,350,38,249.6
170,Feel Good,MohBad,48,310,250,350,290,249.6
171,Hurricane (feat. Buju Banton) ,Tomi Thomas,300,59,250,350,290,249.8
172,Dear,Big Fizzo and  Jux,49,310,250,350,290,249.8
173,World   ,"Dangbana Republik, Bella Shmurda",300,60,250,350,290,250.0
174,Money Man (feat. Kuami Eugene) [Remix],Malcolm Nuna,51,310,250,350,290,250.2
175,PEAKING   ,Tay Iwar,300,61,250,350,290,250.2
176,Attitude (feat. H Baba & Awilo Longomba) ,Harmonize,300,62,250,350,290,250.4
177,Oreke,E Kelly,300,310,250,350,42,250.4
178,Gum Body (feat. Jorja Smith),Burna Boy,300,310,250,350,43,250.6
179,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,3,350,290,250.6
180,"Currently (feat. Olamide, Falz & LK Kuddy) ",Kizz Daniel,300,64,250,350,290,250.8
181,Know Your Worth,Khalid,300,310,250,350,44,250.8
182,Frenemies (feat. Oxlade),Rexxie,54,310,250,350,290,250.8
183,Sore (Remix)   ,"Yaw Tog, Stormzy & Kwesi Arthur",300,65,250,350,290,251.0
184,The Don,Mr Eazi,300,310,250,350,45,251.0
185,Shege,Purple Plutonian,56,310,250,350,290,251.2
186,Focus   ,Joeboy,300,66,250,350,290,251.2
187,Champion,Fireboy DML,300,310,250,350,46,251.2
188,Fireboy DML,Fireboy DML,300,310,6,350,290,251.2
189,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick",300,67,250,350,290,251.4
190,Lady,Nchinye,57,310,250,350,290,251.4
191,Tattoo,Fireboy DML,300,310,250,350,47,251.4
192,No Sleeping (feat. Zlatan),1da Banton,58,310,250,350,290,251.6
193,Location (feat. Burna Boy),Dave,300,310,250,350,48,251.6
194,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda,300,68,250,350,290,251.6
195,Sweet Escape,Mizzle,59,310,250,350,290,251.8
196,Smooth MF,Agho,300,310,250,350,49,251.8
197,Celebration   ,Joeboy,300,69,250,350,290,251.8
198,See Through,Chip,300,310,250,350,50,252.0
199,One Time (feat. Reekado Banks),Moelogo,60,310,250,350,290,252.0
200,Peace Of Mind,Rema,300,310,250,350,51,252.2
201,Peace,Mannywellz,300,310,250,350,52,252.4
202,Dis moi comment.,Tayc,63,310,250,350,290,252.6
203,Sans moi,Franglish and  Aya Nakamura,64,310,250,350,290,252.8
204,Attention,Tiwa Savage,300,310,250,350,54,252.8
205,Door,Joeboy,300,310,14,350,290,252.8
206,Infinity (feat. Omah Lay),Olamide,300,310,15,350,290,253.0
207,Lenu,Remix - Buju,300,310,250,350,55,253.0
208,Let Dem Kno,Smallgod,300,310,16,350,290,253.2
209,Boom Bam (feat. Young T & Bugsey),Not3s,300,310,250,350,56,253.2
210,Ryde,Niniola,300,310,250,350,57,253.4
211,T.Y.B,"Del B,  Phyno and  Mufasa",67,310,250,350,290,253.4
212,Enjoy (Remix),Tekno,300,310,17,350,290,253.4
213,Mad At Me,The Flowolf,68,310,250,350,290,253.6
214,Walk On The Beach   ,Femi Leye,300,79,250,350,290,253.8
215,Bia,Phyno,69,310,250,350,290,253.8
216,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,59,253.8
217,Send Me Nudes (feat. Joey B),KiDi,70,310,250,350,290,254.0
218,It Go Bad,Nnabu,300,310,250,350,60,254.0
219,Every Weekend   ,DJ Tunez & J. Anthoni,300,80,250,350,290,254.0
220,Carolina,Yung D3mz,71,310,250,350,290,254.2
221,"Kubo (feat. K.O, Focalistic & Bassie) ","Kwesta featuring K.O, Focalistic and Bassie",300,81,250,350,290,254.2
222,Rumour,Kaien Cruz,300,310,250,350,61,254.2
223,Bobo,Aya Nakamura,300,310,250,350,62,254.4
224,Roju   ,Chiké,300,82,250,350,290,254.4
225,DKT,Oxlade,72,310,250,350,290,254.4
226,Oh My,Lavaud,300,310,250,350,63,254.6
227,Joy,BadTheSoundBoy,73,310,250,350,290,254.6
228,Oshofree (feat. s3nami),YKB,74,310,250,350,290,254.8
229,Anybody,Burna Boy,300,310,250,350,64,254.8
230,Ball Till We Fall (feat. Bella Shmurda) ,Kida Kudz featuring Bella Shmurda,300,84,250,350,290,254.8
231,Stuntin,"Mix Master David,  Verse Simmonds and  Oxlade",75,310,250,350,290,255.0
232,Guestlist,Frenna,300,310,250,350,65,255.0
233,BACK TO THE SENDER (feat. Kofi Kinaata) ,Quamina MP,300,85,250,350,290,255.0
234,Akekho   ,Kekelingo,300,86,250,350,290,255.2
235,Surround Me,Ayotemi,300,310,250,350,66,255.2
236,Korope,Lil Kesh and  Naira Marley,77,310,250,350,290,255.4
237,Do To Me,H.E.R.,300,310,250,350,67,255.4
238,Vanity   ,MzVee and Kelvyn Boy,300,87,250,350,290,255.4
239,PINDA   ,Nedy Music,300,88,250,350,290,255.6
240,Bad Shit,Jarreau Vandal,300,310,250,350,68,255.6
241,CKay,CKay,300,310,28,350,290,255.6
242,Changanya (feat. Jux & Kenz Ville) ,Jay Rox x Jux,300,89,250,350,290,255.8
243,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,69,255.8
244,Play Play (feat. Burna Boy),J Hus,300,310,250,350,70,256.0
245,LV N ATTN feat. Wizkid,Lojay and  Sarz,80,310,250,350,290,256.0
246,Cassette (feat. King Promise) ,Nanky,300,90,250,350,290,256.0
247,Petty   ,Olamide,300,91,250,350,290,256.2
248,Baby Go,Otile Brown and  Kizz Daniel,81,310,250,350,290,256.2
249,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,71,256.2
250,Duduke (French)   ,Simi and Deja,300,92,250,350,290,256.4
251,MOSLADO,Teni,300,310,250,350,72,256.4
252,23,Burna Boy,300,310,32,350,290,256.4
253,History (feat. Fireboy DML),Cheque,300,310,33,350,290,256.6
254,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,73,256.6
255,Sizophelelaphi   ,Msaki and Oskido,300,93,250,350,290,256.6
256,Do Yourself,Angelique Kidjo and  Burna Boy,84,310,250,350,290,256.8
257,Dance   ,Humblesmith,300,94,250,350,290,256.8
258,Lento,Mr Eazi,300,310,250,350,74,256.8
259,Sponono,Kabza De Small,300,310,250,350,75,257.0
260,LEGGO,Serge Ibaka and  Tayc,85,310,250,350,290,257.0
261,Times Two (X2) (feat. Buju) ,WANI,300,95,250,350,290,257.0
262,Midnight Crush (feat. Magasco & Soukexc3xafna),Jeune Lio,86,310,250,350,290,257.2
263,African Girl Bad,Zoro,300,310,250,350,76,257.2
264,Joro,WizKid,300,310,250,350,77,257.4
265,Pamela,Wauve,300,310,250,350,78,257.6
266,Everytime,Spinall,300,310,250,350,79,257.8
267,Kilofeshe,Zinoleesky,300,310,41,350,290,258.2
268,Higher,Tems,300,310,250,350,81,258.2
269,Wicked,Juls,300,310,250,350,83,258.6
270,On It (feat. PnB Rock & K1NG),Crumz,300,310,250,350,84,258.8
271,FIND YOUR WAY BACK,Beyoncé,300,310,250,350,85,259.0
272,Forever (Remix),Gyakie,300,310,47,350,290,259.4
273,Badman Love,Remix - Skales,300,310,250,350,87,259.4
274,Nu Riddim,Ycee,300,310,250,350,88,259.6
275,Flavour,Flavour,300,310,48,350,290,259.6
276,Ayra Starr,MavinRecords,300,310,49,350,290,259.8
277,REQUIRE,DJ Tunez,300,310,250,350,89,259.8
278,Love Nobody,WurlD,300,310,250,350,90,260.0
279,Fine Fine,Korede Bello,300,310,50,350,290,260.0
280,Doudou,Aya Nakamura,300,310,250,350,91,260.2
281,Carefully,Nana Fofie,300,310,250,350,92,260.4
282,The Recipe,Aluna,300,310,250,350,93,260.6
283,Temptation,Tiwa Savage,300,310,250,350,94,260.8
284,Whine It (feat. Sauti Sol),Patoranking,300,310,250,350,95,261.0
285,Berna Reloaded,Fally Ipupa,300,310,55,350,290,261.0
286,ELI,Fireboy DML,300,310,250,350,97,261.4
287,I Spy,Lila Iké,300,310,250,350,98,261.6
288,Wonderful,Burna Boy,300,310,250,350,99,261.8
289,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,100,262.0
290,I No Go Give Up On You,Mr Eazi,300,310,250,350,101,262.2
291,JA ARA E,Burna Boy,300,310,250,350,102,262.4
292,Take Me Home,Lady Donli,300,310,250,350,103,262.6
293,CHOP N PRAY,WurlD,300,310,250,350,104,262.8
294,A Million,Mannywellz,300,310,250,350,105,263.0
295,Repeat (feat. Koffee),J Hus,300,310,250,350,106,263.2
296,Risky,DaVido,300,310,250,350,107,263.4
297,Solo,Shakka,300,310,250,350,108,263.6
298,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,109,263.8
299,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,110,264.0
300,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,111,264.2
301,Trouble,"DRB Lasgidi, Boj, Fresh L., Tems",300,310,250,350,112,264.4
302,Wishes,Juls,300,310,250,350,115,265.0
303,Enter Body,DJ Flex,300,310,250,350,116,265.2
304,Marry Me,Smallgod,300,310,250,350,117,265.4
305,Epo,Joe El,300,310,250,350,119,265.8
306,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,120,266.0
307,So Lovely,Buju,300,310,250,350,121,266.2
308,Nnobody,Nnabu,300,310,250,350,122,266.4
309,Karma,Cuppy,300,310,250,350,123,266.6
310,Big Thug Boys,AV,300,310,250,350,124,266.8
311,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,125,267.0
312,Dollas and Cents,TOBi,300,310,250,350,126,267.2
313,juju,Zubi,300,310,250,350,127,267.4
314,Beamer (Bad Boys),Rema,300,310,250,350,128,267.6
315,Midnight Boom,with ChocQuibTown & Afro B - Ir Sais,300,310,250,350,130,268.0
316,Nirvana,Skepta,300,310,250,350,137,269.4
317,Luva Luva,Runtown,300,310,250,350,138,269.6
318,Sweetie Odo,Juls,300,310,250,350,142,270.4
319,Roll It,Richie Benson,300,310,250,350,145,271.0
320,Nobody (Amapiano),DJ Neptune,300,310,250,350,146,271.2
321,New York City Girl,Fireboy DML,300,310,250,350,147,271.4
322,I Don't Know,Nana Rogues,300,310,250,350,148,271.6
323,Blessing,Stonebwoy,300,310,250,350,149,271.8
324,Dangerous Love,Møme Edit - Tiwa Savage,300,310,250,350,150,272.0
325,My Oasis (feat. Burna Boy),Sam Smith,300,310,250,350,151,272.2
326,Simple Things [Feat. Tory Lanez & Rema],DJDS,300,310,250,350,152,272.4
327,Dumebi (Remix),Rema,300,310,250,350,153,272.6
328,Body,Reen,300,310,250,350,154,272.8
329,"Sghubu Ses Excellent (feat. Madumane, MDU aka TRP & Bongza)",Focalistic,300,310,250,350,155,273.0
330,Gimme Love,Remix - Seyi Shay,300,310,250,350,156,273.2
331,Beg Friend,Juls,300,310,250,350,157,273.4
332,Comfortable (feat. Davido),Preme,300,310,250,350,160,274.0
333,End Of The Wicked (feat. Octavian),Cruel Santino,300,310,250,350,161,274.2
334,Energy (feat. Mahalia),Pa Salieu,300,310,250,350,163,274.6
335,Domitilla,Lisa Yaro,300,310,250,350,164,274.8
336,HOLD ON,Oxlade,300,310,250,350,165,275.0
337,Ojoro,DJ Neptune,300,310,250,350,167,275.4
338,Under Pressure,Jay Teazer,300,310,250,350,168,275.6
339,Yawa (feat. Sarkodie),R2Bees,300,310,250,350,169,275.8
