rank,song,artist,apple,audio,youtube,boom,spotify,RT
43,Party Next Door,"Dangbana Republik, Bella Shmurda",18,53,250,350,290,192.2
44,Monalisa,"Lojay, Sarz",8,310,6,350,290,192.8
45,Off You ft. KiDi,Kidi,300,310,46,20,290,193.2
46,Celebrate Me (Official Video),Patoranking,300,4,25,350,290,193.8
47,Rush,Dangbana Republik X Bella Shmurda,300,100,250,36,290,195.2
48,Door,Joeboy,300,30,10,350,290,196.0
49,Loco ft. Mayorkun,KDDO,300,310,39,43,290,196.4
50,Southy Love (feat. Fireboy DML),Peruzzi,7,310,35,350,290,198.4
51,It Is What It Is,Adekunle Gold,30,310,18,350,290,199.6
52,History (feat. Fireboy DML),Cheque & Fireboy DML,300,38,31,350,290,201.8
53,Somebody (feat. Phyno),Olamide,16,107,250,350,290,202.6
54,Naira Marley,Zinoleesky,17,310,51,350,290,203.6
55,Berna Reloaded,"Flavour, Fally Ipupa, Diamond Platnumz",59,310,15,350,290,204.8
56,Free Your Mind,"Blaq Jerzee, Jux",29,110,250,350,290,205.8
57,Send Me Nudes (feat. Joey B),KiDi,44,310,41,350,290,207.0
58,Kilofeshe,Zinoleesky,68,310,28,350,290,209.2
59,Bobo,Aya Nakamura,300,96,250,350,61,211.4
60,Forever (Remix),"Gyakie, Omah Lay",76,310,32,350,290,211.6
61,Angelina,Dreamboy,300,65,250,350,120,217.0
62,juju,Idyl,65,310,250,350,110,217.0
63,Baajo,"Kwesi Arthur, Joeboy",78,310,250,350,97,217.0
64,Peteru (Peter),Greatman Takit,300,310,250,9,290,231.8
65,Don Dada,Timaya,300,310,250,13,290,232.6
66,Story,Greatman Takit,300,310,250,15,290,233.0
67,Rotate (Freestyle),Mr Eazi,300,310,250,17,290,233.4
68,OLOFOFO,Victor AD,300,310,250,18,290,233.6
69,Holy Ghost Fire ft. The Cavemen,KDDO,300,310,250,19,290,233.8
70,My Daddy,Greatman Takit,300,310,250,23,290,234.6
71,Too Correct ft. Rema,Crayon,300,310,250,27,290,235.4
72,Koleyewon,Naira Marley,300,310,250,29,290,235.8
73,"Lagos Anthem (Remix) ft. Oberz, Frescool, Oladips, Kabex & Trod",Zlatan,300,310,250,31,290,236.2
74,Jafafa ft. Mohbad,Chinko Ekun,300,310,250,34,290,236.8
75,Sugar Daddy ft. Olamide,Dj Enimoney,300,310,250,35,290,237.0
76,Focus Vibe,Slimcase,300,310,250,38,290,237.6
77,GAT ME SINGING,Luddy Dave,300,310,250,40,290,238.0
78,Constantly ft. Mayorkun & Peruzzi,Speroachbeatz,300,310,250,41,290,238.2
79,6AM,Blaq Jerzee,300,310,250,42,290,238.4
80,Kilofese (Remix) ft. Mayorkun & Busiswa,Zinoleesky,300,310,250,45,290,239.0
81,Kamata,Diamond Platnumz,300,5,250,350,290,239.0
82,Kabaa ft. Mayorkun,Idowest,300,310,250,47,290,239.4
83,Hold Me Tight (feat. Peruzzi & Okwesili Eze Group),Kcee,300,7,250,350,290,239.4
84,Iphupho (feat. Kuhle),Jabzz Dimitri featuring Kuhle,300,8,250,350,290,239.6
85,I Miss You,Joda Kgosi,300,9,250,350,290,239.8
86,Simple Instruction,"Smallgod, R2Bees",300,11,250,350,290,240.2
87,Omo X 100 (feat. Olamide),Reminisce,300,12,250,350,290,240.4
88,Far Away,"Dangbana Republik, Bella Shmurda",2,310,250,350,290,240.4
89,Confident,Savage X Buju,300,13,250,350,290,240.6
90,Give It to Me,"Smallgod, 2BABA",300,15,250,350,290,241.0
91,FOCUS DANCE BEAT (feat. HAGMAN & ABATI),AJIMOVOIX_DRUMS,300,16,250,350,290,241.2
92,Baby,Brainee,300,17,250,350,290,241.4
93,Jemeni,Aymos and Focalistic,300,18,250,350,290,241.6
94,In Those Eyes,Ogranya,300,19,250,350,290,241.8
95,Tonongo,"Lojay, Sarz",300,20,250,350,290,242.0
96,Mandy,Scribz Riley,300,310,250,350,1,242.2
97,Sokoma,"Blaq Jerzee, Marioo and Eddy Kenzo",300,22,250,350,290,242.4
98,Love Somebody,Rotimi,300,310,250,350,2,242.4
99,Right Here,"Walshy Fire, Terri, Cloud Beats",300,23,250,350,290,242.6
100,See Through,Chip,300,310,250,350,3,242.6
101,No Stress,WizKid,300,310,250,350,4,242.8
102,Lemonade,Ria sean,300,24,250,350,290,242.8
103,Can't Let You Go,Stefflon Don,300,310,250,350,5,243.0
104,GUPTA (feat. Lady Du & Mellow and Sleazy),Focalistic and Mr JazziQ,300,25,250,350,290,243.0
105,Mad At Me,The Flowolf,15,310,250,350,290,243.0
106,Hurricane (feat. Buju Banton),Tomi Thomas,300,26,250,350,290,243.2
107,Heartbreaker (feat. Nasty C),Blaqbonez,300,27,250,350,290,243.4
108,Eve Bounce,Remix - Yung L,300,310,250,350,8,243.6
109,Sans moi,"Franglish, Aya Nakamura",19,310,250,350,290,243.8
110,No Fugazy,Sarkodie,300,29,250,350,290,243.8
111,Damn (feat. 6lack),Omah Lay,300,310,250,350,9,243.8
112,Gum Body (feat. Jorja Smith),Burna Boy,300,310,250,350,10,244.0
113,Ginger Me,Rema,300,310,250,350,11,244.2
114,PEAKING,Tay Iwar,300,32,250,350,290,244.4
115,Antidote (feat. Adekunle Gold),Nao,300,310,250,350,14,244.8
116,Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay],Justin Bieber,24,310,250,350,290,244.8
117,"Zombie (feat. PsychoYP, Laycon & ",) - Blaqbonez,300,35,250,350,290,245.0
118,Dream Girl,Global Remix - Ir Sais,300,310,250,350,15,245.0
119,Dis moi comment.,Tayc,25,310,250,350,290,245.0
120,Rappers (feat. Dremo),Dreylo featuring Dremo,300,36,250,350,290,245.2
121,Sacrifices (feat. Tim Lyre),DAP The Contract,300,310,250,350,16,245.2
122,Attitude (feat. H Baba & Awilo Longomba),Harmonize,300,37,250,350,290,245.4
123,Come Over (Remix),Jorja Smith,300,310,250,350,17,245.4
124,Lonely,Joeboy,300,310,250,350,18,245.6
125,Frenemies (feat. Oxlade),Rexxie,28,310,250,350,290,245.6
126,ALREADY,Beyoncé,300,310,250,350,19,245.8
127,Lo Lo,Omah Lay,300,310,250,350,20,246.0
128,Sweet Escape,Mizzle,31,310,250,350,290,246.2
129,In My Bed,Rotimi,300,310,250,350,21,246.2
130,"Currently (feat. Olamide, Falz & LK Kuddy)",Kizz Daniel,300,42,250,350,290,246.4
131,Smile (feat. H.E.R.),WizKid,300,310,250,350,22,246.4
132,Koroba,Tiwa Savage,300,310,250,350,23,246.6
133,Sore (Remix),"Yaw Tog, Stormzy & Kwesi Arthur",300,43,250,350,290,246.6
134,Baba Nla,"Dr Dolor, Buju",33,310,250,350,290,246.6
135,Jennifer Remix (feat. Rayvanny),Guchi ft Rayvanny,300,44,250,350,290,246.8
136,Attention,Tiwa Savage,300,310,250,350,24,246.8
137,Carolina,Yung D3mz,34,310,250,350,290,246.8
138,Focus,Joeboy,300,45,250,350,290,247.0
139,Killa (feat. DaVido),Teyana Taylor,300,310,250,350,25,247.0
140,Whisper,JTwice,35,310,250,350,290,247.0
141,Sika Aba Fie,"Kweku Darlington, Yaw Tog, Kweku Flick",300,46,250,350,290,247.2
142,Bia,Phyno,36,310,250,350,290,247.2
143,Longtime (feat. Skepta),WizKid,300,310,250,350,26,247.2
144,Figure 8,"Kida Kudz, Gemitaiz",37,310,250,350,290,247.4
145,Cash App (feat. Zlatan & lincoln),Bella Shmurda,300,47,250,350,290,247.4
146,MAD,Sarz,300,310,250,350,27,247.4
147,DKT,Oxlade,38,310,250,350,290,247.6
148,Celebration,Joeboy,300,48,250,350,290,247.6
149,Sponono,Kabza De Small,300,310,250,350,28,247.6
150,Soweto Blues,Juls,300,310,250,350,29,247.8
151,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,30,248.0
152,Ayo (feat. Blaise B),Mink\'s,40,310,250,350,290,248.0
153,Korope,"Lil Kesh, Naira Marley",41,310,250,350,290,248.2
154,Ryde,Niniola,300,310,250,350,31,248.2
155,Abeykehh (feat. Diamond Platnumz & Flavour),Masterkraft,42,310,250,350,290,248.4
156,Pretty Girl,Adekunle Gold,300,310,250,350,32,248.4
157,Sisi Caro,"Governor of Africa, Oxlade",43,310,250,350,290,248.6
158,Princess Cuts (feat. Young T & Bugsey),Headie One,300,310,250,350,33,248.6
159,E Be Mad,Mr Eazi,300,310,250,350,34,248.8
160,I\'m Strong,"Stonebwoy, SQUASH",46,310,250,350,290,249.2
161,Everytime,Spinall,300,310,250,350,36,249.2
162,Bad Shit,Jarreau Vandal,300,310,250,350,37,249.4
163,Breakup Riddim,"DJ Aroma, Mr Eazi, Nhlanhla Nciza",47,310,250,350,290,249.4
164,Tekiller,CDQ,300,57,250,350,290,249.4
165,Tattoo,Fireboy DML,300,310,250,350,38,249.6
166,Carry Go (feat. Zlatan),Schengen Owner,49,310,250,350,290,249.8
167,Lenu,Remix - Buju,300,310,250,350,40,250.0
168,Walk On The Beach,Femi Leye,300,60,250,350,290,250.0
169,Every Weekend,DJ Tunez & J. Anthoni,300,61,250,350,290,250.2
170,Blessings REMIX (feat. French Montana & Davido),Angel,300,310,250,350,41,250.2
171,KSM,Naza,300,62,250,350,290,250.4
172,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,42,250.4
173,Mofoti 2.0 (feat. Naira Marley & Sarkodie),Rexxie,52,310,250,350,290,250.4
174,"Kubo (feat. K.O, Focalistic & Bassie)","Kwesta featuring K.O, Focalistic and Bassie",300,63,250,350,290,250.6
175,Oshofree (feat. s3nami),YKB,53,310,250,350,290,250.6
176,Say Cheese,KiDi,300,310,250,350,43,250.6
177,MOSLADO,Teni,300,310,250,350,44,250.8
178,Kogi (feat. Bella Shmurda & Poco Lee),Jumabee,54,310,250,350,290,250.8
179,Roju,Chiké,300,64,250,350,290,250.8
180,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,45,251.0
181,Do Yourself,"Angelique Kidjo, Burna Boy",55,310,250,350,290,251.0
182,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,56,310,250,350,290,251.2
183,REQUIRE,DJ Tunez,300,310,250,350,46,251.2
184,Ball Till We Fall (feat. Bella Shmurda),Kida Kudz featuring Bella Shmurda,300,66,250,350,290,251.2
185,Tonight,Yung D3mz,57,310,250,350,290,251.4
186,I Spy,Lila Iké,300,310,250,350,47,251.4
187,BACK TO THE SENDER (feat. Kofi Kinaata),Quamina MP,300,68,250,350,290,251.6
188,Know Your Worth,Khalid,300,310,250,350,48,251.6
189,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,9,350,290,251.8
190,Brown Skin,Masterkraft,300,69,250,350,290,251.8
191,Location (feat. Burna Boy),Dave,300,310,250,350,49,251.8
192,Akekho,Kekelingo,300,70,250,350,290,252.0
193,Oh My,Lavaud,300,310,250,350,50,252.0
194,Baby I'm Jealous,Mr Eazi,300,310,250,350,51,252.2
195,Kenkey Seller (Remix) [feat. Medikal],Quamina Mp,61,310,250,350,290,252.2
196,Vanity,MzVee and Kelvyn Boy,300,71,250,350,290,252.2
197,LV N ATTN feat. Wizkid,"Lojay, Sarz",62,310,250,350,290,252.4
198,The Don,Mr Eazi,300,310,250,350,52,252.4
199,PINDA,Nedy Music,300,72,250,350,290,252.4
200,Enjoy (Remix),Tekno,300,310,12,350,290,252.4
201,Bank On It,Burna Boy,63,310,250,350,290,252.6
202,I Like That,The Great Eddy,300,73,250,350,290,252.6
203,Joro,WizKid,300,310,250,350,53,252.6
204,Aroma Persona,Izzik,300,74,250,350,290,252.8
205,Sw\xc3\xa9,Mus,64,310,250,350,290,252.8
206,Infinity (feat. Omah Lay),Olamide,300,310,14,350,290,252.8
207,Wishes,Juls,300,310,250,350,54,252.8
208,AJE (feat. Remy Crown),DJ Big N,300,75,250,350,290,253.0
209,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,55,253.0
210,Ohemaa,Kelvin Black,66,310,250,350,290,253.2
211,Know Person,Sean Tizzle,300,76,250,350,290,253.2
212,Real Life (feat. Stormzy),Burna Boy,300,310,250,350,56,253.2
213,Pull Up,Gabzy,300,77,250,350,290,253.4
214,Chill,KO-C,67,310,250,350,290,253.4
215,Peace,Mannywellz,300,310,250,350,57,253.4
216,Cassette (feat. King Promise),Nanky,300,78,250,350,290,253.6
217,Smooth MF,Agho,300,310,250,350,59,253.8
218,Petty,Olamide,300,79,250,350,290,253.8
219,Duduke (French),Simi and Deja,300,80,250,350,290,254.0
220,23,Burna Boy,300,310,20,350,290,254.0
221,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,60,254.0
222,Lifestyle,Fireboy DML,71,310,250,350,290,254.2
223,First Sermon,Black Sherif,300,81,250,350,290,254.2
224,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth)",Jay Bahd,300,82,250,350,290,254.4
225,Let Dem Kno,"Smallgod, Tiwa Savage, Kwesi Arthur",72,310,250,350,290,254.4
226,Oreke,E Kelly,300,310,250,350,62,254.4
227,Duro,"Ojayy Wright, Bad Boy Timz",73,310,250,350,290,254.6
228,It Go Bad,Nnabu,300,310,250,350,63,254.6
229,Touch It,KiDi,300,83,250,350,290,254.6
230,Yuda,Nandy,74,310,250,350,290,254.8
231,Silver Tongue Devil (feat. Shenseea),Masego,300,310,250,350,64,254.8
232,Tropical Breeze,"Magnom, Caine",75,310,250,350,290,255.0
233,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,65,255.0
234,Praise,Fameye,300,85,250,350,290,255.0
235,Chargie (feat. Jonny Blaze & Stadic),"Reekado Banks, Teejay & Lord Afrixana",300,86,250,350,290,255.2
236,Do To Me,H.E.R.,300,310,250,350,66,255.2
237,Ayra Starr,MavinRecords,300,310,26,350,290,255.2
238,Wonderful,Burna Boy,300,310,250,350,67,255.4
239,All The Above,Show Dem Camp,300,87,250,350,290,255.4
240,LEGGO,"Serge Ibaka, Tayc",77,310,250,350,290,255.4
241,Dorime (feat. Musette & Vector),Samklef,300,88,250,350,290,255.6
242,Play Play (feat. Burna Boy),J Hus,300,310,250,350,68,255.6
243,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,69,255.8
244,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba,300,89,250,350,290,255.8
245,Loading (feat. Bad Boy Timz),Olamide,79,310,250,350,290,255.8
246,Salute (feat. RudeBoy),Alikiba,300,90,250,350,290,256.0
247,New Couple,Nandy,300,91,250,350,290,256.2
248,Champion,Fireboy DML,300,310,250,350,71,256.2
249,Changanya (feat. Jux & Kenz Ville),Jay Rox,300,92,250,350,290,256.4
250,Baby Go,"Otile Brown, Kizz Daniel",82,310,250,350,290,256.4
251,D & G (feat. Summer Walker),DaVido,300,310,250,350,72,256.4
252,Jowo,Davido,83,310,250,350,290,256.6
253,Nimekuzoea,Nandy,300,93,250,350,290,256.6
254,Yote Sawa,Nandy,300,94,250,350,290,256.8
255,JA ARA E,Burna Boy,300,310,250,350,74,256.8
256,ELI,Fireboy DML,300,310,250,350,75,257.0
257,FIND YOUR WAY BACK,Beyoncé,300,310,250,350,76,257.2
258,Solo,Shakka,300,310,250,350,77,257.4
259,Chance (feat. Tay Iwar & Projexx),JulsBaby,300,97,250,350,290,257.4
260,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,78,257.6
261,Thunder Fire You,Ric Hassani,300,98,250,350,290,257.6
262,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,79,257.8
263,One Time Ting,DJ Tunez & J. Anthoni,300,99,250,350,290,257.8
264,High Way,Dj Kaywise,300,310,40,350,290,258.0
265,Anybody,Burna Boy,300,310,250,350,80,258.0
266,Kiss Me Like You Miss Me,CKay,300,101,250,350,290,258.2
267,Guestlist,Frenna,300,310,250,350,81,258.2
268,Take Me Home,Lady Donli,300,310,250,350,82,258.4
269,Bomb,DJ Tunez & J. Anthoni,300,102,250,350,290,258.4
270,All My Life (feat. Oxlade),M.I Abaga,300,310,43,350,290,258.6
271,Repeat (feat. Koffee),J Hus,300,310,250,350,83,258.6
272,Sukari,Zuchu,300,103,250,350,290,258.6
273,4AM,Manny Norté,300,310,250,350,84,258.8
274,Funu,"Kabza De Small, DJ Maphorisa and TRESOR",300,104,250,350,290,258.8
275,Fine Fine,Korede Bello,300,310,45,350,290,259.0
276,Peace Of Mind,Rema,300,310,250,350,85,259.0
277,Love Nobody,WurlD,300,310,250,350,86,259.2
278,Fresh (feat. Samba Peuzzi),Iss 814,300,106,250,350,290,259.2
279,Lento,Mr Eazi,300,310,250,350,87,259.4
280,Pamela,Wauve,300,310,250,350,88,259.6
281,Kwadede,Kwabena Kwabena,300,108,250,350,290,259.6
282,Temptation,Tiwa Savage,300,310,250,350,89,259.8
283,Felony,CKay,300,310,49,350,290,259.8
284,Higher,Tems,300,310,250,350,91,260.2
285,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,92,260.4
286,CKay,CKay,300,310,52,350,290,260.4
287,Marry Me,Smallgod,300,310,250,350,93,260.6
288,African Girl Bad,Zoro,300,310,250,350,94,260.8
289,So Lovely,Buju,300,310,250,350,95,261.0
290,Risky,DaVido,300,310,250,350,98,261.6
291,Trouble,DRB Lasgidi,300,310,250,350,99,261.8
292,Dumebi (Matoma Remix),Rema,300,310,250,350,101,262.2
293,Nu Riddim,Ycee,300,310,250,350,102,262.4
294,Badman Love,Remix - Skales,300,310,250,350,103,262.6
295,I No Go Give Up On You,Mr Eazi,300,310,250,350,104,262.8
296,Nnobody,Nnabu,300,310,250,350,105,263.0
297,A Million,Mannywellz,300,310,250,350,106,263.2
298,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,107,263.4
299,Strong & Solid,GMK,300,310,250,350,108,263.6
300,The Recipe,Aluna,300,310,250,350,109,263.8
301,CHOP N PRAY,WurlD,300,310,250,350,111,264.2
302,Dangerous Love,Møme Edit - Tiwa Savage,300,310,250,350,112,264.4
303,Doudou,Aya Nakamura,300,310,250,350,113,264.6
304,Whine It (feat. Sauti Sol),Patoranking,300,310,250,350,114,264.8
305,HOLD ON,Oxlade,300,310,250,350,119,265.8
306,Roll It,Richie Benson,300,310,250,350,121,266.2
307,Epo,Joe El,300,310,250,350,122,266.4
308,Curious (feat. Jimi Tents & Garren),VanJess,300,310,250,350,124,266.8
309,Sweetie Odo,Juls,300,310,250,350,125,267.0
310,Beamer (Bad Boys),Rema,300,310,250,350,126,267.2
311,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,127,267.4
312,Enjoyment,Jujuboy Star,300,310,250,350,128,267.6
313,My Oasis (feat. Burna Boy),Sam Smith,300,310,250,350,129,267.8
314,Dollas and Cents,TOBi,300,310,250,350,130,268.0
315,Luva Luva,Runtown,300,310,250,350,138,269.6
316,Proppa,Etana,300,310,250,350,139,269.8
317,plenty feat. Sons of Sonix,Ambré,300,310,250,350,140,270.0
318,Karma,Cuppy,300,310,250,350,141,270.2
319,Fiesta,Opvibes,300,310,250,350,142,270.4
320,Loko,Skales,300,310,250,350,143,270.6
321,Ready,Yung L,300,310,250,350,144,270.8
322,Confirmed,DarkoVibes,300,310,250,350,145,271.0
323,My Maria,Thutmose,300,310,250,350,146,271.2
324,Fever,Iyanya,300,310,250,350,147,271.4
325,Gimme Love,Remix - Seyi Shay,300,310,250,350,148,271.6
326,Blessing,Stonebwoy,300,310,250,350,149,271.8
327,Carefully,Nana Fofie,300,310,250,350,150,272.0
328,Under Pressure,Jay Teazer,300,310,250,350,151,272.2
329,Energy (feat. Mahalia),Pa Salieu,300,310,250,350,152,272.4
330,World of Trouble,Kossisko,300,310,250,350,156,273.2
331,Body Riddim,Runtown,300,310,250,350,158,273.6
332,Yawa (feat. Sarkodie),R2Bees,300,310,250,350,159,273.8
