rank,song,artist,apple,boom,youtube,RT
75,Capable God,Judikay,26,510,450,328.6666666666667
76,Call to Worship (Live),Tosin Ajolore,500,37,450,329.0
77,Good God,Limoblaze and  Ada Ehi,27,510,450,329.0
78,Holy,Monica Eze,28,510,450,329.3333333333333
79,Nyansabuakwa Nyame,Diana Hamilton,500,38,450,329.3333333333333
80,Ebube Jehovah,Victor Ike,30,510,450,330.0
81,Oka'ome,Chioma Jesus,31,510,450,330.3333333333333
82,You I Live For ft. Loveworld Indomitable Choir,Moses Bliss,500,41,450,330.3333333333333
83,Ojo-Chenemi,Caleb David,32,510,450,330.6666666666667
84,New Level,Ada Ehi,500,43,450,331.0
85,No Troubles,Chris Morgan,34,510,450,331.3333333333333
86,My Beautifier,Chris Shalom,500,45,450,331.6666666666667
87,This Love,Chidinma,35,510,450,331.6666666666667
88,Have Mercy (Live),Victoria Orenze,500,46,450,332.0
89,In This Place,Minister GUC,36,510,450,332.0
90,Finally,Ada Ehi,500,47,450,332.3333333333333
91,iTestify,Ada Ehi,500,48,450,332.6666666666667
92,One Song,Ikiri Lawrence,38,510,450,332.6666666666667
93,Onememma ft. Chioma Jesus,Mercy Chinwo,500,49,450,333.0
94,Never Forget Your Love,Anny,39,510,450,333.0
95,xc3x8cmxe1xbbx8dxccx81lxe1xbaxb9xccx80,T Sharp,40,510,450,333.3333333333333
96,More Than Conquerors,Chelsea Levi,41,510,450,333.6666666666667
97,You Remain the Same,Dunsin Oyekan,500,51,450,333.6666666666667
98,Je Laisse Tout A Dieu,Indira,500,52,450,334.0
99,Song of Victory,Esther Olugbemi,44,510,450,334.6666666666667
100,Settled,Ada Ehi,500,54,450,334.6666666666667
101,All in All,CalledOut Music,45,510,450,335.0
102,Yesu Mo,Joe Mettle,500,55,450,335.0
103,Unchangeable God,Joe Praize,500,56,450,335.3333333333333
104,Hope (Live),Tosin Ajolore,46,510,450,335.3333333333333
105,Bulldozer,Chioma Jesus,500,57,450,335.6666666666667
106,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,48,510,450,336.0
107,Nothing Missing,Preye Odede,49,510,450,336.3333333333333
108,Heaven,JayMikee,500,59,450,336.3333333333333
109,More Than a Song,Dunsin Oyekan,500,60,450,336.6666666666667
110,Your Love Is Amazing (feat. Bethuel Lasoi),Rebekah Dawn,50,510,450,336.6666666666667
111,Yahweh,Mercy Chinwo,500,510,1,337.0
112,O De (He's Here),"HHPG,  Tobi Walker,  Bukola Bekes and  Uwana Etuk",51,510,450,337.0
113,God of Wonders,Simon Onah,52,510,450,337.3333333333333
114,Hozanna,Claire Bahi,53,510,450,337.6666666666667
115,Baba Ese ft. Yoruba Mass Choir,Mike Abdul,500,63,450,337.6666666666667
116,Jesu Doh (feat. Jahdiel),EBEN,54,510,450,338.0
117,Warriors Worship (Medley),Nayaah,55,510,450,338.3333333333333
118,Indomitable,Jimmy D Psalmist,500,510,5,338.3333333333333
119,Amen,Tjsarx,56,510,450,338.6666666666667
120,Kampeni,Goodluck Gozbert,500,67,450,339.0
121,All Things New,Tee Worship,57,510,450,339.0
122,King of Glory (feat. Darlene Zschech),Sinach,58,510,450,339.3333333333333
123,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,68,450,339.3333333333333
124,Lae La O Ma Bo Oluwa,Tope Alabi,500,69,450,339.6666666666667
125,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
126,Lions,T Sharp,60,510,450,340.0
127,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
128,Best of Me,Double F,61,510,450,340.3333333333333
129,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
130,Adam Nana,Joyce Blessing,500,71,450,340.3333333333333
131,Akamdinelu,Mercy Chinwo,500,72,450,340.6666666666667
132,One Moment,Freke Umoh,500,510,12,340.6666666666667
133,Ajibole,Protek Illasheva and  Marizu,62,510,450,340.6666666666667
134,Magnify,Dare David,500,510,13,341.0
135,Mai Taimako Na (My Helper),Solomon Lange,500,73,450,341.0
136,God Most High,Shalom Braide,63,510,450,341.0
137,Awone (feat. Chris Morgan),naomee,64,510,450,341.3333333333333
138,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
139,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,75,450,341.6666666666667
140,I Will Praise You,Solomon Lange,500,76,450,342.0
141,Fourthman (feat. Chris Morgan),Caleb Audu,66,510,450,342.0
142,Great & Mighty (Awimayehun),Segun John,67,510,450,342.3333333333333
143,We Raise a Sound (feat. 121selah),Nosa,500,510,18,342.6666666666667
144,Oga Jesus,Daniel Mylez,68,510,450,342.6666666666667
145,Local Praise,MOGmusic,500,78,450,342.6666666666667
146,Je Veux Te Louer,Indira,500,79,450,343.0
147,My Father & My Friend,Elijah Oyelade,500,510,19,343.0
148,Amazing,Isyrose,69,510,450,343.0
149,Oluwa Is Involved,Joyce Blessing,70,510,450,343.3333333333333
150,Cheta ,Ada Ehi,500,81,450,343.6666666666667
151,Most High,Frank Edwards,71,510,450,343.6666666666667
152,Jesus Never Fails,MaryJane Nweke,500,510,22,344.0
153,You Fight for Me,Mahalia Buchanan,72,510,450,344.0
154,Lift Every Voice And Sing,Tasha Cobbs Leonard,500,82,450,344.0
155,Oka Ome,Chioma Jesus,500,83,450,344.3333333333333
156,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,23,344.3333333333333
157,We Prevail (feat. Maranda Curtis),Sinach,73,510,450,344.3333333333333
158,Ekundayo,Yinka Ayefele,500,84,450,344.6666666666667
159,Knowing You,Minister GUC,500,510,24,344.6666666666667
160,They That Wait (feat. MOG),Joe Mettle,74,510,450,344.6666666666667
161,Love My Home,Sinach,500,510,25,345.0
162,Worship with Angels (feat. Joe Praize),PV Idemudia,75,510,450,345.0
163,Unchangeable,Joe Praize,500,510,26,345.3333333333333
164,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,86,450,345.3333333333333
165,I Am Yours,Ify Ehis,76,510,450,345.3333333333333
166,Too Much,Chioma Jesus,77,510,450,345.6666666666667
167,Mighty Man of War,Jimmy D Psalmist,500,87,450,345.6666666666667
168,Liyinqaba,Hle and  Hlengiwe Mhlaba,79,510,450,346.3333333333333
169,Adonai [Live],Elijah Oyelade,500,510,29,346.3333333333333
170,God of Vengeance,Minister GUC,500,510,30,346.6666666666667
171,Ekele,Desai David,80,510,450,346.6666666666667
172,My Everything,Joe Mettle,500,90,450,346.6666666666667
173,Tremble,Lauren Daigle,500,91,450,347.0
174,Ubangiji (feat. Steve Williz),Younggod,81,510,450,347.0
175,God Dey (Live),KobbySalm,82,510,450,347.3333333333333
176,WE WORSHIP YOU,Frank Edwards,500,510,33,347.6666666666667
177,Perfect Love,Rhema 'Ye,83,510,450,347.6666666666667
178,Billion Words,Limoblaze and  Onos,84,510,450,348.0
179,God No Go Shame Us,Prinx Emmanuel,500,94,450,348.0
180,Your Word Is Truth (Live),CHRIS SHALOM,500,510,35,348.3333333333333
181,Delight,Freke Umoh,85,510,450,348.3333333333333
182,Okokroko,Sonnie Badu,500,95,450,348.3333333333333
183,Show Up,Ema Onyx,500,510,36,348.6666666666667
184,Notice,Ada Ehi,500,96,450,348.6666666666667
185,Jesu Ore Otito,Tope Alabi,500,97,450,349.0
186,I Believe,Jessika Kioja,87,510,450,349.0
187,Oyoyo Chukwu ft. Israel Dammy & EeZee Tee,Mercy Chinwo,500,98,450,349.3333333333333
188,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,88,510,450,349.3333333333333
189,Peace In the Storm,Sinach,500,510,39,349.6666666666667
190,Afadhali Yesu ft.Guardian Angel,Goodluck Gozbert,500,99,450,349.6666666666667
191,We Bow Down,Sinach,90,510,450,350.0
192,Konyana,Dr Tumi,91,510,450,350.3333333333333
193,Chukwu Eze,Melody Gabriel,92,510,450,350.6666666666667
194,You No Dey Use Me Play,Ema Onyx,500,510,42,350.6666666666667
195,Tested and Trusted,BOSE PETER,93,510,450,351.0
196,Alpha & Omega (feat. Chris Morgan),K Praise,94,510,450,351.3333333333333
197,Unastahili,Evelyn Wanjiru,95,510,450,351.6666666666667
198,Rid Me of Those Things,Elijah Oyelade,500,510,46,352.0
199,Light it up (feat. Savanah),LaToyah Bless,96,510,450,352.0
200,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,47,352.3333333333333
201,Amanamo (feat. Mercy Chinwo),Chris Morgan,98,510,450,352.6666666666667
202,Great I Am,Dare David,500,510,48,352.6666666666667
203,SOLA ALLYSON,Sola Allyson,500,510,49,353.0
204,New Dimension (Live),Onos,100,510,450,353.3333333333333
205,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,51,353.6666666666667
206,Yahweh Be Praised ( Live ),Emmasings,500,510,52,354.0
207,Yours (Live),Minister GUC,500,510,61,357.0
208,Imole De,Dunsin Oyekan,500,510,66,358.6666666666667
209,IZURUKEME (more than enough),Promise Benson,500,510,67,359.0
210,Gratitude,Tope Alabi,500,510,68,359.3333333333333
211,Man of Galilee,Judikay,500,510,69,359.6666666666667
212,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,70,360.0
213,Same God,Segun John,500,510,71,360.3333333333333
214,Idinma,Judikay,500,510,72,360.6666666666667
215,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,73,361.0
216,You Are Jehovah,Prospa Ochimana,500,510,74,361.3333333333333
217,Awesome God,SINACH,500,510,75,361.6666666666667
218,Yes Lord (Live),Judikay,500,510,76,362.0
219,Spirit Pray (Live),Elijah Oyelade,500,510,77,362.3333333333333
220,I Win,Samsong,500,510,78,362.6666666666667
221,We Wait on You,Steve Crown,500,510,81,363.6666666666667
222,Ebe,Sola Allyson,500,510,82,364.0
223,Aye Ole,Infinity,500,510,83,364.3333333333333
224,Iyin,Sola Allyson,500,510,84,364.6666666666667
225,Iyin Ye O,Tope Alabi,500,510,85,365.0
226,E Dey Work,Samsong,500,510,86,365.3333333333333
227,Nobody Can,Sammie Okposo,500,510,87,365.6666666666667
228,Bless Me (feat. Ada Ehi),Mercy Masika,500,510,88,366.0
229,My Peace,Elijah Oyelade,500,510,89,366.3333333333333
230,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,90,366.6666666666667
231,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,91,367.0
232,God Alone (Live),Joe Praize,500,510,92,367.3333333333333
233,Healing Stream,Evans Ighodalo,500,510,93,367.6666666666667
234,Imole,Sola Allyson,500,510,94,368.0
235,Born to Worship,Prinz,500,510,95,368.3333333333333
236,Korede,Mike Abdul,500,510,96,368.6666666666667
237,On #Yes and Amen Album,Tope Alabi,500,510,99,369.6666666666667
238,ADA EHI,Ada Ehi,500,510,101,370.3333333333333
239,MOSES BLISS,Moses Bliss,500,510,108,372.6666666666667
240,Ta Lo Dabii Re,Tope Alabi,500,510,109,373.0
