rank,song,artist,apple,boom,youtube,RT
60,You I Live For,Moses Bliss,500,12,450,662.0
61,No Troubles,Chris Morgan,2,510,450,662.0
62,This Love,Chidinma,4,510,450,664.0
63,Fourthman (feat. Chris Morgan),Caleb Audu,6,510,450,666.0
64,Fix My Eyes On You ft. Sinach,Ada Ehi,500,19,450,669.0
65,Yeshua Hamashiach,Nathaniel Bassey,500,20,450,670.0
66,Ebube Jehovah,Victor Ike,11,510,450,671.0
67,Heaven,JayMikee,500,22,450,672.0
68,Song of Victory,Esther Olugbemi,12,510,450,672.0
69,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,23,450,673.0
70,In This Place,Minister GUC,14,510,450,674.0
71,Never Forget Your Love,Anny,15,510,450,675.0
72,Emmanuel,Nathaniel Bassey,500,25,450,675.0
73,Capable God,Judikay,16,510,450,676.0
74,Able,Benedict Ukpong,500,27,450,677.0
75,My Evidence ft. Frank Edwards,Testimony Jaga,500,28,450,678.0
76,Your Love ft. Tope Alabi,Steve Crown,500,30,450,680.0
77,Spirit Chant,Victoria Orenze,500,31,450,681.0
78,Gotta Believe,Tasha Cobbs Leonard,500,33,450,683.0
79,All in All,CalledOut Music,23,510,450,683.0
80,Taking Care,Moses Bliss,500,34,450,684.0
81,Powerful Glorious God,Steve Crown,500,35,450,685.0
82,Nothing Missing,Preye Odede,25,510,450,685.0
83,Ekwueme ft. Osinachi Nwachukwu (ETTWP),Prospa Ochimana,500,36,450,686.0
84,Thank You,"Kobby Mantey, Joe Mettle",27,510,450,687.0
85,All The Glory,Steve Crown,500,37,450,687.0
86,CHIOMA (AFRO VIBE),Frank Edwards,500,38,450,688.0
87,Jesu Doh,"EBEN, Jahdiel",28,510,450,688.0
88,King of Glory (feat. Darlene Zschech),Sinach,30,510,450,690.0
89,New Level,Ada Ehi,500,41,450,691.0
90,Lions,T Sharp,31,510,450,691.0
91,Oga Jesus,Daniel Mylez,33,510,450,693.0
92,Finally,Ada Ehi,500,43,450,693.0
93,Best of Me,Double F,34,510,450,694.0
94,Lae La O Ma Bo Oluwa,Tope Alabi,500,44,450,694.0
95,Awone (feat. Chris Morgan),naomee,35,510,450,695.0
96,Nyansabuakwa Nyame,Diana Hamilton,500,46,450,696.0
97,Great & Mighty (Awimayehun),Segun John,36,510,450,696.0
98,Cultural Praise Vol. 3,"KCee, Okwesili Eze Group",37,510,450,697.0
99,Amazing,Isyrose,40,510,450,700.0
100,Most High,Frank Edwards,41,510,450,701.0
101,God Is Real,Moses Bliss,500,51,450,701.0
102,You Fight for Me,Mahalia Buchanan,42,510,450,702.0
103,Yah,Dunsin Oyekan,500,53,450,703.0
104,We Prevail (feat. Maranda Curtis),Sinach,44,510,450,704.0
105,Hallelujah Challenge Worship Medley,Nathaniel Bassey,500,55,450,705.0
106,Billion Words,"Limoblaze, Onos",46,510,450,706.0
107,Adam Nana,Joyce Blessing,500,57,450,707.0
108,Ekele,Desai David,48,510,450,708.0
109,My Beautifier,Chris Shalom,500,58,450,708.0
110,Perfect Love,Rhema \'Ye,50,510,450,710.0
111,Jesu Ore Otito,Tope Alabi,500,61,450,711.0
112,I Believe,Jessika Kioja,52,510,450,712.0
113,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,53,510,450,713.0
114,Konyana,Dr Tumi,55,510,450,715.0
115,Chukwu Eze,Melody Gabriel,56,510,450,716.0
116,The Call,Password,500,67,450,717.0
117,Unastahili,Evelyn Wanjiru,57,510,450,717.0
118,Your Name Is Jesus,Eljoe Onoja,59,510,450,719.0
119,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,60,510,450,720.0
120,Onememma ft. Chioma Jesus,Mercy Chinwo,500,70,450,720.0
121,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,71,450,721.0
122,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,72,450,722.0
123,Bulldozer,Chioma Jesus,500,73,450,723.0
124,Grace Is Available,Sammie Okposo,64,510,450,724.0
125,iTestify,Ada Ehi,500,74,450,724.0
126,Cultural Praise Vol.2,"KCee, Okwesili Eze Group",65,510,450,725.0
127,Do,Austin Hogan,66,510,450,726.0
128,Settled,Ada Ehi,500,76,450,726.0
129,Covenant Keeper,David G,500,77,450,727.0
130,Greatest Lord,Sinach,68,510,450,728.0
131,Praise Medley (Live in London),Joe Mettle,69,510,450,729.0
132,Mma Mma,Frank Edwards,70,510,450,730.0
133,Notice,Ada Ehi,500,80,450,730.0
134,Baba Ese (feat. Yoruba Mass Choir),Mike Abdul,71,510,450,731.0
135,Yesu Mo,Joe Mettle,500,81,450,731.0
136,Okokroko (Remix) [Live],Sonnie Badu,72,510,450,732.0
137,Count On Me,Moses Bliss,500,82,450,732.0
138,Dusty Road,Michael W. Smith,500,83,450,733.0
139,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,84,450,734.0
140,Holy Ghost (Live),Joe Praize,74,510,450,734.0
141,Nothing Is Impossible (feat. Tope Alabi),EBEN,75,510,450,735.0
142,Chineke Idi Nma,Chioma Jesus,500,86,450,736.0
143,Grateful,Sinach,76,510,450,736.0
144,Unchangeable God,Joe Praize,500,87,450,737.0
145,We Testify,Deborah Lukalu,78,510,450,738.0
146,Pamoja,Deborah Lukalu,500,89,450,739.0
147,Awurade,Jayana,79,510,450,739.0
148,I Made It,Gabriel Eziashi,81,510,450,741.0
149,Incredible God (Live),Mercy Chinwo,82,510,450,742.0
150,Cheta ,Ada Ehi,500,92,450,742.0
151,We Bow Down,Sinach,83,510,450,743.0
152,Jesus I Am Calling,Yemi Adeyemo,500,94,450,744.0
153,You Are God (Live),"Chingtok Ishaku, House of Judah",84,510,450,744.0
154,Eze (Radio Edit) [feat. Osby Berry],Dare David,85,510,450,745.0
155,Shine ft. Chize & Nosa,Ada Ehi,500,95,450,745.0
156,Mai Taimako Na (My Helper),Solomon Lange,500,96,450,746.0
157,Sunsum Nwom,Joe Mettle,500,97,450,747.0
158,Wanibariki,Nandy,88,510,450,748.0
159,No One Like You,"Flavour, Semah",89,510,450,749.0
160,My Everything,Joe Mettle,500,99,450,749.0
161,Jesus Is Coming,Judikay,90,510,450,750.0
162,He Keeps on Doing,Benjamin Dube,91,510,450,751.0
163,INDOMITABLE,Jimmy D Psalmist,500,510,5,1011.6666666666666
164,Imole,Sola Allyson,500,510,6,1012.0
165,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,1013.0
166,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,1013.3333333333334
167,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,1013.6666666666666
168,One Moment,Freke Umoh,500,510,12,1014.0
169,Magnify,Dare David,500,510,13,1014.3333333333334
170,Jesus Jehovah,Lara George,500,510,15,1015.0
171,Jesus Never Fails,MaryJane Nweke,500,510,23,1017.6666666666666
172,Knowing You,Minister GUC,500,510,25,1018.3333333333334
173,Unchangeable,Joe Praize,500,510,26,1018.6666666666666
174,Take Over,1spirit & Theopilus Sunday,500,510,28,1019.3333333333334
175,Adonai [Live],Elijah Oyelade,500,510,29,1019.6666666666666
176,WE WORSHIP YOU,Frank Edwards,500,510,33,1021.0
177,Your Word Is Truth (Live),CHRIS SHALOM,500,510,35,1021.6666666666666
178,Show Up,Ema Onyx,500,510,36,1022.0
179,Peace In the Storm,Sinach,500,510,39,1023.0
180,You No Dey Use Me Play,Ema Onyx,500,510,42,1024.0
181,Rid Me of Those Things,Elijah Oyelade,500,510,46,1025.3333333333333
182,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,47,1025.6666666666667
183,Great I Am,Dare David,500,510,48,1026.0
184,Healing Stream,Evans Ighodalo,500,510,49,1026.3333333333333
185,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,51,1027.0
186,Yahweh Be Praised ( Live ),Emmasings,500,510,52,1027.3333333333333
187,All That Matters,GUC,500,510,55,1028.3333333333333
188,Yours (Live),Minister GUC,500,510,60,1030.0
189,Love My Home,Sinach,500,510,61,1030.3333333333333
190,Mimo,Sola Allyson,500,510,64,1031.3333333333333
191,Imole De,Dunsin Oyekan,500,510,68,1032.6666666666667
192,IZURUKEME (more than enough),Promise Benson,500,510,69,1033.0
193,Gratitude,Tope Alabi,500,510,70,1033.3333333333333
194,Man of Galilee,Judikay,500,510,71,1033.6666666666667
195,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,72,1034.0
196,Ta Lo Dabii Re,Tope Alabi,500,510,73,1034.3333333333333
197,Same God,Segun John,500,510,74,1034.6666666666667
198,Idinma,Judikay,500,510,75,1035.0
199,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,76,1035.3333333333333
200,You Are Jehovah,Prospa Ochimana,500,510,77,1035.6666666666667
201,Awesome God,SINACH,500,510,78,1036.0
202,Yes Lord (Live),Judikay,500,510,79,1036.3333333333333
203,Spirit Pray (Live),Elijah Oyelade,500,510,80,1036.6666666666667
204,I Win,Samsong,500,510,81,1037.0
205,Eze Nara Ekele,Steve Crown,500,510,83,1037.6666666666667
206,We Wait on You,Steve Crown,500,510,84,1038.0
207,ÌRÌ,Sola Allyson,500,510,85,1038.3333333333333
208,Ebe,Sola Allyson,500,510,86,1038.6666666666667
209,Born to Worship,Prinz,500,510,87,1039.0
210,Aye Ole,Infinity,500,510,88,1039.3333333333333
211,Korede,Mike Abdul,500,510,89,1039.6666666666667
212,Iyin,Sola Allyson,500,510,90,1040.0
213,Iyin Ye O,Tope Alabi,500,510,91,1040.3333333333333
214,E Dey Work,Samsong,500,510,92,1040.6666666666667
215,Nobody Can,Sammie Okposo,500,510,93,1041.0
216,My Peace,Elijah Oyelade,500,510,96,1042.0
217,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,97,1042.3333333333333
218,God Alone,Joe Praize,500,510,98,1042.6666666666667
219,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,99,1043.0
220,ADA EHI,Ada Ehi,500,510,100,1043.3333333333333
221,ÃŒRÃŒ,Sola Allyson,500,510,102,1044.0
222,Jesu Mi Da (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,103,1044.3333333333333
