rank,song,artist,apple,boom,youtube,RT
46,Adom Grace,Diana Hamilton,500,6,450,318.6666666666667
47,Hallelujah Challenge Praise Medley,Nathaniel Bassey,500,9,450,319.6666666666667
48,More Than Enough,Ada Ehi,500,10,450,320.0
49,Capable God,Judikay,1,510,450,320.3333333333333
50,Thank You For My Life,Ada Ehi,500,12,450,320.6666666666667
51,Jesus the Son of God,Chidinma,3,510,450,321.0
52,Fix My Eyes On You ft. Sinach,Ada Ehi,500,13,450,321.0
53,Roar,Dunsin Oyekan,4,510,450,321.3333333333333
54,New Dimension (Live),Onos,7,510,450,322.3333333333333
55,"Bigger Every Day ft. Festizie, Membrane, Uwa, Chris Heavens & Temple",Moses Bliss,500,17,450,322.3333333333333
56,Taking Care,Moses Bliss,500,18,450,322.6666666666667
57,I Bow,Judikay,8,510,450,322.6666666666667
58,All The Glory,Steve Crown,500,20,450,323.3333333333333
59,Hallelujah (feat. Dunsin Oyekan),Joe Mettle,11,510,450,323.6666666666667
60,Yeshua Hamashiach,Nathaniel Bassey,500,22,450,324.0
61,Made In Amazing,Timothy Bassey,15,510,450,325.0
62,Emmanuel,Nathaniel Bassey,500,26,450,325.3333333333333
63,Good God,Limoblaze and  Ada Ehi,17,510,450,325.6666666666667
64,Your Love ft. Tope Alabi,Steve Crown,500,27,450,325.6666666666667
65,Holy,Monica Eze,18,510,450,326.0
66,Spirit Chant,Victoria Orenze,500,28,450,326.0
67,Hallelujah Challenge Worship Medley,Nathaniel Bassey,500,29,450,326.3333333333333
68,God Dey (Live),KobbySalm,19,510,450,326.3333333333333
69,CHIOMA (AFRO VIBE),Frank Edwards,500,30,450,326.6666666666667
70,Light it up (feat. Savanah),LaToyah Bless,23,510,450,327.6666666666667
71,Covenant Keeper,David G,500,34,450,328.0
72,Ebube Jehovah,Victor Ike,24,510,450,328.0
73,Ekwueme ft. Osinachi Nwachukwu (ETTWP),Prospa Ochimana,500,35,450,328.3333333333333
74,Your Name Is Jesus,Eljoe Onoja,26,510,450,328.6666666666667
75,Yah,Dunsin Oyekan,500,37,450,329.0
76,Song of Victory,Esther Olugbemi,27,510,450,329.0
77,No Troubles,Chris Morgan,28,510,450,329.3333333333333
78,This Love,Chidinma,29,510,450,329.6666666666667
79,In This Place,Minister GUC,30,510,450,330.0
80,Nyansabuakwa Nyame,Diana Hamilton,500,40,450,330.0
81,Yesu Mo,Joe Mettle,500,41,450,330.3333333333333
82,One Song,Ikiri Lawrence,32,510,450,330.6666666666667
83,New Level,Ada Ehi,500,42,450,330.6666666666667
84,You I Live For ft. Loveworld Indomitable Choir,Moses Bliss,500,43,450,331.0
85,Never Forget Your Love,Anny,33,510,450,331.0
86,My Beautifier,Chris Shalom,500,44,450,331.3333333333333
87,xc3x8cmxe1xbbx8dxccx81lxe1xbaxb9xccx80,T Sharp,34,510,450,331.3333333333333
88,Have Mercy (Live),Victoria Orenze,500,45,450,331.6666666666667
89,More Than Conquerors,Chelsea Levi,35,510,450,331.6666666666667
90,Finally,Ada Ehi,500,46,450,332.0
91,Kampeni,Goodluck Gozbert,500,47,450,332.3333333333333
92,"A New Wave of Glory (feat. Tosin Bee, Segunfunmi, Moses Onofeghara & Femi Okunuga)",One Hallelujah,38,510,450,332.6666666666667
93,You Remain the Same,Dunsin Oyekan,500,49,450,333.0
94,Mmoloki Waka,Choko,39,510,450,333.0
95,All in All,CalledOut Music,41,510,450,333.6666666666667
96,Onememma ft. Chioma Jesus,Mercy Chinwo,500,51,450,333.6666666666667
97,Settled,Ada Ehi,500,52,450,334.0
98,iTestify,Ada Ehi,500,53,450,334.3333333333333
99,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,44,510,450,334.6666666666667
100,Je Laisse Tout A Dieu,Indira,500,54,450,334.6666666666667
101,Nothing Missing,Preye Odede,45,510,450,335.0
102,Your Love Is Amazing (feat. Bethuel Lasoi),Rebekah Dawn,46,510,450,335.3333333333333
103,Unchangeable God,Joe Praize,500,56,450,335.3333333333333
104,Thank You,Kobby Mantey and  Joe Mettle,47,510,450,335.6666666666667
105,God of Wonders,Simon Onah,48,510,450,336.0
106,Hozanna,Claire Bahi,49,510,450,336.3333333333333
107,Bulldozer,Chioma Jesus,500,59,450,336.3333333333333
108,Jesu Doh (feat. Jahdiel),EBEN,50,510,450,336.6666666666667
109,Baba Ese ft. Yoruba Mass Choir,Mike Abdul,500,60,450,336.6666666666667
110,Yahweh,Mercy Chinwo,500,510,1,337.0
111,Heaven,JayMikee,500,61,450,337.0
112,Warriors Worship (Medley),Nayaah,51,510,450,337.0
113,Amen,Tjsarx,52,510,450,337.3333333333333
114,All Things New,Tee Worship,53,510,450,337.6666666666667
115,More Than a Song,Dunsin Oyekan,500,63,450,337.6666666666667
116,King of Glory (feat. Darlene Zschech),Sinach,54,510,450,338.0
117,Lae La O Ma Bo Oluwa,Tope Alabi,500,65,450,338.3333333333333
118,Imole,Sola Allyson,500,510,6,338.6666666666667
119,Lions,T Sharp,56,510,450,338.6666666666667
120,Best of Me,Double F,57,510,450,339.0
121,Afadhali Yesu ft.Guardian Angel,Goodluck Gozbert,500,67,450,339.0
122,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,68,450,339.3333333333333
123,Ajibole,Protek Illasheva and  Marizu,58,510,450,339.3333333333333
124,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
125,God Most High,Shalom Braide,59,510,450,339.6666666666667
126,Mai Taimako Na (My Helper),Solomon Lange,500,70,450,340.0
127,Awone (feat. Chris Morgan),naomee,60,510,450,340.0
128,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
129,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,71,450,340.3333333333333
130,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
131,Fourthman (feat. Chris Morgan),Caleb Audu,62,510,450,340.6666666666667
132,One Moment,Freke Umoh,500,510,12,340.6666666666667
133,Magnify,Dare David,500,510,13,341.0
134,I Will Praise You,Solomon Lange,500,73,450,341.0
135,Great & Mighty (Awimayehun),Segun John,63,510,450,341.0
136,Oga Jesus,Daniel Mylez,64,510,450,341.3333333333333
137,I Overcame,Ada Ehi,500,74,450,341.3333333333333
138,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
139,Adam Nana,Joyce Blessing,500,75,450,341.6666666666667
140,Amazing,Isyrose,65,510,450,341.6666666666667
141,Oluwa Is Involved,Joyce Blessing,66,510,450,342.0
142,Ekundayo,Yinka Ayefele,500,76,450,342.0
143,Most High,Frank Edwards,67,510,450,342.3333333333333
144,Je Veux Te Louer,Indira,500,78,450,342.6666666666667
145,We Raise a Sound (feat. 121selah),Nosa,500,510,18,342.6666666666667
146,You Fight for Me,Mahalia Buchanan,68,510,450,342.6666666666667
147,We Prevail (feat. Maranda Curtis),Sinach,69,510,450,343.0
148,They That Wait (feat. MOG),Joe Mettle,70,510,450,343.3333333333333
149,Cheta ,Ada Ehi,500,81,450,343.6666666666667
150,Worship with Angels (feat. Joe Praize),PV Idemudia,71,510,450,343.6666666666667
151,I Am Yours,Ify Ehis,72,510,450,344.0
152,Too Much,Chioma Jesus,73,510,450,344.3333333333333
153,Jesus Never Fails,MaryJane Nweke,500,510,23,344.3333333333333
154,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,24,344.6666666666667
155,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,84,450,344.6666666666667
156,Liyinqaba,Hle and  Hlengiwe Mhlaba,75,510,450,345.0
157,Knowing You,Minister GUC,500,510,25,345.0
158,Ekele,Desai David,76,510,450,345.3333333333333
159,Love My Home,Sinach,500,510,26,345.3333333333333
160,Jesus Power,Eben,500,86,450,345.3333333333333
161,Oka'ome,Chioma Jesus,77,510,450,345.6666666666667
162,Unchangeable,Joe Praize,500,510,27,345.6666666666667
163,Akamdinelu,Mercy Chinwo,500,87,450,345.6666666666667
164,Local Praise,MOGmusic,500,88,450,346.0
165,Ubangiji (feat. Steve Williz),Younggod,78,510,450,346.0
166,Take Over,1spirit & Theopilus Sunday,500,510,29,346.3333333333333
167,Perfect Love,Rhema 'Ye,79,510,450,346.3333333333333
168,Mighty Man of War,Jimmy D Psalmist,500,89,450,346.3333333333333
169,Billion Words,Limoblaze and  Onos,80,510,450,346.6666666666667
170,Adonai [Live],Elijah Oyelade,500,510,31,347.0
171,Jesu Ore Otito,Tope Alabi,500,91,450,347.0
172,Delight,Freke Umoh,81,510,450,347.0
173,God of Vengeance,Minister GUC,500,510,32,347.3333333333333
174,My Everything,Joe Mettle,500,93,450,347.6666666666667
175,I Believe,Jessika Kioja,83,510,450,347.6666666666667
176,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,84,510,450,348.0
177,Notice,Ada Ehi,500,94,450,348.0
178,WE WORSHIP YOU,Frank Edwards,500,510,35,348.3333333333333
179,Oyoyo Chukwu ft. Israel Dammy & EeZee Tee,Mercy Chinwo,500,95,450,348.3333333333333
180,We Bow Down,Sinach,86,510,450,348.6666666666667
181,God No Go Shame Us,Prinx Emmanuel,500,96,450,348.6666666666667
182,Your Word Is Truth (Live),CHRIS SHALOM,500,510,37,349.0
183,Konyana,Dr Tumi,87,510,450,349.0
184,The Harvest,Eben,500,97,450,349.0
185,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,98,450,349.3333333333333
186,Show Up,Ema Onyx,500,510,38,349.3333333333333
187,Chukwu Eze,Melody Gabriel,88,510,450,349.3333333333333
188,Tested and Trusted,BOSE PETER,89,510,450,349.6666666666667
189,Oka Ome,Chioma Jesus,500,99,450,349.6666666666667
190,Just Wanna Praise (Jubilee Edition),Afy Douglas,500,100,450,350.0
191,Alpha & Omega (feat. Chris Morgan),K Praise,90,510,450,350.0
192,Unastahili,Evelyn Wanjiru,91,510,450,350.3333333333333
193,Peace In the Storm,Sinach,500,510,41,350.3333333333333
194,Amanamo (feat. Mercy Chinwo),Chris Morgan,93,510,450,351.0
195,You No Dey Use Me Play,Ema Onyx,500,510,44,351.3333333333333
196,Grace Is Available,Sammie Okposo,97,510,450,352.3333333333333
197,Rid Me of Those Things,Elijah Oyelade,500,510,48,352.6666666666667
198,Cultural Praise Vol.2,KCee and  Okwesili Eze Group,98,510,450,352.6666666666667
199,Do,Austin Hogan,99,510,450,353.0
200,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,49,353.0
201,Great I Am,Dare David,500,510,50,353.3333333333333
202,Healing Stream,Evans Ighodalo,500,510,51,353.6666666666667
203,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,53,354.3333333333333
204,Yahweh Be Praised ( Live ),Emmasings,500,510,54,354.6666666666667
205,ADA EHI,Ada Ehi,500,510,59,356.3333333333333
206,Yours (Live),Minister GUC,500,510,62,357.3333333333333
207,Mimo,Sola Allyson,500,510,64,358.0
208,Imole De,Dunsin Oyekan,500,510,67,359.0
209,IZURUKEME (more than enough),Promise Benson,500,510,68,359.3333333333333
210,Gratitude,Tope Alabi,500,510,69,359.6666666666667
211,Man of Galilee,Judikay,500,510,70,360.0
212,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,71,360.3333333333333
213,On #Yes and Amen Album,Tope Alabi,500,510,72,360.6666666666667
214,Same God,Segun John,500,510,73,361.0
215,Idinma,Judikay,500,510,74,361.3333333333333
216,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,75,361.6666666666667
217,You Are Jehovah,Prospa Ochimana,500,510,76,362.0
218,Awesome God,SINACH,500,510,77,362.3333333333333
219,Yes Lord (Live),Judikay,500,510,78,362.6666666666667
220,Spirit Pray (Live),Elijah Oyelade,500,510,79,363.0
221,I Win,Samsong,500,510,80,363.3333333333333
222,Eze Nara Ekele,Steve Crown,500,510,81,363.6666666666667
223,We Wait on You,Steve Crown,500,510,82,364.0
224,ÌRÌ,Sola Allyson,500,510,83,364.3333333333333
225,Ebe,Sola Allyson,500,510,84,364.6666666666667
226,Born to Worship,Prinz,500,510,85,365.0
227,Aye Ole,Infinity,500,510,86,365.3333333333333
228,Korede,Mike Abdul,500,510,87,365.6666666666667
229,Iyin Ye O,Tope Alabi,500,510,89,366.3333333333333
230,E Dey Work,Samsong,500,510,90,366.6666666666667
231,Nobody Can,Sammie Okposo,500,510,91,367.0
232,My Peace,Elijah Oyelade,500,510,93,367.6666666666667
233,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,94,368.0
234,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,95,368.3333333333333
235,God Alone (Live),Joe Praize,500,510,96,368.6666666666667
236,Iyin,Sola Allyson,500,510,97,369.0
237,Indomitable,Jimmy D Psalmist,500,510,98,369.3333333333333
238,David G,David G,500,510,100,370.0
239,Moses Bliss,Moses Bliss,500,510,104,371.3333333333333
240,SOLA ALLYSON,Sola Allyson Obaniyi,500,510,105,371.6666666666667
241,FRANK EDWARDS ,FRANK EDWARDS,500,510,106,372.0
