Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
21,23,FOR YOU (feat. Davido),Teni,23,62549,-8.8%,https://www.youtube.com/watch?v=Y5QUVma7_g4
22,20,Roju,Chike,27,62526,-13.3%,https://www.youtube.com/watch?v=19WTWVw15n0
23,26,Ke Star (Remix),Focalistic & Davido,22,62503,6.8%,https://www.youtube.com/watch?v=oQKKCXXRcKE
24,24,Show Me,Joeboy,14,62081,-4.1%,https://www.youtube.com/watch?v=F0KN8cgHC8g
25,17,Celebrate Me (Cover) (feat. Patoranking),Don OK,5,61903,-19%,https://www.youtube.com/watch?v=7XfOyuBSb_k
26,25,Outside,Buju,9,57022,-5%,https://www.youtube.com/watch?v=3A3MiNlX6II
27,27,La La (feat. CKay),Davido,16,53810,-4%,https://www.youtube.com/watch?v=NM8cY2VzqkI
28,,Woo Baby (feat. Chris Brown),Pop Smoke,1,52491,,https://www.youtube.com/watch?v=lvtPavab5XI
29,28,In My Maserati,Olakira,51,52336,-3.8%,https://www.youtube.com/watch?v=QEPmDnVkLzg
30,29,Bounce,Rema,21,48919,4%,https://www.youtube.com/watch?v=xxMTgqNjZGo
31,30,Cash App,"Bella Shmurda, Zlatan & Lincoln",41,45503,-2.5%,https://www.youtube.com/watch?v=n1S66UhdIwA
32,,Julie,Olamide,2,44314,,https://www.youtube.com/watch?v=0BQxuWujwiw
33,34,KPK (Ko Por Ke),Rexxie & Mohbad,33,43613,-2%,https://www.youtube.com/watch?v=rs7PiGxBShs
34,5,Bia,Phyno,2,43178,-67.2%,https://www.youtube.com/watch?v=bJWzcWW-p38
35,38,Dimension (feat. Skepta & Rema),JAE5,18,41213,-2.3%,https://www.youtube.com/watch?v=3QWCjiZSdGQ
36,22,Party Next Door,Dangbana Republik & Bella Shmurda,3,41038,-42.4%,https://www.youtube.com/watch?v=bhZmePt58gM
37,59,Monalisa,Lojay & Sarz,3,39600,42.6%,https://www.youtube.com/watch?v=loxACEBahMM
38,35,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,38,39055,-10%,https://www.youtube.com/watch?v=psieSr_bu8o
39,40,Ameno,ERA,10,38016,-3.6%,https://www.youtube.com/watch?v=onjPLuZp6hY
40,45,"Body (Remix) (feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,14,37562,4.5%,https://www.youtube.com/watch?v=BS3HgiHPYcs
41,,Doings (feat. Phyno),Flavour,23,37478,,https://www.youtube.com/watch?v=VfLiqasATb0
42,39,History,Cheque & Fireboy DML,15,37202,-8.6%,https://www.youtube.com/watch?v=n1FIQVk1JEE
43,41,Ginger (feat. Burna Boy),Wizkid,38,36853,-5.2%,https://www.youtube.com/watch?v=YSy2lBZ1QrA
44,,Let It Go,TATY KISS,34,36710,,https://www.youtube.com/watch?v=L0MK7qz13bU
45,15,Permission to Dance,BTS,2,36557,-58.7%,https://www.youtube.com/watch?v=CuklIb9d3fI
46,44,Bling (feat. Amaarae & Buju),Blaqbonez,13,35849,-0.8%,https://www.youtube.com/watch?v=JJsCz_1ib30
47,43,High Way (feat. Phyno),Dj Kaywise,31,35609,-1.7%,https://www.youtube.com/watch?v=eVq3ijdk0E8
48,42,Abule,Patoranking,48,35332,-4.4%,https://www.youtube.com/watch?v=sRbHy6sRDps
49,36,It Is What It Is,Adekunle Gold,12,35199,-18.1%,https://www.youtube.com/watch?v=fgNKzf92gNo
50,,Paloma,Mr. P & --,1,34471,,https://www.youtube.com/watch?v=9XV2XGyn25k
51,32,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,6,31882,-29.6%,https://www.youtube.com/watch?v=2LGiIBkg2uw
52,50,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,17,31453,-3.9%,https://www.youtube.com/watch?v=mC-zw0zCCtg
53,55,Medicine,Jaywillz,3,31258,2.1%,https://www.youtube.com/watch?v=UR6wXYhJQU8
54,57,Mothaland (Remix),Sound Sultan & Johnny Drille,2,28767,-3%,https://www.youtube.com/watch?v=zKQmGbPAMwg
55,70,Confident,-- & Buju,3,28686,30.1%,https://www.youtube.com/watch?v=O7vPv3Tm0vg
56,85,You're Welcome,Dwayne Johnson,10,28601,57.3%,https://www.youtube.com/watch?v=79DijItQXMM
57,31,Stay,The Kid Laroi & Justin Bieber,2,27686,-39.9%,https://www.youtube.com/watch?v=kTJczUoc26U
58,65,MONTERO (Call Me By Your Name),Lil Nas X,17,27223,17.9%,https://www.youtube.com/watch?v=6swmTBVI83k
59,54,Good Woman,Flavour,18,26741,-12.8%,https://www.youtube.com/watch?v=jN0hSjZ_7fQ
60,58,Kilometre,Burna Boy,13,26390,-9.5%,https://www.youtube.com/watch?v=eKv5CBr-kKo
61,,Testimony,Buju,1,25831,,https://www.youtube.com/watch?v=MM4KHJcazbc
62,,Feel Good,Mohbad,1,25779,,https://www.youtube.com/watch?v=u00Xmw-uGQs
63,46,Onyedikagi (feat. Glowrie),Mercy Chinwo,13,25727,-27.8%,https://www.youtube.com/watch?v=o4pm6f5zv4I
64,33,Clash (feat. Stormzy),Dave,2,25721,-42.6%,https://www.youtube.com/watch?v=oFqVvjq6BGM
65,60,Naira Marley,Zinoleesky,4,24901,-5.7%,https://www.youtube.com/watch?v=wFrlXSC4D4A
66,,Mr. Jones (feat. FUTURE),Pop Smoke,1,24299,,https://www.youtube.com/watch?v=xeBfKr-guOA
67,37,Motley Crew,Post Malone,2,23989,-43.6%,https://www.youtube.com/watch?v=311ZcJozOhI
68,,Waka Waka (This Time for Africa),Shakira,25,23644,,https://www.youtube.com/watch?v=pRpeEdMmmQ0
69,69,Addicted,Guchi,3,23621,7%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
70,63,Early Momo,Vector & Good Girl La,17,23435,-8.5%,https://www.youtube.com/watch?v=PU2dnlpQNOg
71,,Adé Orí Òkin,K1 De Ultimate,21,23134,,https://www.youtube.com/watch?v=HT3Z8myTQI0
72,67,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,17,22122,-3.1%,https://www.youtube.com/watch?v=Qp7cb_v3_gQ
73,66,Ruger,Ruger,11,21599,-5.4%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
74,,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,1,20156,,https://www.youtube.com/watch?v=o7jsf2PeYB8
75,83,Dama,Namenj & Hamisu Breaker,20,19859,6.6%,https://www.youtube.com/watch?v=-37FwMOcA3E
76,49,Verified (feat. Mayorkun),Laycon,5,19736,-39.9%,https://www.youtube.com/watch?v=L7f147mkO_c
77,73,KOLO (feat. Oxlade),Ice Prince,19,19605,-3.5%,https://www.youtube.com/watch?v=Ts19iSWEvds
78,61,Yahweh,Mercy Chinwo,3,19424,-26.4%,https://www.youtube.com/watch?v=9R1RiGllzj0
79,89,Are You Sure (feat. Naira Marley),"LYTA, EMO Grae, Naira Marley & Zinoleesky",19,19332,8.7%,https://www.youtube.com/watch?v=wbJAtq1SLgE
80,79,Oliver Twist,ArrDee,7,19243,0.8%,https://www.youtube.com/watch?v=HC7p5PjrC1E
81,78,Sai dake,Hamisu Breaker,11,19088,-2.1%,https://www.youtube.com/watch?v=1eWinSRXuo0
82,76,Too Correct (feat. Rema),Crayon,16,19053,-3.7%,https://www.youtube.com/watch?v=FRQsG8WKETg
83,64,Butter,BTS,9,18979,-25.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
84,100,Astronaut In The Ocean,Masked Wolf,6,18664,19.6%,https://www.youtube.com/watch?v=MEg-oqI9qmw
85,74,Door,Joeboy,15,18519,-7.7%,https://www.youtube.com/watch?v=gjzzE1v1RDk
86,72,Somebody Baby,Peruzzi & Davido,18,18426,-14.6%,https://www.youtube.com/watch?v=anYV459bfmM
87,75,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,18,18259,-8.4%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
88,88,Cho Cho (feat. Davido & Mayorkun),Zlatan,12,17792,-0.8%,https://www.youtube.com/watch?v=XdclVBcpmdg
89,80,Don Dada,Timaya,17,17651,-7%,https://www.youtube.com/watch?v=AKJGyiNEjpc
90,95,GANI A SO,Zainab Ambato,20,17060,1.7%,https://www.youtube.com/watch?v=AgocpB3JxOA
91,,My Heart (feat. Adekunle Gold),Naomi Mac,1,16883,,https://www.youtube.com/watch?v=rSkhaaX5dNY
92,,Believer,Imagine Dragons,1,16671,,https://www.youtube.com/watch?v=7wtfhZwyrcc
93,51,Kokose (feat. Wizkid),Sound Sultan & Wizkid,2,16562,-48.6%,https://www.youtube.com/watch?v=XqhRCxjRmrM
94,,Abu Dhabi,Ruger,2,16542,,https://www.youtube.com/watch?v=cyg6M9k96Zk
95,47,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",2,16294,-54.3%,https://www.youtube.com/watch?v=2HzK5G72JI8
96,,Aye,Davido,1,16159,,https://www.youtube.com/watch?v=uZ-_HIoEBE8
97,87,World,Dangbana Republik & Bella Shmurda,16,15955,-11.2%,https://www.youtube.com/watch?v=SbPAsVsJq7w
98,,Bolanle (feat. Zlatan),IVD,30,15817,,https://www.youtube.com/watch?v=RDJw79JzFNs
99,,Peru,Fireboy DML,1,15806,,https://www.youtube.com/watch?v=GP_LpUoNx-I
100,84,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",20,15759,-14.6%,https://www.youtube.com/watch?v=adLGHcj_fmA
