Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
27,23,Ke Star (Remix),Focalistic & Davido,23,51521,-17.6%,https://www.youtube.com/watch?v=oQKKCXXRcKE
28,29,In My Maserati,Olakira,52,46793,-10.6%,https://www.youtube.com/watch?v=QEPmDnVkLzg
29,20,There Is a Place,Nathaniel Bassey,4,45524,-27.5%,https://www.youtube.com/watch?v=lWGx7EL_rsQ
30,,Rise Up,2Baba & Falz,1,44487,,https://www.youtube.com/watch?v=JDkYyl-cHiQ
31,6,Wild Side (feat. Cardi B),Normani,2,44415,-60.7%,https://www.youtube.com/watch?v=DFMEBquxeO8
32,37,Monalisa,Lojay & Sarz,4,43860,10.8%,https://www.youtube.com/watch?v=loxACEBahMM
33,30,Bounce,Rema,22,43267,-11.6%,https://www.youtube.com/watch?v=xxMTgqNjZGo
34,31,Cash App,"Bella Shmurda, Zlatan & Lincoln",42,42460,-6.7%,https://www.youtube.com/watch?v=n1S66UhdIwA
35,99,Peru,Fireboy DML,2,40230,154.5%,https://www.youtube.com/watch?v=GP_LpUoNx-I
36,58,MONTERO (Call Me By Your Name),Lil Nas X,18,38746,42.3%,https://www.youtube.com/watch?v=6swmTBVI83k
37,35,Dimension (feat. Skepta & Rema),JAE5,19,38222,-7.3%,https://www.youtube.com/watch?v=3QWCjiZSdGQ
38,38,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,39,37963,-2.8%,https://www.youtube.com/watch?v=psieSr_bu8o
39,33,KPK (Ko Por Ke),Rexxie & Mohbad,34,37610,-13.8%,https://www.youtube.com/watch?v=rs7PiGxBShs
40,27,La La (feat. CKay),Davido,17,36198,-32.7%,https://www.youtube.com/watch?v=NM8cY2VzqkI
41,49,It Is What It Is,Adekunle Gold,13,35408,0.6%,https://www.youtube.com/watch?v=fgNKzf92gNo
42,43,Ginger (feat. Burna Boy),Wizkid,39,33840,-8.2%,https://www.youtube.com/watch?v=YSy2lBZ1QrA
43,53,Medicine,Jaywillz,4,33386,6.8%,https://www.youtube.com/watch?v=UR6wXYhJQU8
44,,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,28,33322,,https://www.youtube.com/watch?v=jPZsU17Z5T8
45,46,Bling (feat. Amaarae & Buju),Blaqbonez,14,32603,-9.1%,https://www.youtube.com/watch?v=JJsCz_1ib30
46,,Okay,Adekunle Gold,24,32108,,https://www.youtube.com/watch?v=zgi30OqnKN4
47,48,Abule,Patoranking,49,31990,-9.5%,https://www.youtube.com/watch?v=sRbHy6sRDps
48,18,Jalebi Baby,Tesher,2,31834,-53.2%,https://www.youtube.com/watch?v=IFtwhMK64H8
49,64,Clash (feat. Stormzy),Dave,3,31767,23.5%,https://www.youtube.com/watch?v=oFqVvjq6BGM
50,42,History,Cheque & Fireboy DML,16,30982,-16.7%,https://www.youtube.com/watch?v=n1FIQVk1JEE
51,,Far Away (Live),Dangbana Republik,1,30885,,https://www.youtube.com/watch?v=co-6gpv0-Ck
52,63,Onyedikagi (feat. Glowrie),Mercy Chinwo,14,30814,19.8%,https://www.youtube.com/watch?v=o4pm6f5zv4I
53,,Lukuti,DJ AB,2,30810,,https://www.youtube.com/watch?v=ye5Pt2Yhx2A
54,52,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,18,30800,-2.1%,https://www.youtube.com/watch?v=mC-zw0zCCtg
55,36,Party Next Door,Dangbana Republik & Bella Shmurda,4,30145,-26.5%,https://www.youtube.com/watch?v=bhZmePt58gM
56,40,"Body (Remix) (feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,15,29787,-20.7%,https://www.youtube.com/watch?v=BS3HgiHPYcs
57,51,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,7,28303,-11.2%,https://www.youtube.com/watch?v=2LGiIBkg2uw
58,55,Confident,-- & Buju,4,27785,-3.1%,https://www.youtube.com/watch?v=O7vPv3Tm0vg
59,45,Permission to Dance,BTS,3,26186,-28.4%,https://www.youtube.com/watch?v=CuklIb9d3fI
60,62,Feel Good,Mohbad,2,25746,-0.1%,https://www.youtube.com/watch?v=u00Xmw-uGQs
61,69,Addicted,Guchi,4,25283,7%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
62,56,You're Welcome,Dwayne Johnson,11,25221,-11.8%,https://www.youtube.com/watch?v=79DijItQXMM
63,34,Bia,Phyno,3,23739,-45%,https://www.youtube.com/watch?v=bJWzcWW-p38
64,,No Forget (feat. Simi),Adekunle Gold,35,23281,,https://www.youtube.com/watch?v=n_7qVnddsLk
65,60,Kilometre,Burna Boy,14,23085,-12.5%,https://www.youtube.com/watch?v=eKv5CBr-kKo
66,72,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,18,22779,3%,https://www.youtube.com/watch?v=Qp7cb_v3_gQ
67,65,Naira Marley,Zinoleesky,5,22700,-8.8%,https://www.youtube.com/watch?v=x-CZHdRUjr8
68,39,Ameno,ERA,11,22264,-41.4%,https://www.youtube.com/watch?v=onjPLuZp6hY
69,,Need To Know,Doja Cat,2,21588,,https://www.youtube.com/watch?v=dI3xkL7qUAc
70,59,Good Woman,Flavour,19,21493,-19.6%,https://www.youtube.com/watch?v=jN0hSjZ_7fQ
71,91,My Heart (feat. Adekunle Gold),Naomi Mac,2,20816,23.3%,https://www.youtube.com/watch?v=rSkhaaX5dNY
72,,Focus,RudeBoy,1,20730,,https://www.youtube.com/watch?v=ewsAqrxoEYI
73,,Don't Go Yet,Camila Cabello,1,20414,,https://www.youtube.com/watch?v=iFPkd-7AcDM
74,70,Early Momo,Vector & Good Girl La,18,19429,-17.1%,https://www.youtube.com/watch?v=PU2dnlpQNOg
75,,In Summer,Josh Gad,1,18584,,https://www.youtube.com/watch?v=UFatVn1hP3o
76,73,Ruger,Ruger,12,18541,-14.2%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
77,89,Don Dada,Timaya,18,17942,1.6%,https://www.youtube.com/watch?v=AKJGyiNEjpc
78,,Unforgiving,Yung Bleu & Davido,1,17754,,https://www.youtube.com/watch?v=OmwH9Ee4PiI
79,77,KOLO (feat. Oxlade),Ice Prince,20,17661,-9.9%,https://www.youtube.com/watch?v=Ts19iSWEvds
80,82,Too Correct (feat. Rema),Crayon,17,17311,-9.1%,https://www.youtube.com/watch?v=FRQsG8WKETg
81,80,Oliver Twist,ArrDee,8,17303,-10.1%,https://www.youtube.com/watch?v=HC7p5PjrC1E
82,85,Door,Joeboy,16,17215,-7%,https://www.youtube.com/watch?v=gjzzE1v1RDk
83,83,Butter,BTS,10,17203,-9.4%,https://www.youtube.com/watch?v=WMweEpGlu_U
84,57,STAY,The Kid Laroi & Justin Bieber,3,16803,-39.3%,https://www.youtube.com/watch?v=kTJczUoc26U
85,94,Abu Dhabi,Ruger,3,16802,1.6%,https://www.youtube.com/watch?v=cyg6M9k96Zk
86,,Coupe,Pop Smoke,1,16698,,https://www.youtube.com/watch?v=AzQJO6AyfaQ
87,87,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,19,16643,-8.9%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
88,79,Are You Sure (feat. Naira Marley),"LYTA, EMO Grae, Naira Marley & Zinoleesky",20,16554,-14.4%,https://www.youtube.com/watch?v=wbJAtq1SLgE
89,61,Testimony,Buju,2,16487,-36.2%,https://www.youtube.com/watch?v=dcaxGix-tM0
90,86,Somebody Baby,Peruzzi & Davido,19,16454,-10.7%,https://www.youtube.com/watch?v=anYV459bfmM
91,,Lazarus (feat. Boj),Dave,1,16275,,https://www.youtube.com/watch?v=p8P-sLoRgM0
92,,Bad Habits,Ed Sheeran,4,16182,,https://www.youtube.com/watch?v=orJSJGHjBLI
93,96,Aye,Davido,2,16069,-0.6%,https://www.youtube.com/watch?v=uZ-_HIoEBE8
94,81,Sai dake,Hamisu Breaker,12,15959,-16.4%,https://www.youtube.com/watch?v=1eWinSRXuo0
95,78,Yahweh,Mercy Chinwo,4,15746,-18.9%,https://www.youtube.com/watch?v=9R1RiGllzj0
96,,Kiss Me More (feat. SZA),Doja Cat,9,15725,,https://www.youtube.com/watch?v=0EVVKs6DQLo
97,84,Astronaut In The Ocean,Masked Wolf,7,15528,-16.8%,https://www.youtube.com/watch?v=MEg-oqI9qmw
98,,Bank On It,Burna Boy,14,15131,,https://www.youtube.com/watch?v=XlCPF3-IyIw
99,,Better Believe,"Belly, The Weeknd & Young Thug",1,14930,,https://www.youtube.com/watch?v=yJUUw3piMl8
100,,New Normal,Khalid,1,14852,,https://www.youtube.com/watch?v=KnULIl5GvkQ
