Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
67,67,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,12,25796,3.1%,https://www.youtube.com/watch?v=Qp7cb_v3_gQ
68,53,Oliver Twist,ArrDee,2,25701,-19.8%,https://www.youtube.com/watch?v=HC7p5PjrC1E
69,58,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,13,25337,-9.9%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
70,68,Good Woman,Flavour,13,24682,-0.2%,https://www.youtube.com/watch?v=jN0hSjZ_7fQ
71,,Why Not,Migos,1,24629,,https://www.youtube.com/watch?v=yvTvb62S6_o
72,,PEPE,L.A.X & Davido,1,24077,,https://www.youtube.com/watch?v=DMLF8-2wgIY
73,65,Door,Joeboy,10,24029,-7.7%,https://www.youtube.com/watch?v=gjzzE1v1RDk
74,33,Voice of the Heroes,Lil Baby & Lil Durk,3,23785,-43.7%,https://www.youtube.com/watch?v=hmfo73iuUuc
75,70,Love Like This (feat. Fireboy DML),Lil Kesh,13,23378,-4.5%,https://www.youtube.com/watch?v=PMGrn5pA-DM
76,66,Loved By You (feat. Burna Boy),Justin Bieber,13,23313,-8.1%,https://www.youtube.com/watch?v=MHi4w6DO3DE
77,73,Don Dada,Timaya,12,22485,1.7%,https://www.youtube.com/watch?v=AKJGyiNEjpc
78,,Ginger Me,Rema,38,22334,,https://www.youtube.com/watch?v=f0GAC0d2JIA
79,50,LV N ATTN (feat. Wizkid),Lojay,2,21268,-41.4%,https://www.youtube.com/watch?v=t4IEaUhIuCs
80,29,Late At Night,Roddy Ricch,2,21263,-54%,https://www.youtube.com/watch?v=sJDRfZJFAk0
81,83,Ruger,Ruger,6,21051,8.5%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
82,71,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",15,20637,-14.6%,https://www.youtube.com/watch?v=adLGHcj_fmA
83,78,GANI A SO,Zainab Ambato,15,20619,-0%,https://www.youtube.com/watch?v=AgocpB3JxOA
84,79,INJURE ME,Teni,5,20571,1.7%,https://www.youtube.com/watch?v=O7bOeffd48E
85,86,Labarin Zuciya (Live),Rahab saleem,5,20424,9.1%,https://www.youtube.com/watch?v=O1wnV5k00Fs
86,74,Are You Sure (feat. Naira Marley),"LYTA, EMO Grae, Naira Marley & Zinoleesky",14,19826,-7.6%,https://www.youtube.com/watch?v=wbJAtq1SLgE
87,46,How It Feels,Lil Baby & Lil Durk,2,19578,-47%,https://www.youtube.com/watch?v=BAsRTTO8L2k
88,81,Up,Cardi B,19,19031,-2.6%,https://www.youtube.com/watch?v=rCiBgLOcuKU
89,,Lukuti,DJ Ab,1,18878,,https://www.youtube.com/watch?v=ye5Pt2Yhx2A
90,85,Million Little Miracles,Elevation Worship & Maverick City Music,6,18837,-1%,https://www.youtube.com/watch?v=Viiw6tGimHo
91,77,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,7,18716,-9.7%,https://www.youtube.com/watch?v=QRZJNqoJQFY
92,87,Yadda Kunne Yaji,Hamisu Breaker,18,18544,1.8%,https://www.youtube.com/watch?v=l-tHbaRdzJc
93,76,Squander,Falz & Niniola,18,18515,-11.1%,https://www.youtube.com/watch?v=d5h4yOmKi6w
94,93,Kiss Me More (feat. SZA),Doja Cat,7,18373,12.6%,https://www.youtube.com/watch?v=0EVVKs6DQLo
95,88,At My Worst,Pink Sweat$,14,18278,5.5%,https://www.youtube.com/watch?v=8CEJoCr_9UI
96,59,OLOFOFO,Victor AD,2,17817,-36.5%,https://www.youtube.com/watch?v=KYfVSpb5lZk
97,,Painting Pictures,Polo G,1,17736,,https://www.youtube.com/watch?v=acfQ_o-wtHw
98,92,Labarin Zuciya (feat. Yahaya dikko),Adam A. Zango,2,17706,6.3%,https://www.youtube.com/watch?v=KrkaFjyPoRo
99,,Koroba,Tiwa Savage,27,17661,,https://www.youtube.com/watch?v=5goMslKxEWs
100,,RAPSTAR,Polo G,5,17341,,https://www.youtube.com/watch?v=w2IhccXakkE
