rank,song,artist,apple,boom,spotify,deezer,RT
108,"Congratulations ft, Buchi",Ada Ehi,200,59,225,270,188.5
109,Love Me,Juls,200,250,34,270,188.5
110,Falling (feat. Kidi),Nviiri The Storyteller,10,250,225,270,188.75
111,Mwisho,Killy (TZ),200,61,225,270,189.0
112,Visiting Hours,Ed Sheeran,200,62,225,270,189.25
113,"ungayeki, (feat. Berita)",Amanda Black,12,250,225,270,189.25
114,You Are Yahweh,Steve Crown,200,63,225,270,189.5
115,MOSLADO,Teni,200,250,38,270,189.5
116,Music Messiah,DJ Neptune,200,250,39,270,189.75
117,Wena (feat. Sino Msolo),Musa Keys and  Lebza TheVillain,14,250,225,270,189.75
118,Money Man (Remix),Malcolm Nuna,200,64,225,270,189.75
119,Southy Love (feat. Fireboy DML),Peruzzi,15,250,225,270,190.0
120,Sandakalawe,Harmonize,200,65,225,270,190.0
121,La Mour,KS Bloom,200,66,225,270,190.25
122,Only You,GIMS,200,250,41,270,190.25
123,Let Me Know,Mayorkun,17,250,225,270,190.5
124,Jaara feat. Medikal,Sarkodie,200,67,225,270,190.5
125,Bosana,El Mukuka,200,250,43,270,190.75
126,Accra,Medikal,200,69,225,270,191.0
127,Pete Yangu ft. Nadia Mukami,Bahati,200,70,225,270,191.25
128,Snitch (feat. Foushexc3xa9),Ayra Starr,21,250,225,270,191.5
129,GUPTA,Focalistic,200,250,47,270,191.75
130,Dusuma ft. Meddy,Otile Brown,200,72,225,270,191.75
131,Regina ft. Jux,Otile Brown,200,73,225,270,192.0
132,Sweety,Yemi Alade,200,250,49,270,192.25
133,Bad Influence ,Omah Lay,200,75,225,270,192.5
134,Outside,Buju,25,250,225,270,192.5
135,Frenemies (feat. Oxlade),Rexxie,26,250,225,270,192.75
136,In Love ft. AliKiba,Otile Brown,200,76,225,270,192.75
137,NDOVU NI KUU (feat. KHALIGRAPH JONES & BOUTROSS MUNENE),NDOVU KUU,200,77,225,270,193.0
138,Nobody ft. Joeboy & Mr Eazi,DJ Neptune,200,78,225,270,193.25
139,Mama Mia (feat. Joeboy),Jaido P,28,250,225,270,193.25
140,Fendi (feat. Joeboy),Blaqbonez,29,250,225,270,193.5
141,Non Living Thing feat. Oxlade,Sarkodie,200,79,225,270,193.5
142,Lala ft. Jux,Rayvanny,200,80,225,270,193.75
143,LOML (feat. Olamide),Cheque,200,250,55,270,193.75
144,Salungano,Makhadzi,200,250,56,270,194.0
145,Bena,Jinmi Abduls,32,250,225,270,194.25
146,Ghana Jollof (feat. Falz & Kwabena Kwabena),Basketmouth,200,250,57,270,194.25
147,"Y3 Y3 DOM ft. Skyface SDW, Reggie, Kwaku DMC, City Boy & Kawabanga",JAY BAHD,200,83,225,270,194.5
148,HUSTLE,Teni,33,250,225,270,194.5
149,Like I Do,Fireboy DML,200,84,225,270,194.75
150,Solace,Ajebo Hustlers,34,250,225,270,194.75
151,Cocaine,Dai Verse,35,250,225,270,195.0
152,Jail,Kanye West,200,85,225,270,195.0
153,Ntoni Na (feat. Blxckie & 25K),Yanga Chief,36,250,225,270,195.25
154,Call Me Baby,Cheque,200,86,225,270,195.25
155,Praise,Fameye,200,87,225,270,195.5
156,Too Faithful,Moses Bliss,200,88,225,270,195.75
157,Dollar On You,Kuami Eugene,200,89,225,270,196.0
158,Chawa ft. Rayvanny & Ntosh Gaz,Whozu,200,90,225,270,196.25
159,8xc3xa8me merveille,Fally Ipupa,200,92,225,270,196.75
160,Sawubona,Nobuhle and  Sun-El Musician,42,250,225,270,196.75
161,Amore,Fally Ipupa,200,93,225,270,197.0
162,Dorime ,Teni,200,95,225,270,197.5
163,Confident,Savage and  Buju,45,250,225,270,197.5
164,Baby Go,Otile Brown and  Kizz Daniel,46,250,225,270,197.75
165,Raha (feat. Nadia Mukami),Arrow Bwoy,48,250,225,270,198.25
166,Tycoon (feat. Reminisce & MOJO),Show Dem Camp,50,250,225,270,198.75
167,Far Away,Dangbana Republik and  Bella Shmurda,52,250,225,270,199.25
168,Slow Down,King Promise,53,250,225,270,199.5
169,Dis moi comment.,Tayc,54,250,225,270,199.75
170,Pololo (feat. Tiakola),MHD,55,250,225,270,200.0
171,btb,Una Rams and  Blxckie,59,250,225,270,201.0
172,STAMINA (feat. LuuDadeejay),WurlD and  Major League Djz,61,250,225,270,201.5
173,Goumin Fracas,Toofan,62,250,225,270,201.75
174,Fine Wine (feat. King Promise & Joeboy),R2Bees,64,250,225,270,202.25
175,Real,Tim Lyre,65,250,225,270,202.5
176,Sans moi,Franglish and  Aya Nakamura,67,250,225,270,203.0
177,Sima Nkre,"Djodje,  Deejay Telio and  Julinho Ksd",69,250,225,270,203.5
178,"LiYoshona (feat. Njelic, MalumNator & De Mthuda) [Main Mix]",Kwiish SA,70,250,225,270,203.75
179,Phuze (feat. Zaba),Dlala Thukzin,71,250,225,270,204.0
180,Je veux que toi (feat. Fally Ipupa),Bramsito,73,250,225,270,204.5
181,"Isphithiphithi (feat. Reece Madlisa, Busta 929 & Joocy)",Pabi Cooper,74,250,225,270,204.75
182,Questions,Shekhinah,76,250,225,270,205.25
183,I Want (feat. Mutoriah),Chris Kaiga,77,250,225,270,205.5
184,"Uphetheni Esandleni (feat. Sizwe Mdlalose, Assiye Bongzin & DJ Tira)",Dladla Mshunqisi,78,250,225,270,205.75
185,Nossas Coisas (feat. ARY),C4 pedro,79,250,225,270,206.0
186,"Africa, One Of A Kind","Angelique Kidjo,  Mr Eazi and  Salif Keita",80,250,225,270,206.25
