Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
70,68,"Body (Remix) (feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,18,20678,-9.9%,https://www.youtube.com/watch?v=BS3HgiHPYcs
71,75,Addicted,Guchi,7,20582,-4%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
72,82,Abu Dhabi,Ruger,6,19711,1%,https://www.youtube.com/watch?v=cyg6M9k96Zk
73,79,Ruger,Ruger,15,19701,-2.7%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
74,78,Kilometre,Burna Boy,17,19564,-8%,https://www.youtube.com/watch?v=eKv5CBr-kKo
75,,Come Closer (feat. Drake),Wizkid,36,19393,,https://www.youtube.com/watch?v=vqW18C4plZ8
76,86,Wild Side (feat. Cardi B),Normani,5,19190,5.2%,https://www.youtube.com/watch?v=DFMEBquxeO8
77,80,Clash (feat. Stormzy),Dave,6,18988,-6.2%,https://www.youtube.com/watch?v=oFqVvjq6BGM
78,99,Omo Ologo (feat. Zinoleesky),Lil Frosh,9,18069,15.6%,https://www.youtube.com/watch?v=YXSgtJWC9DM
79,53,World,Dangbana Republik & Bella Shmurda,18,17999,-40.5%,https://www.youtube.com/watch?v=SbPAsVsJq7w
80,81,Jalebi Baby,Tesher,5,17522,-10.9%,https://www.youtube.com/watch?v=IFtwhMK64H8
81,,Petite,NSG,1,17485,,https://www.youtube.com/watch?v=IzTyRVnBXXM
82,92,Too Correct (feat. Rema),Crayon,20,17248,2.7%,https://www.youtube.com/watch?v=FRQsG8WKETg
83,,NEED ME,Gyakie,1,17006,,https://www.youtube.com/watch?v=qXeuIxhv5YQ
84,,Moriamo,Qdot,1,16423,,https://www.youtube.com/watch?v=orT5TIo29HI
85,64,Lukuti,Dj A.b,5,16345,-31.8%,https://www.youtube.com/watch?v=u2XfqsMMhRo
86,,Salabanta,SunkkeySnoop & --,1,15911,,https://www.youtube.com/watch?v=ryxMURW3Izk
87,,Ojuelegba,Wizkid,1,15686,,https://www.youtube.com/watch?v=Q7QiLceJSLQ
88,,Nesesari (feat. Philkeyz),Kizz Daniel,6,15480,,https://www.youtube.com/watch?v=pX32CYddzno
89,,Better,Khalid,21,15170,,https://www.youtube.com/watch?v=x3bfa3DZ8JM
90,93,Door,Joeboy,19,15074,-10%,https://www.youtube.com/watch?v=gjzzE1v1RDk
91,71,Far Away (Live),Dangbana Republik,4,14789,-33.3%,https://www.youtube.com/watch?v=co-6gpv0-Ck
92,,Aye,Davido,4,14764,,https://www.youtube.com/watch?v=uZ-_HIoEBE8
93,,Laolu Gbenjo -  THE MARK OF GOD FT. AKINTAYO AKINWANDE,Laolu Gbenjo,1,14750,,https://www.youtube.com/watch?v=WZMX1xMGTck
94,,Bank On It,Burna Boy,15,14694,,https://www.youtube.com/watch?v=XlCPF3-IyIw
95,,Hustle Dot Com,Sparkle Tee,1,14654,,https://www.youtube.com/watch?v=joEGDe3olww
96,100,Yahweh,Mercy Chinwo,6,14369,-6.8%,https://www.youtube.com/watch?v=9R1RiGllzj0
97,,Million Little Miracles,Elevation Worship & Maverick City Music,11,14291,,https://www.youtube.com/watch?v=Viiw6tGimHo
98,96,Sai dake,Hamisu Breaker,15,14257,-12.3%,https://www.youtube.com/watch?v=1eWinSRXuo0
99,,Kiss Me More (feat. SZA),Doja Cat,10,13860,,https://www.youtube.com/watch?v=0EVVKs6DQLo
100,,LICENSE,Vector,1,13817,,https://www.youtube.com/watch?v=ZS7iFP-hrM0
