rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
79,Out There,Dangbana Republik and  Bella Shmurda,78,30,350,450,75,325,218.0
80,Bad Influence ,Omah Lay,375,79,350,79,300,127,218.33333333333334
81,Smile (feat. H.E.R.),Wizkid,107,196,350,450,115,111,221.5
82,Southy Love,Peruzzi,50,105,350,450,50,325,221.66666666666666
83,World (Alternate Cut),Dangbana Republik and  Bella Shmurda,71,65,350,450,70,325,221.83333333333334
84,Lazarus,Dave and  Boj,38,420,350,450,38,36,222.0
85,Dimension (feat. Skepta & Rema),JAE5,30,420,350,450,30,55,222.5
86,System,Dave and  Wizkid,27,420,350,450,28,66,223.5
87,Somebody Baby,Peruzzi,375,70,94,450,300,54,223.83333333333334
88,Shameful,King Ot,375,21,95,450,300,122,227.16666666666666
89,Lakiriboto ft. Davido,Liya and  Davido,110,420,350,65,100,325,228.33333333333334
90,The Best,Davido,83,93,350,450,80,325,230.16666666666666
91,La La (feat. Ckay),Davido,55,420,350,450,53,67,232.5
92,Pray,Victony,61,149,350,450,61,325,232.66666666666666
93,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,375,141,81,450,300,49,232.66666666666666
94,Bridgertn,Ayra Starr,60,420,350,450,60,64,234.0
95,Loved By You,Justin Bieber,77,420,350,450,74,35,234.33333333333334
96,Special Kinda,Tiwa Savage,43,420,350,450,40,105,234.66666666666666
97,Triumphant ft. Bella Shmurda,Olamide,375,49,350,30,300,325,238.16666666666666
98,INJURE ME,Teni,375,33,350,52,300,325,239.16666666666666
99,Wid It,Tion Wayne,375,214,58,450,300,38,239.16666666666666
100,Professor Peller ft. Zlatan,Seyi Vibez,375,28,350,62,300,325,240.0
101,Reckless,Wizkid,49,420,350,450,63,109,240.16666666666666
102,Dorime ,Teni,375,39,350,58,300,325,241.16666666666666
103,RAPSTAR,Polo G,100,420,350,450,103,32,242.5
104,Julie,Olamide,375,50,350,67,300,325,244.5
105,Champion ft. D Smoke,Fireboy DML,375,73,350,49,300,325,245.33333333333334
106,Too Correct ft. Rema,Crayon,375,78,350,46,300,325,245.66666666666666
107,Need For Speed,Olamide,375,42,350,83,300,325,245.83333333333334
108,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,375,64,350,64,300,325,246.33333333333334
109,Jailer ft. Jaywillz,Olamide,375,35,350,96,300,325,246.83333333333334
110,Jennifer,GUCHI,375,420,9,53,300,325,247.0
111,Sweet One,Wizkid,67,420,350,450,84,113,247.33333333333334
112,Longtime (feat. Skepta),Wizkid,69,420,350,450,86,110,247.5
113,Toxic,Ayra Starr,94,420,350,450,88,89,248.5
114,Incomplete,Troniq Music and  Oxlade,84,185,350,450,97,325,248.5
115,Ade Ori,Tiwa Savage,90,420,350,450,78,104,248.66666666666666
116,True Love (feat. Tay Iwar & Projexx),Wizkid,86,420,350,450,85,112,250.5
117,Karma,Ayra Starr,93,420,350,450,87,108,251.33333333333334
118,Petite,NSG,87,420,350,450,83,125,252.5
119,Bia,Phyno,375,77,350,91,300,325,253.0
120,Adura ft. Mohbad,Bella Shmurda,375,87,350,85,300,325,253.66666666666666
121,Can't Relate,Omah Lay,375,123,350,51,300,325,254.0
122,Mood (feat. Buju),Wizkid,101,420,350,450,106,98,254.16666666666666
123,Steady,Wizkid,102,420,350,450,108,100,255.0
124,Grace,Wizkid,103,420,350,450,110,116,258.1666666666667
125,Rise Up ft. Falz,2Baba,375,154,350,47,300,325,258.5
126,Ameno (Dorime),Dj Xclusive,375,420,83,48,300,325,258.5
127,Piece of Me (feat. Ella Mai),Wizkid,105,420,350,450,112,115,258.6666666666667
128,Gyrate,Wizkid,106,420,350,450,113,117,259.3333333333333
129,Cash App,Bella Shmurda,375,69,41,450,300,325,260.0
130,Roma (feat. Terri),Wizkid,108,420,350,450,116,118,260.3333333333333
131,My Bebe,Omah Lay,375,140,350,74,300,325,260.6666666666667
132,Abule,Patoranking,375,166,350,61,300,325,262.8333333333333
133,Loading ft. BadboyTimz,Olamide,375,159,350,75,300,325,264.0
134,All,Rexxie,375,66,350,450,300,51,265.3333333333333
135,If You No Love,Chike,375,156,350,88,300,325,265.6666666666667
136,Lo Lo,Omah Lay,375,168,350,81,300,325,266.5
137,Aye,Naira Marley,375,420,100,93,300,325,268.8333333333333
138,Confession,Omah Lay,375,179,350,89,300,325,269.6666666666667
139,Omalicha ft. Ejyk Nwamba,Kolaboy,375,206,350,70,300,325,271.0
140,PonPon,Olamide,375,101,350,450,300,62,273.0
141,KPK (Ko Por Ke),Rexxie,375,94,350,450,300,70,273.1666666666667
142,Green Light,Olamide,375,210,350,100,300,325,276.6666666666667
143,Bad Habits,Ed Sheeran,375,420,67,450,300,50,277.0
144,Don’t Go,"Skrillex, Justin Bieber & Don Toliver",375,153,65,450,300,325,278.0
145,Rush,Dangbana Republik and  Bella Shmurda,66,420,350,450,66,325,279.5
146,Shopping Spree (feat. Chris Brown & Young Thug),Davido,375,162,69,450,300,325,280.1666666666667
147,Frenemies (feat. Oxlade),Rexxie and Oxlade,375,163,68,450,300,325,280.1666666666667
148,Holy Ground (feat. Nicki Minaj),Davido,375,138,96,450,300,325,280.6666666666667
149,Bank On It,Burna Boy,70,420,350,450,69,325,280.6666666666667
150,Chosen (feat. Ty Dolla $ign),Blxst and  Tyga,75,420,350,450,73,325,282.1666666666667
151,Damages,Tems,375,125,350,450,300,106,284.3333333333333
152,Anoti,Wizkid,112,420,350,450,300,99,288.5
153,Solace,Ajebo Hustlers,96,420,350,450,95,325,289.3333333333333
154,In Between,Ayra Starr,98,420,350,450,104,325,291.1666666666667
155,family ties,Baby Keem and  Kendrick Lamar,118,420,350,450,300,119,292.8333333333333
156,Woman,Rema,375,211,97,450,300,325,293.0
157,Mighty Wine,Wizkid,104,420,350,450,111,325,293.3333333333333
158,So Cold,Bella Shmurda and  Popcaan,117,420,350,450,300,123,293.3333333333333
159,Music Messiah,DJ Neptune,375,167,350,450,300,126,294.6666666666667
160,+234 (Daily Paper),PsychoYP,109,420,350,450,120,325,295.6666666666667
161,Alari,Liya,119,420,350,450,114,325,296.3333333333333
162,Adua,Liya,120,420,350,450,117,325,297.0
163,Somebodyxe2x80x99s Son ft. Brandy,Tiwa Savage,375,420,350,17,300,325,297.8333333333333
164,Matriculation (Intro),PlaTBoss,375,420,350,29,300,325,299.8333333333333
165,Hustler's Tale,PlaTBoss,375,420,350,31,300,325,300.1666666666667
166,Politics and Lies,PlaTBoss,375,420,350,34,300,325,300.6666666666667
167,Trust Issues,PlaTBoss,375,420,350,35,300,325,300.8333333333333
168,Tomorrow Never Comes,PlaTBoss,375,420,350,37,300,325,301.1666666666667
169,Balling,PlaTBoss,375,420,350,38,300,325,301.3333333333333
170,Nibolowa ft. Burna Boy,Duncan Mighty,375,420,350,39,300,325,301.5
171,Living It Up,PlaTBoss,375,420,350,40,300,325,301.6666666666667
172,Indifferent,PlaTBoss,375,420,350,42,300,325,302.0
173,Graduation,PlaTBoss,375,420,350,44,300,325,302.3333333333333
174,Denge Pose,Lil Frosh,375,14,350,450,300,325,302.3333333333333
175,Olofofo,Victor AD,375,19,350,450,300,325,303.1666666666667
176,Capable God,Judikay,375,420,350,50,300,325,303.3333333333333
177,Too Faithful,Moses Bliss,375,420,350,56,300,325,304.3333333333333
178,Wahala,Reeze,375,420,350,57,300,325,304.5
179,Ayewada,Barry Jhay,375,27,350,450,300,325,304.5
180,Are You Sure,Lyta,375,31,350,450,300,325,305.1666666666667
181,Money,"Terri, Bella Shmurda, Mohbad",375,36,350,450,300,325,306.0
182,Omemma ((Live)),Judikay,375,420,350,66,300,325,306.0
183,40 BTC,Rexxie featuring Seyi Vibez,375,37,350,450,300,325,306.1666666666667
184,Love Like This ft. Fireboy DML,Lil Kesh,375,420,350,68,300,325,306.3333333333333
185,Sorry,MohBad,375,41,350,450,300,325,306.8333333333333
186,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,420,350,73,300,325,307.1666666666667
187,Soldier Go,"Dangbana Republik, Bella Shmurda",375,46,350,450,300,325,307.6666666666667
188,Benzema,Guchi,375,420,350,76,300,325,307.6666666666667
189,Tick Tock,Young Thug,375,47,350,450,300,325,307.8333333333333
190,Obinasom,Mercy Chinwo,375,420,350,78,300,325,308.0
191,Lako,"Dangbana Republik, Bella Shmurda",375,52,350,450,300,325,308.6666666666667
192,Kiss Me Like You Miss Me ft. Payal Dev,CKay,375,420,350,84,300,325,309.0
193,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,420,350,86,300,325,309.3333333333333
194,Wonder,Dremo,375,56,350,450,300,325,309.3333333333333
195,90’S,Seyi Vibez,375,59,350,450,300,325,309.8333333333333
196,Bad Type,Seyi Vibez,375,62,350,450,300,325,310.3333333333333
197,Catalyst,Seyi Vibez,375,67,350,450,300,325,311.1666666666667
198,Lenu (Remix),Buju & Burna Boy,375,68,350,450,300,325,311.3333333333333
199,Betty Butter ft. Davido,Mayorkun,375,420,350,98,300,325,311.3333333333333
200,Black,Victor AD,375,72,350,450,300,325,312.0
201,Sho Mo Mi,Bella Shmurda,375,75,350,450,300,325,312.5
202,Koleyewon,Naira Marley,375,80,350,450,300,325,313.3333333333333
203,Omnipotent,Bella Shmurda,375,81,350,450,300,325,313.5
204,Ma Pariwo,Zinoleesky,375,83,350,450,300,325,313.8333333333333
205,Don Dada,Timaya,375,84,350,450,300,325,314.0
206,Currently,Kizz Daniel,375,85,350,450,300,325,314.1666666666667
207,Ginger Me (Intro),Bella Shmurda,375,86,350,450,300,325,314.3333333333333
208,Anymore,Victor AD,375,88,350,450,300,325,314.6666666666667
209,Vision 2020,Bella Shmurda,375,89,350,450,300,325,314.8333333333333
210,Upgrade,Bella Shmurda,375,90,350,450,300,325,315.0
211,Ori,Barry Jhay,375,92,350,450,300,325,315.3333333333333
212,Pay day,Seyi Vibez,375,95,350,450,300,325,315.8333333333333
213,Jehovah Overdo,Chidinma,375,420,26,450,300,325,316.0
214,So Lovely,Buju,375,96,350,450,300,325,316.0
215,Cho Cho,Zlatan,375,97,350,450,300,325,316.1666666666667
216,Visiting Hours,Ed Sheeran,375,98,350,450,300,325,316.3333333333333
217,Non Living Thing,Sarkodie,375,99,350,450,300,325,316.5
218,Somebody,Olamide,375,103,350,450,300,325,317.1666666666667
219,Liquor,Bella Shmurda,375,104,350,450,300,325,317.3333333333333
220,Roju,Chike,375,420,35,450,300,325,317.5
221,Marlians Anthem,MohBad,375,107,350,450,300,325,317.8333333333333
222,Moriamo,Qdot,375,420,37,450,300,325,317.8333333333333
223,God Sent,Seyi Vibez,375,108,350,450,300,325,318.0
224,Kola Boy (Feat. Emmanuella),Onyx,375,420,39,450,300,325,318.1666666666667
225,NEED ME,Gyakie,375,420,40,450,300,325,318.3333333333333
226,Spiritual,Buju,375,110,350,450,300,325,318.3333333333333
227,Muje,Barry Jhay,375,111,350,450,300,325,318.5
228,TAKE OFF,corizo,375,112,350,450,300,325,318.6666666666667
229,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,42,450,300,325,318.6666666666667
230,Picture Freestyle,Seyi Vibez,375,113,350,450,300,325,318.8333333333333
231,Okay,Adekunle Gold,375,420,44,450,300,325,319.0
232,Ponmo,Mohbad,375,114,350,450,300,325,319.0
233,High Way,DJ Kaywise & Phyno,375,116,350,450,300,325,319.3333333333333
234,LICENSE,Vector,375,117,350,450,300,325,319.5
235,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,47,450,300,325,319.5
236,Omo Ologo,Lil Frosh featuring Zinoleesky,375,119,350,450,300,325,319.8333333333333
237,Oliver Twist,ArrDee,375,420,350,450,300,25,320.0
238,Paper,C Blvck,375,120,350,450,300,325,320.0
239,Dip,Stefflon Don & Ms Banks,375,420,51,450,300,325,320.1666666666667
240,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,52,450,300,325,320.3333333333333
241,Airplane Mode,Fireboy DML,375,122,350,450,300,325,320.3333333333333
242,Motorboat,Tory Lanez,375,420,53,450,300,325,320.5
243,Legends,Juice WRLD,375,124,350,450,300,325,320.6666666666667
244,Tale Bana,Zarion Uti,375,420,350,450,4,325,320.6666666666667
245,There Is a Place,Nathaniel Bassey,375,420,56,450,300,325,321.0
246,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,57,450,300,325,321.1666666666667
247,Cup of Tea,Olamide,375,127,350,450,300,325,321.1666666666667
248,ATL,Ecool,375,420,350,450,8,325,321.3333333333333
249,Fall for Me,Laycon,375,128,350,450,300,325,321.3333333333333
250,Dangbana Orisa,Bella Shmurda,375,129,350,450,300,325,321.5
251,Chi Chi,Naira Marley,375,130,350,450,300,325,321.6666666666667
252,ROAR - Dunsin Oyekan,Dunsin Oyekan,375,420,60,450,300,325,321.6666666666667
253,Mind Games,Buju,375,131,350,450,300,325,321.8333333333333
254,FEM,Davido,375,133,350,450,300,325,322.1666666666667
255,You're Welcome,Dwayne Johnson,375,420,64,450,300,325,322.3333333333333
256,Only You,Bella Shmurda,375,134,350,450,300,325,322.3333333333333
257,In My Blood,MO3 & Morray,375,135,350,450,300,325,322.5
258,Survive,Jaido P,375,136,350,450,300,325,322.6666666666667
259,Flex,Kizz Daniel,375,137,350,450,300,325,322.8333333333333
260,"""Rock/Julie"" (Fine Tuned Version)",Olamide,375,139,350,450,300,325,323.1666666666667
261,Fendi (feat. Joeboy),Blaqbonez,375,420,70,450,300,325,323.3333333333333
262,Rumors (feat. Cardi B),Lizzo,375,420,72,450,300,325,323.6666666666667
263,Amope,Bella Shmurda,375,142,350,450,300,325,323.6666666666667
264,Ire Iran,Adeyinka Alaseyori,375,420,73,450,300,325,323.8333333333333
265,You,Omah Lay,375,143,350,450,300,325,323.8333333333333
266,Wonderful,Burna Boy,375,144,350,450,300,325,324.0
267,Ride For You (feat. Davido),Phyno,375,420,74,450,300,325,324.0
268,Paloma,Mr. P & --,375,420,75,450,300,325,324.1666666666667
269,If E Happen For Lagos,Runtown,375,145,350,450,300,325,324.1666666666667
270,Dan Dama,Lilin Baba,375,420,76,450,300,325,324.3333333333333
271,Die Young,Roddy Ricch,375,146,350,450,300,325,324.3333333333333
272,Your Body,Mayorkun,375,147,350,450,300,325,324.5
273,Ruger,Ruger,375,420,77,450,300,325,324.5
274,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,300,53,324.6666666666667
275,Addicted,Guchi,375,420,79,450,300,325,324.8333333333333
276,Energy,DEW,375,150,350,450,300,325,325.0
277,Salabanta,SunkkeySnoop & --,375,420,80,450,300,325,325.0
278,The Box,Roddy Ricch,375,151,350,450,300,325,325.1666666666667
279,Better,Khalid,375,420,82,450,300,325,325.3333333333333
280,Omo X 100,Reminisce,375,152,350,450,300,325,325.3333333333333
281,My Advice,Vik dash,375,420,350,450,300,58,325.5
282,Level Up (Twice As Tall),Burna Boy,375,155,350,450,300,325,325.8333333333333
283,Fanan,Sani Musa Danja,375,420,86,450,300,325,326.0
284,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,157,350,450,300,325,326.1666666666667
285,Philomina [Episode 1],Magnito,375,420,87,450,300,325,326.1666666666667
286,Project Dreams,Roddy Ricch,375,158,350,450,300,325,326.3333333333333
287,The Mark of God (Live) (feat. Akintayo Akinwande),Laolu Gbenjo,375,420,89,450,300,325,326.5
288,Cultural Praise,Kcee & Okwesili Eze Group,375,160,350,450,300,325,326.6666666666667
289,Jalebi Baby,Tesher,375,420,90,450,300,325,326.6666666666667
290,Happiness,Davolee,375,161,350,450,300,325,326.8333333333333
291,Zoe (Live),Odunayo Adebayo & --,375,420,91,450,300,325,326.8333333333333
292,Nesesari (feat. Philkeyz),Kizz Daniel,375,420,92,450,300,325,327.0
293,Hustle Dot Com,Sparkle Tee,375,420,93,450,300,325,327.1666666666667
294,Zoom,Cheque,375,165,350,450,300,325,327.5
295,Wild Side (feat. Cardi B),Normani,375,420,99,450,300,325,328.1666666666667
296,Life Is Good,Future,375,169,350,450,300,325,328.1666666666667
297,Damn,Omah Lay,375,170,350,450,300,325,328.3333333333333
298,Something Different,Adekunle Gold,375,171,350,450,300,325,328.5
299,Worry Me,Dj Jimmy Jatt,375,172,350,450,300,325,328.6666666666667
300,MOSLADO,Teni,375,173,350,450,300,325,328.8333333333333
301,Rich And Blind,Juice WRLD,375,174,350,450,300,325,329.0
302,AG Baby,Adekunle Gold,375,175,350,450,300,325,329.1666666666667
303,Celebration,Joeboy,375,176,350,450,300,325,329.3333333333333
304,Be Something,Polo G,375,177,350,450,300,325,329.5
305,Down On Me,Benson,375,420,350,450,58,325,329.6666666666667
306,GAÉ,Ifex G,375,178,350,450,300,325,329.6666666666667
307,Ye ye ye,Omah Lay,375,180,350,450,300,325,330.0
308,Ile Aye (This Life),Josseyan-tizzy,375,420,350,450,300,85,330.0
309,Motley Crew,Post Malone,375,420,350,450,300,86,330.1666666666667
310,Rest On Kashy,Anonymous Music,375,181,350,450,300,325,330.1666666666667
311,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,375,420,350,450,300,88,330.5
312,Fire Fighter,Kashcoming,375,420,350,450,300,91,331.0
313,Naanzaje,Diamond Platnumz,375,186,350,450,300,325,331.0
314,NORMALLY,Seyi Vibez,375,187,350,450,300,325,331.1666666666667
315,Supernova,Balloranking,375,188,350,450,300,325,331.3333333333333
316,Holiday,Balloranking,375,189,350,450,300,325,331.5
317,Peaches,Justin Bieber,375,420,350,450,300,94,331.5
318,Base On Believe,Balloranking,375,190,350,450,300,325,331.6666666666667
319,Heartbreak Anniversary,Giveon,375,420,350,450,300,96,331.8333333333333
320,Yafun Yafun,Ajebo Hustlers,375,420,350,450,300,97,332.0
321,Sweet,Rayvanny,375,192,350,450,300,325,332.0
322,9 TIMES OUTTA 10,"Gunna, Taurus",375,195,350,450,300,325,332.5
323,Best Life,Balloranking,375,197,350,450,300,325,332.8333333333333
324,Sisi,Geminigh,375,420,350,450,300,103,333.0
325,Gangster,"Balloranking, Dablixx Oshaa",375,198,350,450,300,325,333.0
326,Time No Dey,Balloranking,375,199,350,450,300,325,333.1666666666667
327,ThankFul,Balloranking,375,200,350,450,300,325,333.3333333333333
328,GRIND,TGUT and Medikal,375,201,350,450,300,325,333.5
329,AMAPIANO,Larruso,375,202,350,450,300,325,333.6666666666667
330,Dior,Pop Smoke,375,420,350,450,300,107,333.6666666666667
331,Korope,Lil Kesh,375,203,350,450,300,325,333.8333333333333
332,Times Two (X2),WANI,375,205,350,450,300,325,334.1666666666667
333,Do not Disturb,Omah Lay,375,207,350,450,300,325,334.5
334,Prayer Request,Victor AD,375,208,350,450,300,325,334.6666666666667
335,Go Away,Fireboy DML,375,212,350,450,300,325,335.3333333333333
336,Low,Timo Naira,375,213,350,450,300,325,335.5
337,Kiss Danie,ie(remix by Samdeck ) - SamDeck,375,215,350,450,300,325,335.8333333333333
338,loving is harder,Johnny Drille,375,420,350,450,300,121,336.0
339,THINKTOOMUCH,Russ,375,216,350,450,300,325,336.0
340,Buju,Energy - Bujutoyourears,375,217,350,450,300,325,336.1666666666667
341,My Life,Balloranking,375,218,350,450,300,325,336.3333333333333
342,Tuntun (New) Era,Josseyan-tizzy,375,420,350,450,300,124,336.5
343,Deluxe,Wizkid Made In Lagos,375,219,350,450,300,325,336.5
344,past tense,Jaalid,375,220,350,450,300,325,336.6666666666667
345,Never Die Poor,Balloranking,375,221,350,450,300,325,336.8333333333333
346,HELL (interlude),corizo,375,222,350,450,300,325,337.0
347,Twenty To One,Dave,375,420,350,450,300,128,337.1666666666667
348,Be My Guest,WSTRN & Fireboy DML,375,223,350,450,300,325,337.1666666666667
349,Like I Do,Fireboy DML,375,224,350,450,300,325,337.3333333333333
350,Years Ago,Liya,375,420,350,450,118,325,339.6666666666667
351,Melo,Liya,375,420,350,450,119,325,339.8333333333333
