Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
74,65,Need To Know,Doja Cat,8,23054,-1.4%,https://www.youtube.com/watch?v=dI3xkL7qUAc
75,,LOML (feat. Olamide),Cheque,1,22320,,https://www.youtube.com/watch?v=h3sOkca-viw
76,47,Jail,Kanye West,2,22279,-40.2%,https://www.youtube.com/watch?v=IviYsgJXG5k
77,,Knife Talk (feat. 21 Savage & Project Pat),Drake,1,22024,,https://www.youtube.com/watch?v=3HFY0xuHybk
78,,7am On Bridle Path,Drake,1,21640,,https://www.youtube.com/watch?v=g1398ZTdLlc
79,68,Bling (feat. Amaarae & Buju),Blaqbonez,20,21436,-6.7%,https://www.youtube.com/watch?v=JJsCz_1ib30
80,100,Away,Ayra Starr,22,21309,36.3%,https://www.youtube.com/watch?v=SmbzdwnpZZs
81,,LICENSE,Vector,2,21285,,https://www.youtube.com/watch?v=ZS7iFP-hrM0
82,72,Ruger,Ruger,18,20664,5.1%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
83,,Get Along Better (feat. Ty Dolla $ign),Drake,1,20424,,https://www.youtube.com/watch?v=84y-jaEiFZU
84,,No Friends In The Industry,Drake,1,20167,,https://www.youtube.com/watch?v=_dSN9EaQotw
85,79,Bad Habits,Ed Sheeran,9,19612,4.7%,https://www.youtube.com/watch?v=orJSJGHjBLI
86,87,Addicted,Guchi,10,19335,13.6%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
87,96,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,2,19208,20.6%,https://www.youtube.com/watch?v=TXdZzss3zhA
88,,Pipe Down,Drake,1,19061,,https://www.youtube.com/watch?v=7jTgNxd20bg
89,37,Sharing Locations (feat. Lil Durk & Lil Baby),Meek Mill,2,18818,-57%,https://www.youtube.com/watch?v=XCyIcifbOWE
90,,God Will Work It Out (feat. Naomi Raine & Israel Houghton),Maverick City Music,1,18691,,https://www.youtube.com/watch?v=URuIldVKk9U
91,57,Kola Boy (Feat. Emmanuella),Onyx,6,18254,-33%,https://www.youtube.com/watch?v=o_racmef8W0
92,,ova,Johnny Drille & Don Jazzy,1,18198,,https://www.youtube.com/watch?v=MchLVFHUXik
93,,Cocaine,Dai Verse,1,18143,,https://www.youtube.com/watch?v=6KGm3PJdG5k
94,,Ke Nake So,Auta Mg Boy,1,17403,,https://www.youtube.com/watch?v=6kP_sF9PB4k
95,63,Moriamo,Qdot,4,17400,-28.9%,https://www.youtube.com/watch?v=7qzL3Gh7_Os
96,95,Woman,Doja Cat,3,17392,8.8%,https://www.youtube.com/watch?v=2V_uAAAH-_Q
97,,No Forget (feat. Simi),Adekunle Gold,36,17146,,https://www.youtube.com/watch?v=n_7qVnddsLk
98,,Race My Mind,Drake,1,17088,,https://www.youtube.com/watch?v=bpXztWUPPFQ
99,75,Aye,Davido,7,16807,-12.8%,https://www.youtube.com/watch?v=uZ-_HIoEBE8
100,,Acapulco,Jason Derulo,1,16803,,https://www.youtube.com/watch?v=dx3wZfHF4c4
