Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
21,17,Monalisa,Lojay & Sarz,9,66267,-6.9%,https://www.youtube.com/watch?v=loxACEBahMM
22,19,Outside,Buju,15,64293,-6.2%,https://www.youtube.com/watch?v=3A3MiNlX6II
23,22,Soundgasm,Rema,12,61182,-6.7%,https://www.youtube.com/watch?v=nrTkERuwdCc
24,26,Jehovah Overdo,Chidinma,17,60119,-3.6%,https://www.youtube.com/watch?v=jgcXR4U4kEc
25,23,Big Thug Boys,AV,10,59568,-6.5%,https://www.youtube.com/watch?v=4iJvmXekbnY
26,21,HUSTLE,Teni,9,59484,-10%,https://www.youtube.com/watch?v=FKqlAbsGlg0
27,25,Rock,Olamide,16,57939,-8.3%,https://www.youtube.com/watch?v=6WkxiF7nnjY
28,24,Yaba Buluku (feat. Preck & Nelson Tivane),Dj Tarico & Burna Boy,9,57387,-9.4%,https://www.youtube.com/watch?v=CXjLmsOQTkA
29,27,Forever (Remix),Gyakie & Omah Lay,34,55097,-10.2%,https://www.youtube.com/watch?v=q5URc13jOv0
30,,Essence,DaBaby,1,52983,,https://www.youtube.com/watch?v=aGjOT_Rsw0I
31,29,Godly,Omah Lay,41,52870,-7.6%,https://www.youtube.com/watch?v=DqUd72pK15Y
32,,family ties,Baby Keem & Kendrick Lamar,1,51331,,https://www.youtube.com/watch?v=v6HBZC9pZHQ
33,32,FOR YOU (feat. Davido),Teni,29,49984,-0.2%,https://www.youtube.com/watch?v=Y5QUVma7_g4
34,34,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,6,48256,3.1%,https://www.youtube.com/watch?v=UTHLKHL_whs
35,53,Motorboat,Tory Lanez,12,46815,50.3%,https://www.youtube.com/watch?v=_ulWkovtTTU
36,30,Celebrate Me,Patoranking,11,46659,-17.1%,https://www.youtube.com/watch?v=7XfOyuBSb_k
37,,Sharing Locations (feat. Lil Durk & Lil Baby),Meek Mill,1,43804,,https://www.youtube.com/watch?v=XCyIcifbOWE
38,45,STAY,The Kid Laroi & Justin Bieber,8,43037,14.4%,https://www.youtube.com/watch?v=kTJczUoc26U
39,,Butter,BTS,11,43005,,https://www.youtube.com/watch?v=WMweEpGlu_U
40,36,Show Me,Joeboy,20,42059,-6%,https://www.youtube.com/watch?v=F0KN8cgHC8g
41,41,Cash App,"Bella Shmurda, Zlatan & Lincoln",47,40015,-1.3%,https://www.youtube.com/watch?v=n1S66UhdIwA
42,35,Roju,Chike,33,39520,-12.2%,https://www.youtube.com/watch?v=19WTWVw15n0
43,33,Party Next Door,Dangbana Republik & Bella Shmurda,9,39259,-18.8%,https://www.youtube.com/watch?v=bhZmePt58gM
44,20,Far Away,Dangbana Republik & Bella Shmurda,3,38372,-42.3%,https://www.youtube.com/watch?v=h5IzjiWOcAg
45,42,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,44,37772,-3.8%,https://www.youtube.com/watch?v=psieSr_bu8o
46,44,Okay,Adekunle Gold,29,37542,-1.3%,https://www.youtube.com/watch?v=zgi30OqnKN4
47,,Jail,Kanye West,1,37241,,https://www.youtube.com/watch?v=EQqtHTL2GvA
48,43,Ke Star (Remix),Focalistic & Davido,28,35486,-7.8%,https://www.youtube.com/watch?v=oQKKCXXRcKE
49,,Ginger (feat. Burna Boy),Wizkid,43,35022,,https://www.youtube.com/watch?v=YSy2lBZ1QrA
50,47,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,22,32249,-6.8%,https://www.youtube.com/watch?v=mC-zw0zCCtg
51,52,Onyedikagi (feat. Glowrie),Mercy Chinwo,19,32001,-0.8%,https://www.youtube.com/watch?v=o4pm6f5zv4I
52,49,It Is What It Is,Adekunle Gold,18,31885,-3.7%,https://www.youtube.com/watch?v=fgNKzf92gNo
53,,Zambololo,Umu Obiligbo,1,28902,,https://www.youtube.com/watch?v=actGRsazWsI
54,56,There Is a Place,Nathaniel Bassey,9,28376,-0.8%,https://www.youtube.com/watch?v=lWGx7EL_rsQ
55,59,Confident,-- & Buju,9,27751,3.7%,https://www.youtube.com/watch?v=O7vPv3Tm0vg
56,,Hurricane,Kanye West,1,27540,,https://www.youtube.com/watch?v=bPjZmQAvk_8
57,39,Kola Boy (Feat. Emmanuella),Onyx,5,27256,-35%,https://www.youtube.com/watch?v=o_racmef8W0
58,50,Drug Test,Naira Marley,4,27132,-17.7%,https://www.youtube.com/watch?v=FmPgghIX_bE
59,,Black Girl Magic,Patoranking,1,26912,,https://www.youtube.com/watch?v=QQ8NW322hyM
60,64,You're Welcome,Dwayne Johnson,16,26748,7.7%,https://www.youtube.com/watch?v=79DijItQXMM
61,,Blessed (feat. Damian Marley),Wizkid,22,26647,,https://www.youtube.com/watch?v=QUSc5al8JpY
62,57,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,12,26590,-6.4%,https://www.youtube.com/watch?v=2LGiIBkg2uw
63,37,Moriamo,Qdot,3,24479,-43.1%,https://www.youtube.com/watch?v=7qzL3Gh7_Os
64,87,Philomina [Episode 1],Magnito,2,23479,36%,https://www.youtube.com/watch?v=VQ-qiNbMR4o
65,62,Need To Know,Doja Cat,7,23393,-8.2%,https://www.youtube.com/watch?v=dI3xkL7qUAc
66,,Reckless,Wizkid,9,23214,,https://www.youtube.com/watch?v=qEEsc8j-FVI
67,54,Ojuju,Troniq Music & Oxlade,3,23066,-22.2%,https://www.youtube.com/watch?v=hYTqUjT0ing
68,63,Bling (feat. Amaarae & Buju),Blaqbonez,19,22967,-9.6%,https://www.youtube.com/watch?v=JJsCz_1ib30
69,,Missing song title,,46,22497,,https://www.youtube.com/watch?v=
70,,Nara (feat. Travis Greene),Tim Godfrey,55,21156,,https://www.youtube.com/watch?v=bhZKHBIPYPA
71,46,Alubarika (feat. Buju),Zlatan,4,20463,-44.7%,https://www.youtube.com/watch?v=P9MMjYDWpj0
72,77,Ruger,Ruger,17,19654,-3.2%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
73,69,Shopping Spree (feat. Chris Brown & Young Thug),Davido,9,19502,-16.5%,https://www.youtube.com/watch?v=vKR0Drgf6vc
74,,Jesus Lord,Kanye West,1,19455,,https://www.youtube.com/watch?v=Fmz2IjrQiWM
75,100,Aye,Davido,6,19285,34.1%,https://www.youtube.com/watch?v=uZ-_HIoEBE8
76,,loving is harder,Johnny Drille,1,19234,,https://www.youtube.com/watch?v=hU2mqyuBdHM
77,75,Paloma,Mr. P & --,7,18885,-9.8%,https://www.youtube.com/watch?v=9XV2XGyn25k
78,28,Eff All Day (feat. Phyno),Timaya,3,18798,-68.5%,https://www.youtube.com/watch?v=MFLavfarQFE
79,67,Bad Habits,Ed Sheeran,8,18736,-21.5%,https://www.youtube.com/watch?v=orJSJGHjBLI
80,16,Mercy,Falz,5,18713,-74.3%,https://www.youtube.com/watch?v=lEvpnPDOYFM
81,,So Cold,Bella Shmurda & Popcaan,1,18569,,https://www.youtube.com/watch?v=00R4K-UuCwQ
82,60,ROAR - Dunsin Oyekan,Dunsin Oyekan,5,18273,-29.3%,https://www.youtube.com/watch?v=_oy9Er4YXnM
83,,Donda,Kanye West,1,18179,,https://www.youtube.com/watch?v=ofIluxP1nEU
84,,Ok Ok,Kanye West,1,17715,,https://www.youtube.com/watch?v=ufTQ58nvLBM
85,,Praise God,Kanye West,1,17488,,https://www.youtube.com/watch?v=9sJZOGxRxwM
86,78,Kilometre,Burna Boy,19,17024,-15.7%,https://www.youtube.com/watch?v=eKv5CBr-kKo
87,79,Addicted,Guchi,9,17019,-14.7%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
88,80,Salabanta,SunkkeySnoop & --,3,16905,-14.9%,https://www.youtube.com/watch?v=ryxMURW3Izk
89,,God Breathed,Kanye West,1,16802,,https://www.youtube.com/watch?v=7sevFLM1QZM
90,,Junya,Kanye West,1,16253,,https://www.youtube.com/watch?v=uZET6hpfV-4
91,81,"Body (Remix) (feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,20,16156,-12.1%,https://www.youtube.com/watch?v=BS3HgiHPYcs
92,88,Clash (feat. Stormzy),Dave,8,16111,-6.6%,https://www.youtube.com/watch?v=oFqVvjq6BGM
93,40,NEED ME,Gyakie,3,16093,-60.5%,https://www.youtube.com/watch?v=qXeuIxhv5YQ
94,92,Nesesari (feat. Philkeyz),Kizz Daniel,8,16027,-0%,https://www.youtube.com/watch?v=pX32CYddzno
95,97,Woman,Doja Cat,2,15985,8.5%,https://www.youtube.com/watch?v=2V_uAAAH-_Q
96,,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,1,15923,,https://www.youtube.com/watch?v=TXdZzss3zhA
97,51,Dip,Stefflon Don & Ms Banks,3,15853,-51.3%,https://www.youtube.com/watch?v=em2ntshLHwU
98,72,Rumors (feat. Cardi B),Lizzo,3,15817,-28.1%,https://www.youtube.com/watch?v=4P9XUrniiK4
99,,No Stress (Live),Wizkid,23,15657,,https://www.youtube.com/watch?v=veIK9yEabNc
100,,Away,Ayra Starr,21,15629,,https://www.youtube.com/watch?v=SmbzdwnpZZs
