rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
37,Way Too Big,Burna Boy,50,41,57,53,90,325,102.6666667
38,Loved By You (feat. Burna Boy),Justin Bieber,29,32,28,450,22,66,104.5
39,KOLO,Ice Prince,31,420,31,49,35,64,105
40,Southy Love,Peruzzi,28,420,29,61,68,39,107.5
41,KPK (Ko Por Ke),"Rexxie, MohBad",94,420,50,52,33,19,111.3333333
42,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,60,35,40,450,31,58,112.3333333
43,Early Momo,Vector,59,420,70,60,73,55,122.8333333
44,Bad Influence,Omah Lay,105,62,101,63,92,325,124.6666667
45,Ayewada,Barry Jhay,76,24,73,5,300,325,133.8333333
46,Cho Cho,Zlatan,375,63,350,27,50,15,146.6666667
47,LV N ATTN feat. Wizkid,"Lojay, Sarz",4,91,4,450,13,325,147.8333333
48,Koleyewon,Naira Marley,375,30,350,37,56,40,148
49,High Way,"DJ Kaywise, Phyno",49,420,52,39,300,31,148.5
50,Rush,"Dangbana Republik, Bella Shmurda",39,420,41,26,47,325,149.6666667
51,Kilofeshe,Zinoleesky,47,420,51,32,28,325,150.5
52,Tonongo,"Lojay, Sarz",12,420,12,139,32,325,156.6666667
53,Money,"Terri, Bella Shmurda, MohBad",69,420,63,9,54,325,156.6666667
54,Ke Star (Remix),"Focalistic, Davido",24,420,22,450,11,16,157.1666667
55,Real Life,Burna Boy,82,87,83,77,300,325,159
56,Don Dada,Timaya,375,57,350,44,83,73,163.6666667
57,Commitment Issues,Central Cee,55,420,62,108,43,325,168.8333333
58,Oliver Twist,ArrDee,48,420,53,450,14,53,173
59,Olofofo,Victor AD,375,13,350,23,300,59,186.6666667
60,How It Feels,"Lil Baby, Lil Durk",63,420,49,450,104,46,188.6666667
61,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",88,420,86,450,65,71,196.6666667
62,Away,Ayra Starr,89,420,90,450,52,82,197.1666667
63,This Your Body,Skales and Davido,375,21,350,45,71,325,197.8333333
64,If You No Love,Chike,375,31,350,96,300,45,199.5
65,Ruger,Ruger,92,420,92,450,66,83,200.5
66,Champion,Fireboy DML & D Smoke,375,38,350,50,82,325,203.3333333
67,Lonely,Joeboy,375,54,350,41,101,325,207.6666667
68,Hold Me Tight,Kcee,375,61,350,124,300,63,212.1666667
69,No Stress,Wizkid,73,420,75,83,300,325,212.6666667
70,Bounce,Rema,30,420,350,450,12,18,213.3333333
71,Bank On It,Burna Boy,67,78,64,450,300,325,214
72,Monalisa,"Lojay, Sarz",23,420,23,450,44,325,214.1666667
73,Holy Ground,Davido,91,420,91,75,300,325,217
74,Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk, Travis Scott",21,420,17,450,74,325,217.8333333
75,Blessed (feat. Damian Marley),Wizkid,32,420,33,450,58,325,219.6666667
76,Sere (Remix),"Spinall, Fireboy DML and 6LACK",375,79,350,110,81,325,220
77,Park O X3,"Lojay, Sarz",41,420,37,450,60,325,222.1666667
78,2040,"Lil Baby, Lil Durk",34,420,30,450,78,325,222.8333333
79,Omemma,Judikay,147,19,103,450,300,325,224
80,Rich Off Pain (feat. Rod Wave),"Lil Baby, Lil Durk, Rod Wave",36,420,35,450,79,325,224.1666667
81,Panty!,"Lojay, Sarz",43,420,38,450,76,325,225.3333333
82,Abu Dhabi,Ruger,45,420,46,450,67,325,225.5
83,Who I Want,"Lil Baby, Lil Durk",40,420,34,450,91,325,226.6666667
84,RAPSTAR,Polo G,56,420,80,450,37,325,228
85,a m a r i,J. Cole,70,420,67,450,36,325,228
86,Constantly (feat. Mayorkun & Peruzzi),Speroachbeatz,68,420,65,450,300,69,228.6666667
87,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",72,420,71,450,55,325,232.1666667
88,Triumphant,Olamide,375,14,350,30,300,325,232.3333333
89,Still Hood,"Lil Baby, Lil Durk",61,420,44,450,98,325,233
90,Reckless,Wizkid,53,420,61,450,95,325,234
91,Still Runnin (feat. Meek Mill),"Lil Baby, Lil Durk, Meek Mill",62,420,48,450,106,325,235.1666667
92,Heartbreak Anniversary,GIVON,84,420,84,450,48,325,235.1666667
93,Man of my Word,"Lil Baby, Lil Durk",64,420,54,450,99,325,235.3333333
94,At My Worst,Pink Sweat$,375,420,350,89,93,88,235.8333333
95,p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",81,420,81,450,61,325,236.3333333
96,Medical,"Lil Baby, Lil Durk",66,420,60,450,100,325,236.8333333
97,Love Like This (feat. Fireboy DML),Lil Kesh,375,47,350,450,132,70,237.3333333
98,Flex,Kizz Daniel,375,420,105,134,72,325,238.5
99,Fendi (feat. Joeboy),Blaqbonez,90,420,89,450,57,325,238.5
100,Calling My Phone,"Lil Tjay, 6LACK",98,420,97,450,53,325,240.5
101,Rotate (Freestyle),Mr Eazi,375,25,350,71,300,325,241
102,PAMI,DJ Tunez,375,42,350,55,300,325,241.1666667
103,Can't Relate,Omah Lay,375,29,350,69,300,325,241.3333333
104,Soundgasm,Rema,107,420,350,153,109,325,244
105,Loading,Olamide,375,45,350,82,300,325,246.1666667
106,My Bebe,Omah Lay,375,48,350,84,300,325,247
107,Make It Out,"Lil Baby, Lil Durk",79,420,78,450,135,325,247.8333333
108,Straightenin,Migos,109,420,350,450,69,89,247.8333333
109,Jennifer,Guchi,375,9,350,450,300,6,248.3333333
110,Ori,Barry Jhay,375,97,350,43,300,325,248.3333333
111,You,Omah Lay,375,44,350,107,300,325,250.1666667
112,Avalanche,Migos,103,420,104,450,110,325,252
113,Coachella,Sarkodie and Kwesi Arthur,375,81,350,99,300,325,255
114,Abule,Patoranking,375,40,350,144,300,325,255.6666667
115,Are You Sure,Lyta,375,420,350,16,300,74,255.8333333
116,Confession,Omah Lay,375,65,350,136,300,325,258.5
117,Verified,Laycon,145,420,106,450,108,325,259
118,Green Light,Olamide,375,90,350,118,300,325,259.6666667
119,Adura,Mohbad,375,92,350,119,300,325,260.1666667
120,Lo Lo,Omah Lay,375,80,350,135,300,325,260.8333333
121,Damn,Omah Lay,375,68,350,150,300,325,261.3333333
122,If E Happen For Lagos,Runtown,375,95,350,125,300,325,261.6666667
123,Roju,Chike,375,88,350,450,300,10,262.1666667
124,Jehovah Overdo,Chidinma,375,93,350,450,300,8,262.6666667
125,Jackpot,Crayon,375,98,350,140,300,325,264.6666667
126,LV N ATTN,"Lojay, Sarz",375,420,350,100,300,50,265.8333333
127,Airplane Mode,Fireboy DML,375,420,350,114,300,36,265.8333333
128,Squander,Falz & Niniola,375,51,350,450,300,76,267
129,Jowo,Davido,51,420,58,450,300,325,267.3333333
130,Enjoy,Tekno,375,82,350,450,300,47,267.3333333
131,Only You,Bella Shmurda,375,420,350,65,300,99,268.1666667
132,Damages,Tems,375,420,350,81,64,325,269.1666667
133,Up The Side (feat. Young Thug),"Lil Baby, Lil Durk, Young Thug",71,420,66,450,300,325,272
134,Sweet One,Wizkid,74,420,74,450,300,325,273.8333333
135,PEPE,"L.A.X, Davido",141,420,350,111,300,325,274.5
136,Okay,"Lil Baby, Lil Durk",80,420,76,450,300,325,275.1666667
137,Longtime (feat. Skepta),Wizkid,78,420,79,450,300,325,275.3333333
138,Fall for Me,Laycon,375,420,350,91,97,325,276.3333333
139,Bruised Up,"Lil Baby, Lil Durk",83,420,82,450,300,325,276.6666667
140,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,34,34,277.1666667
141,Okwaraji,Blaqbonez,85,420,85,450,300,325,277.5
142,Omo Ologo,Lil Frosh,375,420,350,126,300,95,277.6666667
143,Mighty Wine,Wizkid,86,420,87,450,300,325,278
144,True Love (feat. Tay Iwar & Projexx),Wizkid,87,420,88,450,300,325,278.3333333
145,Kilofese,Zinoleesky,93,420,93,450,300,325,280.1666667
146,Please,"Lil Baby, Lil Durk",95,420,94,450,300,325,280.6666667
147,Lying,"Lil Baby, Lil Durk",96,420,95,450,300,325,281
148,If You Want To,"Lil Baby, Lil Durk",97,420,96,450,300,325,281.3333333
149,That's Facts,"Lil Baby, Lil Durk",99,420,98,450,300,325,282
150,Piece of Me (feat. Ella Mai),Wizkid,100,420,99,450,300,325,282.3333333
151,Onyeka (Baby),Burna Boy,102,420,100,450,300,325,282.8333333
152,Mood Swings (feat. Lil Tjay),Pop Smoke,106,420,102,450,300,325,283.8333333
153,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,375,420,350,450,39,77,285.1666667
154,Egbon,Masterkraft,375,420,350,123,139,325,288.6666667
155,Astronaut In The Ocean,Masked Wolf,375,420,350,450,51,94,290
156,Wow,Tion Wayne,375,420,350,450,80,75,291.6666667
157,Having Our Way,Migos,108,420,350,450,111,325,294
158,Painting Pictures,Polo G,114,420,350,450,112,325,295.1666667
159,Malibu,Migos,110,420,350,450,117,325,295.3333333
160,Type Shit,"Migos, Cardi B",111,420,350,450,116,325,295.3333333
161,Kiss Me More (feat. SZA),Doja Cat,375,420,350,450,86,93,295.6666667
162,Epidemic,Polo G,116,420,350,450,115,325,296
163,No Return,Polo G,120,420,350,450,113,325,296.3333333
164,For the Love of New York,"Polo G, Nicki Minaj",117,420,350,450,118,325,296.6666667
165,Antisocial,Migos,112,420,350,450,123,325,296.6666667
166,GANG GANG,"Polo G, Lil Wayne",123,420,350,450,114,325,297
167,Modern Day,Migos,115,420,350,450,124,325,297.3333333
168,Picasso,"Migos, Future",113,420,350,450,127,325,297.5
169,Birthday,Migos,119,420,350,450,122,325,297.6666667
170,Ke Star Remix,Focalistic & Davido,375,420,350,18,300,325,298
171,Toxic,Polo G,126,420,350,450,119,325,298.3333333
172,Fame & Riches,Polo G,125,420,350,450,120,325,298.3333333
173,90,Seyi Vibez,375,420,350,21,300,325,298.5
174,Black Hearted,Polo G,127,420,350,450,121,325,298.8333333
175,SUN GOES DOWN,Lil Nas X,375,420,350,450,103,96,299
176,Clueless,Polo G,128,420,350,450,125,325,299.6666667
177,Vaccine,Migos,122,420,350,450,131,325,299.6666667
178,Light It Up,"Migos, Pop Smoke",121,420,350,450,133,325,299.8333333
179,Boom,Polo G,132,420,350,450,126,325,300.5
180,Bad Type,Seyi Vibez,375,420,350,33,300,325,300.5
181,Heart of a Giant,Polo G,131,420,350,450,129,325,300.8333333
182,What You See,"Migos, Justin Bieber",124,420,350,450,137,325,301
183,Catalyst,Seyi Vibez,375,420,350,38,300,325,301.3333333
184,Broken Guitars,Polo G,135,420,350,450,128,325,301.3333333
185,Party Lyfe,Polo G,136,420,350,450,130,325,301.8333333
186,Losses,Polo G,137,420,350,450,134,325,302.6666667
187,Sho Mo Mi,Bella Shmurda,375,420,350,48,300,325,303
188,Capable God,Judikay,375,20,350,450,300,325,303.3333333
189,Ginger Me (Intro),Bella Shmurda,375,420,350,51,300,325,303.5
190,Chi Chi,Naira Marley,375,420,350,56,300,325,304.3333333
191,GNF (OKOKOK),Polo G,144,420,350,450,138,325,304.5
192,Omnipotent,Bella Shmurda,375,420,350,58,300,325,304.6666667
193,Sorry,MohBad,375,420,350,59,300,325,304.8333333
194,Liquor,Bella Shmurda,375,420,350,62,300,325,305.3333333
195,Pay day,Seyi Vibez,375,420,350,64,300,325,305.6666667
196,Vision 2020,Bella Shmurda,375,420,350,66,300,325,306
197,Focus Vibe,Slimcase,375,36,350,450,300,325,306
198,Upgrade,Bella Shmurda,375,420,350,67,300,325,306.1666667
199,Muje,Barry Jhay,375,420,350,68,300,325,306.3333333
200,Ma Pariwo,Zinoleesky,375,420,350,70,300,325,306.6666667
201,Happiness,Davolee,375,420,350,72,300,325,307
202,Rest On Kashy,Anonymous Music,375,420,350,73,300,325,307.1666667
203,Picture Freestyle,Seyi Vibez,375,420,350,74,300,325,307.3333333
204,Colorado,Zugo,375,420,350,76,300,325,307.6666667
205,Your Body,Mayorkun,375,420,350,78,300,325,308
206,Currently,Kizz Daniel,375,420,350,79,300,325,308.1666667
207,This Love,Chidinma,375,49,350,450,300,325,308.1666667
208,Freestyle,2jaja,375,50,350,450,300,325,308.3333333
209,Many Nites,Erigga,375,53,350,450,300,325,308.8333333
210,Amope,Bella Shmurda,375,420,350,85,300,325,309.1666667
211,FEM,Davido,375,420,350,86,300,325,309.3333333
212,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,56,350,450,300,325,309.3333333
213,Dangbana Orisa,Bella Shmurda,375,420,350,87,300,325,309.5
214,You I Live For,Moses Bliss,375,58,350,450,300,325,309.6666667
215,Ball Till We Fall,Kida Kudz,375,420,350,88,300,325,309.6666667
216,Celebration,Joeboy,375,420,350,90,300,325,310
217,Ife ft. Qdot,Oyin,375,60,350,450,300,325,310
218,Cultural Praise,Kcee & Okwesili Eze Group,375,420,350,92,300,325,310.3333333
219,Flamerz Flow,Meek Mill,375,420,350,93,300,325,310.5
220,Guchi Jennifer,Guchi,375,420,350,94,300,325,310.6666667
221,FOCUS DANCE BEAT,AJIMOVOIX_DRUMS,375,420,350,95,300,325,310.8333333
222,Lagos Anthem,Zlatan,375,66,350,450,300,325,311
223,Nobody,KayBlinkz,375,420,350,97,300,325,311.1666667
224,ABAYA PALAVA,Tolibian,375,420,350,98,300,325,311.3333333
225,Dick Appointment,Erigga,375,70,350,450,300,325,311.6666667
226,AVAILABLE,C Blvck,375,420,350,101,300,325,311.8333333
227,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,71,350,450,300,325,311.8333333
228,Smile,Wizkid,375,420,350,102,300,325,312
229,Sugar Daddy ft. Olamide,Dj Enimoney,375,72,350,450,300,325,312
230,All Love,Lil Durk,375,420,350,103,300,325,312.1666667
231,Off You ft. KiDi,Young Jonn,375,73,350,450,300,325,312.1666667
232,Obinasom,Mercy Chinwo,375,74,350,450,300,325,312.3333333
233,Ponmo,Mohbad,375,420,350,104,300,325,312.3333333
234,God Sent,Seyi Vibez,375,420,350,105,300,325,312.5
235,GAT ME SINGING,Luddy Dave,375,75,350,450,300,325,312.5
236,Aye,Naira Marley,375,76,350,450,300,325,312.6666667
237,3 Headed Goat,Lil Durk,375,420,350,106,300,325,312.6666667
238,Know You,Ladipoe,375,420,350,109,300,325,313.1666667
239,MOSLADO,Teni,375,420,350,112,300,325,313.6666667
240,Faithful God (Live),Onos,375,83,350,450,300,325,313.8333333
241,Mandeman,Small Doctor,375,420,350,113,300,325,313.8333333
242,Save The Day,Teni,375,84,350,450,300,325,314
243,Wonderful,Burna Boy,375,420,350,115,300,325,314.1666667
244,Too Faithful,Moses Bliss,375,85,350,450,300,325,314.1666667
245,The Box,Roddy Ricch,375,420,350,116,300,325,314.3333333
246,Loved By You [Re],GoodyBoy,375,420,350,117,300,325,314.5
247,Die Young,Roddy Ricch,375,420,350,120,300,325,315
248,CAN THEY HEAR US,Dua Lipa,375,420,350,121,300,325,315.1666667
249,Spirit Chant,Victoria Orenze,375,94,350,450,300,325,315.6666667
250,Level Up (Twice As Tall),Burna Boy,375,420,350,127,300,325,316.1666667
251,Project Dreams,Roddy Ricch,375,420,350,128,300,325,316.3333333
252,Activate,Stonebwoy,375,420,350,129,300,325,316.5
253,Call,Joeboy,375,100,350,450,300,325,316.6666667
254,Zoom,Cheque,375,420,350,130,300,325,316.6666667
255,Lenu (Remix),Buju,375,420,350,131,300,325,316.8333333
256,Legends,Juice WRLD,375,420,350,132,300,325,317
257,Symphony,Seyi Vibez,375,420,350,137,300,325,317.8333333
258,Marlians Anthem,MohBad,375,420,350,138,300,325,318
259,Ye Ye Ye,Omah Lay,375,420,350,141,300,325,318.5
260,JO,Teni,375,420,350,142,300,325,318.6666667
261,Go Away,Fireboy DML,375,420,350,143,300,325,318.8333333
262,So Crazy,Davido,375,420,350,145,300,325,319.1666667
263,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,420,350,146,300,325,319.3333333
264,Butter,BTS,375,420,350,450,300,21,319.3333333
265,So Lovely,Buju,375,420,350,147,300,325,319.5
266,Freaky,Hotkid,375,420,350,148,300,325,319.6666667
267,HELL (interlude),corizo,375,420,350,149,300,325,319.8333333
268,In My Maserati,Olakira,375,420,350,450,300,25,320
269,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,350,450,300,26,320.1666667
270,Life Is Good,Future,375,420,350,151,300,325,320.1666667
271,Spell,Fireboy DML & Wande Coal,375,420,350,152,300,325,320.3333333
272,Makaveli,Kida Kudz,375,420,350,155,300,325,320.8333333
273,Lukuti,DJ AB,375,420,350,156,300,325,321
274,Baddest,"Yung Bleu, Chris Brown, 2 Chainz",375,420,350,157,300,325,321.1666667
275,Splash,Tyga,375,420,350,158,300,325,321.3333333
276,Smile For You,Mizzle,375,420,350,159,300,325,321.5
277,Troway,Whalez,375,420,350,160,300,325,321.6666667
278,Bless the Booth Freestyle,Lil Eazzyy,375,420,350,161,300,325,321.8333333
279,Kizo,TMP Offisial,375,420,350,162,300,325,322
280,Fingers Crossed,Trevor Daniel & Julia Michaels,375,420,350,163,300,325,322.1666667
281,Bobo,Aya Nakamura,375,420,350,164,300,325,322.3333333
282,U Know Di Vibe,Aidonia,375,420,350,165,300,325,322.5
283,Another Level,Olamide,375,420,350,166,300,325,322.6666667
284,Save Your Tears,The Weeknd,375,420,350,450,300,41,322.6666667
285,Afar,Fireboy DML & Olamide,375,420,350,167,300,325,322.8333333
286,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,350,450,300,42,322.8333333
287,Sare,Ayra Starr,375,420,350,450,300,44,323.1666667
288,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,350,450,300,51,324.3333333
289,Ordinary People,Tems,101,420,350,450,300,325,324.3333333
290,Sai dake,Hamisu Breaker,375,420,350,450,300,52,324.5
291,Pempe (Live),Seyi Shay & --,375,420,350,450,300,56,325.1666667
292,Dama,Namenj & Hamisu Breaker,375,420,350,450,300,57,325.3333333
293,Lost Cause,Billie Eilish,375,420,350,450,300,62,326.1666667
294,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,375,420,350,450,300,67,327
295,Good Woman,Flavour,375,420,350,450,300,68,327.1666667
296,Runaway,AURORA,375,420,350,450,46,325,327.6666667
297,GANI A SO,Zainab Ambato,375,420,350,450,300,78,328.8333333
298,Roadrunner,Migos,129,420,350,450,300,325,329
299,Ameno,ERA,375,420,350,450,300,80,329.1666667
300,Jane,Migos,130,420,350,450,300,325,329.1666667
301,Up,Cardi B,375,420,350,450,300,81,329.3333333
302,Why Not,Migos,134,420,350,450,300,325,329.8333333
303,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,375,420,350,450,300,84,329.8333333
304,Million Little Miracles,Elevation Worship & Maverick City Music,375,420,350,450,300,85,330
305,Labarin Zuciya (Live),Rahab saleem,375,420,350,450,300,86,330.1666667
306,Yadda Kunne Yaji,Hamisu Breaker,375,420,350,450,300,87,330.3333333
307,ROCKSTAR,"DaBaby, Roddy Ricch",375,420,350,450,63,325,330.5
308,Mahomes,Migos,138,420,350,450,300,325,330.5
309,Need It (feat. YoungBoy Never Broke Again),Migos,139,420,350,450,300,325,330.6666667
310,So Real,Polo G,140,420,350,450,300,325,330.8333333
311,Everything (Amen),Timi Dakolo,375,420,350,450,300,90,330.8333333
312,Build a Bitch,Bella Poarch,375,420,350,450,300,91,331
313,Handle My Business,Migos,142,420,350,450,300,325,331.1666667
314,Go Part 1 (feat. G Herbo),Polo G,143,420,350,450,300,325,331.3333333
315,Lemonade,"Internet money, Gunna, Don Toliver, NAV",375,420,350,450,70,325,331.6666667
316,Time For Me,Migos,146,420,350,450,300,325,331.8333333
317,Wait On You (feat. Dante Bowe & Chandler Moore),Elevation Worship & Maverick City Music,375,420,350,450,300,97,332
318,Levitating (feat. DaBaby),Dua Lipa,375,420,350,450,300,98,332.1666667
319,Wait For You,Melvitto & Oxlade,375,420,350,450,300,100,332.5
320,Dior,Pop Smoke,375,420,350,450,77,325,332.8333333
321,6am in Brighton,ArrDee,375,420,350,450,84,325,334
322,9 5 . s o u t h,J. Cole,375,420,350,450,85,325,334.1666667
323,Anyone,Justin Bieber,375,420,350,450,87,325,334.5
324,All In,"Nasty C, T.I.",375,420,350,450,88,325,334.6666667
325,Blinding Lights,The Weeknd,375,420,350,450,89,325,334.8333333
326,Loco (feat. Mayorkun),"KDDO, Mayorkun",375,420,350,450,94,325,335.6666667
327,His & Hers,"Internet money, Gunna, Don Toliver, Lil Uzi Vert",375,420,350,450,105,325,337.5
328,Someone You Loved,Lewis Capaldi,375,420,350,450,136,325,342.6666667
