rank,song,artist,apple,boom,youtube,RT
97,Like Dat (feat. PsychoYP) ,Skillz 8Figure,500,50,450,333.3333333333333
98,The Key,Tems,41,510,450,333.6666666666667
99,Can't Complain (feat. Fasina) ,Nova,500,51,450,333.6666666666667
100,Lockdown,Mr Vibez,42,510,450,334.0
101,Bounce   ,Rema,500,52,450,334.0
102,Longé   ,Bryann,500,53,450,334.3333333333333
103,911,Dxc3x84BS,43,510,450,334.3333333333333
104,Firedncr. (feat. Azanti),Jaylon,44,510,450,334.6666666666667
105,Erima (feat. Terri & Minz),DJ Latitude,45,510,450,335.0
106,(Put Your Mind at Ease) Fight It2   ,Mich Straaw,500,56,450,335.3333333333333
107,No Worry (feat. Buju),Valvin,46,510,450,335.3333333333333
108,Mr Nike (feat. April Maey),Dts,47,510,450,335.6666666666667
109,"Self Luv (Remix) (feat. Blaqbonez, Drizilik & Enam) ",Skillz 8Figure,500,57,450,335.6666666666667
110,Too Many Women   ,"Ajebutter22, BOJ, Falz",500,58,450,336.0
111,Lemonade   ,Ria sean,500,59,450,336.3333333333333
112,Wayo Wayo,Bee-Z,49,510,450,336.3333333333333
113,Chanel   ,Ceeboi,500,60,450,336.6666666666667
114,I Like Girls,Kola Williams,50,510,450,336.6666666666667
115,Greenlight   ,Hamzil,500,61,450,337.0
116,Ltf,Victor Collins and  MisterKay,51,510,450,337.0
117,Don't Play,Floyd Miles,52,510,450,337.3333333333333
118,Narcissus Is Dead   ,Suté Iwar,500,62,450,337.3333333333333
119,Prosecco,Th&o.,500,510,2,337.3333333333333
120,Unconditionally,Ajebutter 22 and  Oxlade,53,510,450,337.6666666666667
121,Fast Lane   ,Lavaud,500,63,450,337.6666666666667
122,jorja,Hoosh,500,510,3,337.6666666666667
123,Tornado,chuXchu,54,510,450,338.0
124,4 You   ,Yung D3mz,500,64,450,338.0
125,Island Pink (feat. PsychoYP),Phaemous,500,510,4,338.0
126,Frenemies (feat. Oxlade),Rexxie,55,510,450,338.3333333333333
127,Bloody Samaritan,Ayra Starr,500,510,5,338.3333333333333
128,Only You   ,take1 & Muku Fresh,500,65,450,338.3333333333333
129,ManDown   ,BoyCamilo,500,66,450,338.6666666666667
130,Minor Notes,Ria Sean,500,510,6,338.6666666666667
131,Ball Till We Fall (feat. Bella Shmurda) ,Kida Kudz featuring Bella Shmurda,500,67,450,339.0
132,Vogue,Wauve,500,510,7,339.0
133,Wag1 (feat. 60),Activity Club NG,57,510,450,339.0
134,Be My Guest,WSTRN,500,510,8,339.3333333333333
135,Swayy (feat. Tay Iwar) ,Suté Iwar featuring Tay Iwar,500,68,450,339.3333333333333
136,Moscow   ,Jody,500,69,450,339.6666666666667
137,Down for You (feat. Boybreed),Aramide,59,510,450,339.6666666666667
138,BDMN,Minz,500,510,9,339.6666666666667
139,La Vida,M.anifest,500,510,10,340.0
140,Movement   ,Lekside Westside,500,70,450,340.0
141,Numbers Don't Lie (feat. Ayo Jay) ,chuXchu featuring Ayo Jay,500,71,450,340.3333333333333
142,Different Strain,Fasina,500,510,12,340.6666666666667
143,Symbiosis,Ajebo Hustlers,500,510,13,341.0
144,We Up (feat. Phaemous) ,Zilla Oaks featuring Phaemous,500,73,450,341.0
145,Cash,Lady Donli,500,510,14,341.3333333333333
146,Beggie Beggie (feat. Ckay),Ayra Starr,64,510,450,341.3333333333333
147,Strangers or Friends   ,Atee,500,75,450,341.6666666666667
148,Cigarette,Turunesh,500,510,15,341.6666666666667
149,Human (feat. Tomi Owxc3xb3),Show Dem Camp,65,510,450,341.6666666666667
150,POPSHIT (feat. Somadina),SGaWD,500,510,16,342.0
151,Needing You   ,Big Ozed,500,76,450,342.0
152,Down Low   ,Krosszn,500,77,450,342.3333333333333
153,Radar,Remix - BwoiiDaas,500,510,17,342.3333333333333
154,Should've Known Better,Sizz The Truth,67,510,450,342.3333333333333
155,Ka$h App   ,"Beezyx feat. denzl, Kiienka, Begho, Bolaryn",500,78,450,342.6666666666667
156,Caribbeana,Wondamagik,500,510,18,342.6666666666667
157,Nobody Else   ,Ugo Klassic,500,79,450,343.0
158,VVS,Studio Magic,500,510,19,343.0
159,Sweet Escape,Mizzle,69,510,450,343.0
160,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones",500,80,450,343.3333333333333
161,Body Language (feat. Buju),Zeezboi,70,510,450,343.3333333333333
162,Salvation,Ogranya,500,510,21,343.6666666666667
163,What is this love   ,July,500,81,450,343.6666666666667
164,Lowo (feat. Zarion Uti & Chordratic) ,Chuks Profound featuring Zarion Uti and Chordratic,500,82,450,344.0
165,Snitch (feat. Foushexc3xa9),Ayra Starr,72,510,450,344.0
166,Tonongo,Lojay and  Sarz,73,510,450,344.3333333333333
167,Nobody   ,Pzeefire,500,83,450,344.3333333333333
168,Indifferent,Mo$hpit Cindy,500,510,24,344.6666666666667
169,Party Starter,Gabzy,74,510,450,344.6666666666667
170,HUSTLER   ,Marzi,500,84,450,344.6666666666667
171,Fallin' Hard,The.wav,500,510,25,345.0
172,Fire For You   ,Prodbyvino feat. D1wav,500,85,450,345.0
173,Gbese,Ogranya and  Show Dem Camp,75,510,450,345.0
174,Sweatshirt   ,April Maey,500,86,450,345.3333333333333
175,Money Bag,Ria Sean,76,510,450,345.3333333333333
176,Wicked Somebody (Refix),Wondamagik and  Ogranya,77,510,450,345.6666666666667
177,In My Bag,808vic,500,510,27,345.6666666666667
178,Wicked,Straffitti,78,510,450,346.0
179,Inside Out,Fiona Sleek,500,510,28,346.0
180,Times Two (X2) (feat. Buju) ,WANI,500,89,450,346.3333333333333
181,Sativa (feat. Minz),Runtown,79,510,450,346.3333333333333
182,loving is harder,Johnny Drille,500,510,30,346.6666666666667
183,Commas,Hoosh,500,510,31,347.0
184,Sacrifices (feat. Tim Lyre),DAP The Contract,500,510,32,347.3333333333333
185,If Its On (feat. Boutross) ,Silverstone Barz,500,92,450,347.3333333333333
186,Feeling,LADIPOE and  Buju,82,510,450,347.3333333333333
187,Early Momo,Vector,500,510,33,347.6666666666667
188,three5zero   ,DETO BLACK,500,93,450,347.6666666666667
189,Up,T'neeya,500,510,35,348.3333333333333
190,True Love (feat. Kaey) ,Molazzi,500,95,450,348.3333333333333
191,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo,85,510,450,348.3333333333333
192,4AMIN (feat. SOLIS),Ayüü,500,510,37,349.0
193,My Chargie (feat. Ahve) ,Bizzonthetrack,500,98,450,349.3333333333333
194,Problem,Kida Kudz,500,510,38,349.3333333333333
195,Calm Down   ,Dove Nicol,500,99,450,349.6666666666667
196,Peace of Mind,Preyé,500,510,39,349.6666666666667
197,Life of the Party,Yung D3mz,500,510,41,350.3333333333333
198,Nasa,Rvdical the Kid,500,510,44,351.3333333333333
199,sippycup,AGBNOTNICE,500,510,45,351.6666666666667
200,Deep End,Adey,500,510,46,352.0
201,Selense,The Cavemen.,500,510,47,352.3333333333333
202,fools,Zubi,500,510,48,352.6666666666667
203,Fool's Love,Muzi,500,510,49,353.0
204,Eyes But No Eyes,M3NSA,500,510,50,353.3333333333333
205,FEEL A WAY,Amaarae,500,510,51,353.6666666666667
206,Serenade,Begho,500,510,52,354.0
207,Sacred Forest,Ogranya,500,510,53,354.3333333333333
208,gentil,Zubi,500,510,54,354.6666666666667
209,Chargie,Jay Cliff,500,510,55,355.0
210,Magic,Public Goods,500,510,56,355.3333333333333
211,Searching,Lady Donli,500,510,57,355.6666666666667
212,Slow Down,King Promise,500,510,58,356.0
213,DKT,Oxlade,500,510,59,356.3333333333333
214,Deja vu,Moliy,500,510,60,356.6666666666667
215,Cameras,SuperJazzClub,500,510,61,357.0
216,Sweet Body,SuperSmashBroz,500,510,63,357.6666666666667
217,TDK (feat. SirBastien),DAP The Contract,500,510,64,358.0
218,Ma Pariwo,"DRB Lasgidi, Lady Donli",500,510,65,358.3333333333333
219,Call Me Baby,Cheque,500,510,66,358.6666666666667
220,Waiting Outside,Dj Nayiram,500,510,67,359.0
221,Call Up,Ria Boss,500,510,68,359.3333333333333
222,Chance,Juls,500,510,69,359.6666666666667
223,Don't Be Shy,Kida Kudz,500,510,71,360.3333333333333
224,Trust Issues,Bankyondbeatz,500,510,72,360.6666666666667
225,1985,Juls,500,510,74,361.3333333333333
226,Broken,Victony,500,510,75,361.6666666666667
227,Only Human,Ukweli,500,510,76,362.0
228,So Lovely,Buju,500,510,77,362.3333333333333
229,Supersonic (feat. Tay Iwar),Le Mav,500,510,78,362.6666666666667
230,It's Okay to Cry,Yinka Bernie,500,510,79,363.0
231,London,Tomi Agape,500,510,81,363.6666666666667
232,Tycoon,Show Dem Camp,500,510,82,364.0
233,Hurricane (ft. Buju Banton),Tomi Thomas,500,510,83,364.3333333333333
234,Yes I Do,Caleb Awiti,500,510,86,365.3333333333333
235,Free All The Baddies Dealing With Clowns,Khalifina,500,510,87,365.6666666666667
236,driving in the rain,"Johnny Drille, LADIPOE",500,510,88,366.0
237,Again,Tomi Thomas,500,510,89,366.3333333333333
238,Mary,3rty,500,510,90,366.6666666666667
239,Star Friends,Salome,500,510,92,367.3333333333333
240,so wrong,Dayonthetrack,500,510,93,367.6666666666667
241,body count,"Odunsi (The Engine), Gigi Atlantis",500,510,94,368.0
242,Hole in My Heart,Tarrah,500,510,95,368.3333333333333
243,We Move (Remix) (feat. Kwesta & DJ Capital),Malachi,500,510,97,369.0
244,Rum & Butter,Turunesh,500,510,99,369.6666666666667
245,iClout (feat. EARTHGANG),RIMON,500,510,102,370.6666666666667
246,Figurine,A COLORS SHOW - WAYNE SNOW,500,510,103,371.0
247,Never Give Up,Alex Wondergem,500,510,106,372.0
